estimator,portfolio,regime,vaR95,es95,violation_rate,realised_var,realised_es,qlike,mv_turnover,mv_turnover_cost_bps,cov_condition
overlay,ew,crisis,-0.01207519734426795,-0.015142784626595827,0.21052631578947367,0.00014588456084327133,-0.019170646214852077,0.7111083495037449,0.0,0.0,90.57788540382163
overlay,mv,crisis,-0.0056048131126878505,-0.007028661761626688,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,1.0223610911251857,0.0,0.0,90.57788540382163
baseline,ew,crisis,-0.01207519734426795,-0.015142784626595827,0.21052631578947367,0.00014588456084327133,-0.019170646214852077,0.7111083495037449,0.0,0.0,90.57788540382163
baseline,mv,crisis,-0.0056048131126878505,-0.007028661761626688,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,1.0223610911251857,0.0,0.0,90.57788540382163
sample,ew,crisis,-0.013469962907379033,-0.016891876912595583,0.15789473684210525,0.00014588456084327133,-0.021328135930193254,0.39816558236652755,0.0,0.0,3.5855502408977527e+19
sample,mv,crisis,-0.005442882207233937,-0.006825593873312445,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,1.1556910983132394,0.0,0.0,3.5855502408977527e+19
scm,ew,crisis,-0.013469962907379033,-0.016891876912595583,0.15789473684210525,0.00014588456084327133,-0.021328135930193254,0.39816558236652755,0.0,0.0,3.5855502408977527e+19
scm,mv,crisis,-0.005442882207233937,-0.006825593873312445,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,1.1556910983132394,0.0,0.0,3.5855502408977527e+19
rie,ew,crisis,-0.0038152880793881324,-0.004784525173993787,0.3684210526315789,0.00014588456084327133,-0.013883211440376837,22.81488681828679,0.0,0.0,1.214600420083959
rie,mv,crisis,-0.006523070928703416,-0.008180194108732601,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,0.4938035052112224,0.0,0.0,1.214600420083959
lw,ew,crisis,-0.011658057548202708,-0.014619674493410586,0.21052631578947367,0.00014588456084327133,-0.019170646214852077,0.8379759839095469,0.0,0.0,64.13875531731112
lw,mv,crisis,-0.005672804695317071,-0.007113925949268677,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,0.9707321372030753,0.0,0.0,64.13875531731112
oas,ew,crisis,-0.01207519734426795,-0.015142784626595827,0.21052631578947367,0.00014588456084327133,-0.019170646214852077,0.7111083495037449,0.0,0.0,90.57788540382163
oas,mv,crisis,-0.0056048131126878505,-0.007028661761626688,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,1.0223610911251857,0.0,0.0,90.57788540382163
cc,ew,crisis,-0.013509542162517742,-0.016941510895309004,0.15789473684210525,0.00014588456084327133,-0.021328135930193254,0.3913058917250991,0.0,0.0,15512.375098649942
cc,mv,crisis,-0.008333591606950972,-0.010450660082169912,0.10526315789473684,3.6909986856315655e-05,-0.012210883056847125,0.07472162109357638,0.0,0.0,15512.375098649942
quest,ew,crisis,-0.007873309695389862,-0.009873447995644774,0.2631578947368421,0.00014588456084327133,-0.017265782389260693,3.5160486516790677,0.0,0.0,156.45727629885917
quest,mv,crisis,-0.004911070657842255,-0.006158680735184955,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,1.7196346359996166,0.0,0.0,156.45727629885917
ewma,ew,crisis,-0.014527100572721765,-0.0182175701936703,0.15789473684210525,0.00014588456084327133,-0.021328135930193254,0.24419050473957293,0.0,0.0,2.5059783487299273e+19
ewma,mv,crisis,-0.0055699024754192585,-0.006984882414071227,0.15789473684210525,3.6909986856315655e-05,-0.010512399323207028,1.049838533700493,0.0,0.0,2.5059783487299273e+19
overlay,ew,crisis,-0.010058099746737156,-0.012613262862321555,0.21052631578947367,0.00014497529459392867,-0.019170646214852077,1.5220763749061943,0.0,0.0,48.326624538776045
overlay,mv,crisis,-0.005530437565593763,-0.006935391824993677,0.15789473684210525,4.585261092171156e-05,-0.011793688211308525,1.6558143423665412,0.11941313315262517,0.5970656657631258,48.326624538776045
baseline,ew,crisis,-0.010058099746737156,-0.012613262862321555,0.21052631578947367,0.00014497529459392867,-0.019170646214852077,1.5220763749061943,0.0,0.0,48.326624538776045
baseline,mv,crisis,-0.005530437565593763,-0.006935391824993677,0.15789473684210525,4.585261092171156e-05,-0.011793688211308525,1.6558143423665412,0.11941313315262517,0.5970656657631258,48.326624538776045
sample,ew,crisis,-0.011661133125865761,-0.014623531391879918,0.21052631578947367,0.00014497529459392867,-0.019170646214852077,0.8251330795741059,0.0,0.0,6.812347361067527e+18
sample,mv,crisis,-0.005578003263131497,-0.006995041128677281,0.15789473684210525,4.585261092171156e-05,-0.011793688211308525,1.6040628637798,0.11941313315262517,0.5970656657631258,6.812347361067527e+18
scm,ew,crisis,-0.011661133125865761,-0.014623531391879918,0.21052631578947367,0.00014497529459392867,-0.019170646214852077,0.8251330795741059,0.0,0.0,6.812347361067527e+18
scm,mv,crisis,-0.005578003263131497,-0.006995041128677281,0.15789473684210525,4.585261092171156e-05,-0.011793688211308525,1.6040628637798,0.11941313315262517,0.5970656657631258,6.812347361067527e+18
rie,ew,crisis,-0.0035975871898921694,-0.004511519475729105,0.42105263157894735,0.00014497529459392867,-0.012612210843963464,25.89446793047914,0.0,0.0,1.1693989539208807
rie,mv,crisis,-0.005634276121586298,-0.007065609563429071,0.15789473684210525,4.585261092171156e-05,-0.011793688211308525,1.544892409734203,0.11941313315262517,0.5970656657631258,1.1693989539208807
lw,ew,crisis,-0.009945542372059465,-0.012472111373506473,0.21052631578947367,0.00014497529459392867,-0.019170646214852077,1.5878244530543841,0.0,0.0,44.0877507533942
lw,mv,crisis,-0.005531481327088293,-0.006936700744016908,0.15789473684210525,4.585261092171156e-05,-0.011793688211308525,1.6546612142582222,0.11941313315262517,0.5970656657631258,44.0877507533942
oas,ew,crisis,-0.010058099746737156,-0.012613262862321555,0.21052631578947367,0.00014497529459392867,-0.019170646214852077,1.5220763749061943,0.0,0.0,48.326624538776045
oas,mv,crisis,-0.005530437565593763,-0.006935391824993677,0.15789473684210525,4.585261092171156e-05,-0.011793688211308525,1.6558143423665412,0.11941313315262517,0.5970656657631258,48.326624538776045
cc,ew,crisis,-0.011976435991389117,-0.015018933905697647,0.21052631578947367,0.00014497529459392867,-0.019170646214852077,0.728612864410894,0.0,0.0,9795.956150189231
