date,ETF0,ETF1,ETF2,ETF3,ETF4,ETF5,ETF6,ETF7
2024-01-02,-0.0222125387574537,0.0002599965264958,-0.0053896902035292,-0.0112919277548181,-0.0244186664563295,0.0076539140316152,-0.0075970934538327,0.0026699619492725
2024-01-03,0.007017808518851,0.0029212131581903,-0.0019809308384188,0.0065877126335823,0.0051995743100303,0.0059901141856718,-0.0165158095340974,-0.0039244069932601
2024-01-04,-0.006773169588205,0.0293601076569841,-0.0066462722623267,0.0125746344464712,-0.0168110721487161,-0.0039957346032575,-0.0143273675377315,0.001929424493192
2024-01-05,0.0181335751618314,-0.0089171452054169,0.0078954878810797,0.0077442692741895,0.0064028490531851,-0.0022629012851584,-0.0015511152517752,0.001357670813244
2024-01-08,0.0020712397429002,0.0015661144530507,0.0077900166827747,-0.0012641764227699,0.0054669480932987,0.003043578489631,-0.0112174657164499,-0.0091571173118293
2024-01-09,0.0056736008727814,0.0048441871705173,0.0108240517012988,-0.022349721654025,0.0061372577146924,-0.0241248176605138,-0.000561924881195,-0.0248062408458588
2024-01-10,0.0134828191524309,-0.0085880941602067,0.0217457608401779,0.0021020079374027,0.0084328316032147,0.0057350341186437,0.0179758540623612,-0.0002963838827033
2024-01-11,-0.0114171508279734,-0.0118588215273333,-0.0091717424575849,0.0005265006161092,0.0035063475584821,-0.0025944502901188,0.0015523458083955,0.015529693472629
2024-01-12,-0.0176882550756295,-0.0055141498624162,0.0102625922690846,-0.0106606085325601,0.0103776176412327,-0.004248006265212,-0.0058493029080073,-0.0019356211553497
2024-01-15,0.0017278667373147,-0.0034129306548602,0.0151984679259769,-0.0036040250800099,0.0119680576473872,0.0109973832894843,-0.0020128900538686,0.0139712948399032
2024-01-16,0.2184725245978045,0.0065932515852567,0.0089035624740499,-0.0173310047862032,0.0060950075182174,0.011320764129598,0.0186147515215646,-0.0041999490251438
2024-01-17,0.0024266986572683,0.0123362426669274,-0.0066155674283613,0.0066683199387449,-0.0289759604800387,0.0062901340999088,-0.0160935223822618,-0.0164413471118038
2024-01-18,-0.0031242233784051,-0.0049474574888162,-5.655605321230105e-06,-0.025270714567959,-0.0107733315904835,0.0182684479908656,-3.456947757432893e-05,-0.0106090451877596
2024-01-19,0.0071643871335267,-0.0023174716780021,0.0078737944917613,-0.0034310673331541,0.0190642399704316,0.0019594610890845,0.0034943994532069,-0.0182042799720564
2024-01-22,-0.0094705631119036,0.0104981668746358,-0.0084640979807807,0.0095242409478394,-0.0173928499452101,-0.0012169417260233,0.0085277507456118,0.000890510692314
2024-01-23,-0.003897264490229,0.0088157505369282,0.0178461240167647,0.0047362451181779,0.0156460711230374,0.0099284785503129,-0.0055693464558323,0.0026503647031669
2024-01-24,0.0150156859478452,-0.0120100597486587,-0.0115910507320345,-0.0057199288065517,-0.0233397321273722,-0.0016862636949857,0.0077293277845487,0.0007297662847478
2024-01-25,-0.0161032286371519,-0.0225375218412277,0.0021677955894164,0.0070013550694753,0.0117819926364544,-0.0027779115678309,-0.017607331245481,0.0019023244259099
2024-01-26,-0.0089735146547133,-0.0175721158858338,0.0116410980204358,-0.0177408523131796,0.0090275502687867,-0.0109618239975259,0.0037566212903729,0.0063178098342259
2024-01-29,0.0066845433717169,-0.0054581337714804,0.0072170602750576,-0.0177124564171167,-0.0210357153658684,-0.0103855555417302,0.0057923551592152,0.0036751818460769
2024-01-30,0.0025838190673632,0.0032362746828555,-0.0103219260394201,0.0059506316711096,-0.0104933596588851,-0.0138900441205065,0.0022189125583215,-0.0087855403324183
2024-01-31,-0.0149352272753584,-0.002342955664884,0.0053372176520614,-0.0033262217360928,-0.010048544351955,-0.0007571547716596,0.0126067023509554,-0.0091731332031502
2024-02-01,0.0035010699947095,-0.0081804996730243,-0.003642627411047,0.0061786708092221,-0.0038674793776153,0.0033168036764437,-0.0007366835537142,0.0002573179824337
2024-02-02,0.0056790000649124,0.0152744103242088,-0.0139841125275123,-0.0090908129457615,0.003195986925188,0.0305944036718498,0.0063096071556443,0.0179571022579082
2024-02-05,-0.0141884909822531,-0.002238225312755,0.0183593898478467,0.0163104056131516,0.0007963636744218,0.0024453945660753,0.0030267734811769,0.0104448995773469
2024-02-06,0.0072054716899037,0.0030274354060289,0.0103946999055588,0.0323248600716425,-0.0093527432178615,-0.0050715943255614,-0.0050259941599875,-0.0001010019965206
2024-02-07,-0.0047040817614675,-0.0222419757646584,0.0052176506550412,-0.0063777625199804,-0.0178592534288577,-0.0127840404258603,-0.0118744886497135,-0.013649623133589
2024-02-08,-0.0045672000780472,0.0117697703447953,0.0036634678708308,-0.0039550199767559,0.0151440766052541,-0.0059272707128451,-0.0047604383556753,-0.0084610732599453
2024-02-09,-0.0022476764178745,0.0056442874699098,-0.0153051120208713,-0.0075287348872535,0.0219466640516129,-0.0104567975626465,0.0031120177013862,-0.0018489664474848
2024-02-12,-7.089089892104182e-05,-0.0022297309521442,-0.0068527493509313,0.0018388013778366,0.0015769871905703,0.0092190527597966,0.0243163109365564,-0.0031500046196718
2024-02-13,0.21598910393646562,0.0165339210507723,0.0024683019099493,-0.0114075776170524,0.0017395676708037,-0.0149682353188259,-0.0016813887591359,-0.008226197613413
2024-02-14,0.0077157482736744,0.0015710657563638,-0.0198670595123039,0.0046207180492336,0.0092000854378647,-0.0207136594938038,0.0083797790162687,-0.0221187745933681
2024-02-15,-0.0064040432714019,-0.0008855706584364,0.0018342846527625,-0.0013862347508517,0.0129735334919482,0.0083051130285295,0.0011837779119698,0.005769673603151
2024-02-16,-0.0108923558357595,-0.000464423506078,-0.0033795584940487,0.0141236086827678,-0.0023757772844924,0.0069015479609862,-0.0040473019352885,-0.0134711292299679
2024-02-19,0.0051271005688172,0.0052370118178914,-0.0027005666717201,-0.0255351287256633,-0.0098531962217852,0.0129687227455201,0.007841139972048,0.0074221728698942
2024-02-20,0.0060284811087285,0.0009745514749588,0.0018668027745516,0.0128965030310402,-0.0095936578619049,0.0129424062613871,0.0055481076123929,-0.0107949473907069
2024-02-21,0.0021688185263233,0.005130497333932,-0.000654301176695,-0.0064126602937776,-0.0132124894012681,-0.0105597882464762,-0.0038171184159109,-0.0088807752223983
2024-02-22,0.0108974230345722,0.0017828205662537,-0.0164468007977492,0.0050600573868908,0.0034806443318823,0.0013208754879228,0.0042705270688459,0.0077044332857029
2024-02-23,0.0072468674723354,0.0094537218650411,0.0083860196174629,0.0072286374022574,0.0051172432010937,-0.0035983515406037,0.0035733977446821,0.0032134174153483
2024-02-26,-0.0150327504014725,-0.0100858276718139,-0.0148074509023714,-0.0075659816784141,0.0076425356402632,0.0027562740071121,-0.0082174396569701,-0.0004258942061021
2024-02-27,-0.0003828974457692,-0.0043960557416882,-0.0081360986725394,-0.0019374942470099,0.0054276263752614,0.0003984443329844,0.0057491269482308,0.0161176227887463
2024-02-28,0.0085395929122156,0.0097108248785562,-0.0063867634522914,0.0164078039591228,0.0002812095165811,0.0030709666892496,-0.0237165330175755,-0.0067948638323019
2024-02-29,0.0017497651858624,-0.0088234896685121,-0.0041062456967797,-0.0056722243153288,0.0150816011135629,-0.0047974158373528,-0.0096866990098882,0.0038820995148506
2024-03-01,-0.0088728492643899,0.010674500730855,-0.0101323627134052,0.0024548426577352,-0.0081567339590242,0.0015498103762273,0.0089236933003706,-0.004705620224062
2024-03-04,0.0146785984705557,0.015121996594817,-0.0008443160667593,0.00287978057913,-0.0077312555158494,0.0184141358336028,0.0191705028720839,0.0071022474594284
2024-03-05,0.0147341637113073,0.0031156245932646,-0.0030170142301283,0.0115065063278133,-0.017480616230131,-0.0067653746871939,-0.0005337055696453,-0.0198193249177455
2024-03-06,0.0071549898455184,0.007253792348417,-0.0024180755191525,-0.001291642146317,-0.0073421639636089,0.0001279449679102,-0.0047342017009391,0.0073391051471272
2024-03-07,-0.0019689944986265,0.00891828934455,-0.0264073425911897,-0.012444256299142,-0.0016116712249212,0.0303415328906123,-0.0133588356198383,0.0215675837012578
2024-03-08,0.0045076580981539,0.0133614213285758,-0.0053705518468029,0.0048291468805497,0.0009780486833098,-0.0053878657117062,-0.0042218431822117,0.000123997165985
2024-03-11,0.0052028764464599,0.004435399363906,-0.0089531915148899,0.0037524062749633,-0.0011910516509037,-0.0175338137719205,0.0144978541130852,0.0037459477076805
2024-03-12,0.2044426743780886,0.0072772928562928,-0.0018159164017086,-0.0081623400907277,0.0010218349406013,-0.0045119613855948,0.0078720899331335,-0.0069147213879158
2024-03-13,0.0103103949570677,-0.0152189280552361,0.0056424877237934,-0.0003992138642005,0.0075854514050664,0.008432007025565,-0.0006863476110478,0.006909312505732
2024-03-14,0.0028295188862757,0.0205905534063508,-0.0041085616497111,-0.0006247106432885,0.0064550806787941,0.0090242427133239,-0.0109774904981401,-0.0147550523209808
2024-03-15,0.0124321770941191,-0.0046704667394615,-0.0060619342073593,-0.0013347365827142,-0.0081890673719565,-0.0099896807512165,0.007031398661523,-0.0050492179915761
2024-03-18,0.000401598776879,-0.0134328510773901,-0.0041437999561259,0.0045886503998563,-0.0132136736142455,-0.0028548683888454,-0.0019413638876567,0.0063041433100647
2024-03-19,0.0005839866682053,-0.0071721184925725,0.0105968455843146,-0.0051612521581628,-0.0162272102819332,4.568150289961647e-05,-0.0032370835711989,0.0045360389397915
2024-03-20,-0.0019398493089617,0.0037339261915785,-0.0155158955308356,-0.0039984705791231,0.0029254711723213,-0.0068872592527415,0.0090263719992852,-0.0152454457940962
2024-03-21,0.0025460236645982,-0.003618107315104,-0.0054010831742032,0.0033868329014,-0.0023108621416914,-0.0030765233039042,0.0131814393290142,0.0153262226695946
2024-03-22,-0.0085371576363253,-0.0019597794528025,-0.0101098638982372,-0.0113731012431421,0.0056694241499058,0.0002326478401071,0.0063650633573889,-0.0085938435691239
2024-03-25,0.0080842268245724,0.0004155688743512,-0.0100422897773416,-0.0055345891224955,0.0181402620539527,0.0043348658608443,0.0103940096312396,-0.0008131944393368
2024-03-26,-0.0126225681469487,0.012011663705481,0.0056357282330128,0.005325827110437,0.0021262625528012,0.0038704652824907,0.005110244712728,-0.0172781164630718
2024-03-27,0.0171482722056987,0.0093869635541903,-0.0065279419029209,0.0007259621785683,-0.0155699035319522,0.0003723355826058,0.0039641973389747,0.0110896323682197
2024-03-28,0.0005020829370663,-0.0020044621095482,-0.0030391709902844,0.0003780772225563,-0.0028450203461183,0.0058212361119353,0.0032822139955828,0.0023243444328101
2024-03-29,0.0015421868300774,0.0191332812485838,-0.0107527354629642,0.0100855236094137,-0.0127210929784367,0.0321544551694581,-0.0039595184991357,4.657710118611388e-05
2024-04-01,0.0026315357478612,0.0056278635268192,-0.0100787539267136,0.0167937648921251,-0.0011531178299426,0.0050111510475311,0.0194740284005995,-0.0075115634259604
2024-04-02,0.0132406164379381,0.0177455512507584,0.0062714818466272,-0.0043777746274152,0.0225013340572985,0.0136682520366543,-0.0038869106588904,0.0008165290371021
2024-04-03,0.0099591337822079,0.0070401041703339,-0.0055217781778298,-0.0017168488855298,0.0131083101235674,0.0075457847544988,-0.0214081337607627,0.0266438929340192
2024-04-04,0.0039581898885834,-0.0020102242267504,-0.0002064115946298,0.0077984928633375,-0.0073536860970936,0.0004893935232718,0.0095950439606025,0.0100175434765614
