regime,detections,detection_rate,acceptance_rate,edge_margin_mean,stability_margin_mean,stability_eta,isolation_share,alignment_cos_mean,alignment_angle_mean,raw_detection_count,substitution_fraction,gating_initial,gating_accepted,gating_rejected,gating_soft_cap,gating_delta_frac,calm_threshold,crisis_threshold,vol_signal,group_count,group_replicates,prewhiten_r2_mean,prewhiten_r2_median,prewhiten_factor_count,prewhiten_beta_abs_mean,prewhiten_beta_abs_std,prewhiten_beta_abs_median,residual_energy_mean,acceptance_delta,group_observations,cov_condition_baseline,cov_condition_overlay,cov_condition_penalized,mv_condition_flag,mv_turnover,mv_turnover_cost_bps,percent_changed,factor_present_share,reason_code,resolved_config_path,group_design,gating_mode,group_label_counts,vol_state_label,prewhiten_mode_requested,prewhiten_mode_effective,prewhiten_factors
calm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.01285529798528625,0.014556542573037949,0.012320974628091253,2.358974358974359,14.871794871794872,0.39238155230446575,0.37336681060663696,6.0,0.3091984306657131,0.5081310609215276,0.13587326711595848,0.0,0.0,44.61538461538461,14.932916817150678,14.932916817150678,6.688217151936215,0.0,0.026199479042754235,0.13099739521377116,0.0,1.0,balance_failure,reports/rc-20251107/vol-tyler/resolved_config.json,vol,strict,,calm,ff5mom,ff5mom,"MKT,SMB,HML,RMW,CMA,MOM"
