regime,estimator,portfolio,mse_mean,es_mse_mean,var95,es95,realised_var,realised_es,violation_rate,count,qlike_mean,mv_turnover_mean,mv_turnover_cost_bps,cov_condition_median,cov_condition_p90,baseline_mse,baseline_es_mse,baseline_qlike_mean,delta_mse_vs_baseline,delta_es_vs_baseline,delta_qlike_vs_baseline,delta_mse_ci_lower,delta_mse_ci_upper
calm,baseline,ew,3.324910926943283e-12,2.8589757939131905e-07,-0.0033066503500485227,-0.0041466729411268315,3.2978561829297536e-06,-0.004120468071134993,0.06086941743084041,52,0.23848239395951853,0.0,0.0,15.126466280023173,18.355096685841445,3.324910926943283e-12,2.8589757939131905e-07,0.23848239395951853,0.0,0.0,0.0,,
calm,baseline,mv,1.5259584775820407e-12,2.334015539340629e-07,-0.0026466151021489574,-0.00331896211206536,2.5295835563063608e-06,-0.0031498956342270058,0.10627409550681938,52,0.13562670389320933,0.026199479042754235,0.13099739521377116,15.126466280023173,18.355096685841445,1.5259584775820407e-12,2.334015539340629e-07,0.13562670389320933,0.0,0.0,0.0,,
calm,cc,ew,2.7878370991737705e-11,6.958942221056278e-07,-0.004693865385525541,-0.00588629656085803,3.2978561829297536e-06,-0.00626420720684813,0.008086253369272236,52,0.5314833909369004,0.0,0.0,5220.277050813522,7358.750153816299,3.324910926943283e-12,2.8589757939131905e-07,0.23848239395951853,2.4553460064794423e-11,4.099966427143088e-07,0.2930009969773819,,
calm,cc,mv,1.2423201181958649e-11,2.2720637107989567e-06,-0.00391672614451383,-0.004911732600037735,2.5295835563063608e-06,-0.005623144082294551,0.010651629072681704,52,0.39363653138394716,0.026199479042754235,0.13099739521377116,5220.277050813522,7358.750153816299,1.5259584775820407e-12,2.334015539340629e-07,0.13562670389320933,1.0897242704376608e-11,2.038662156864894e-06,0.25800982749073786,,
calm,ewma,ew,5.03581383524799e-12,4.902883753399766e-07,-0.0035936787208971093,-0.004506618097927606,3.2978561829297536e-06,-0.004371756195382937,0.04909469761242645,52,0.28194930337473784,0.0,0.0,414554.7433587728,1.6364828336671095e+19,3.324910926943283e-12,2.8589757939131905e-07,0.23848239395951853,1.7109029083047067e-12,2.043907959486576e-07,0.0434669094152193,,
calm,ewma,mv,1.7182906819253101e-12,1.654011463185248e-07,-0.002297325831198032,-0.0028809392747076498,2.5295835563063608e-06,-0.0030209096974847063,0.1294956482788716,52,0.1929835181219004,0.026199479042754235,0.13099739521377116,414554.7433587728,1.6364828336671095e+19,1.5259584775820407e-12,2.334015539340629e-07,0.13562670389320933,1.9233220434326943e-13,-6.80004076155381e-08,0.05735681422869107,,
calm,lw,ew,3.2437085241630864e-12,2.9202649635403e-07,-0.0032876316046143834,-0.004122822667067837,3.2978561829297536e-06,-0.004120468071134993,0.06086941743084041,52,0.23567299662096008,0.0,0.0,13.02491667993312,15.025463882644528,3.324910926943283e-12,2.8589757939131905e-07,0.23848239395951853,-8.120240278019672e-14,6.1289169627109675e-09,-0.0028093973385584503,,
calm,lw,mv,1.5288028099120155e-12,2.421983839699526e-07,-0.0026798665732548454,-0.003360660798316062,2.5295835563063608e-06,-0.0031678045888673015,0.10268020512047617,52,0.13520562143623555,0.026199479042754235,0.13099739521377116,13.02491667993312,15.025463882644528,1.5259584775820407e-12,2.334015539340629e-07,0.13562670389320933,2.8443323299748556e-15,8.796830035889727e-09,-0.00042108245697378144,,
calm,oas,ew,3.324910926943283e-12,2.8589757939131905e-07,-0.0033066503500485227,-0.0041466729411268315,3.2978561829297536e-06,-0.004120468071134993,0.06086941743084041,52,0.23848239395951853,0.0,0.0,15.126466280023173,18.355096685841445,3.324910926943283e-12,2.8589757939131905e-07,0.23848239395951853,0.0,0.0,0.0,,
calm,oas,mv,1.5259584775820407e-12,2.334015539340629e-07,-0.0026466151021489574,-0.00331896211206536,2.5295835563063608e-06,-0.0031498956342270058,0.10627409550681938,52,0.13562670389320933,0.026199479042754235,0.13099739521377116,15.126466280023173,18.355096685841445,1.5259584775820407e-12,2.334015539340629e-07,0.13562670389320933,0.0,0.0,0.0,,
