window_id,window_start,regime,detections,detection_rate,acceptance_rate,edge_margin_mean,stability_margin_mean,stability_eta,isolation_share,alignment_cos_mean,alignment_cos,alignment_angle_mean,raw_detection_count,substitution_fraction,gating_mode,gating_initial,gating_accepted,gating_rejected,gating_soft_cap,gating_delta_frac,q_multi_rejections,reason_code,resolved_config_path,calm_threshold,crisis_threshold,vol_signal,group_design,group_count,group_replicates,group_count_required,group_replicates_required,prewhiten_r2_mean,prewhiten_r2_median,prewhiten_mode_requested,prewhiten_mode_effective,prewhiten_factor_count,prewhiten_beta_abs_mean,prewhiten_beta_abs_std,prewhiten_beta_abs_median,prewhiten_factors,residual_energy_mean,acceptance_delta,group_label_counts,reps_by_label,group_observations,vol_state_label,cov_condition_baseline,cov_condition_overlay,cov_condition_penalized,mv_condition_cap,mv_condition_flag,mv_turnover,mv_turnover_cost_bps,mv_solver_status,mv_skip_reason,mv_skipped,mv_solver_used,baseline_errors,factor_present,changed_flag,design_ok,mp_edge_margin,alignment_cos_p50,leakage_offcomp,stability_eta_pass,bracket_status,raw_outliers_found,pre_mp_edge_margin,pre_alignment_cos,pre_leakage_offcomp,pre_stability_eta_pass,pre_bracket_status
0,2010-03-04T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,strict,0,0,0,,,0,no_detections,reports/ticket-15-smoke-171911/resolved_config.json,0.019596885616169665,0.022866975543035396,0.0194662988276908,week,6,5,5,3,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,30,calm,6.483460263037003,6.483460263037003,3.0157233979270837,1000000.0,False,0.0,0.0,ok,,0,projgrad,factor:missing factor returns;poet:insufficient observations for POET,True,0,1,,,,,none,0,,,,,none
1,2010-03-05T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,strict,0,0,0,,,0,no_detections,reports/ticket-15-smoke-171911/resolved_config.json,0.019595242257483277,0.022787551410463666,0.018992149879235247,week,5,5,5,3,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5,25,calm,4.795593409152014,4.795593409152014,2.602586413010438,1000000.0,False,0.032302080819174316,0.0,ok,,0,projgrad,factor:missing factor returns;poet:insufficient observations for POET,True,0,1,,,,,none,0,,,,,none
2,2010-03-08T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,strict,0,0,0,,,0,no_detections,reports/ticket-15-smoke-171911/resolved_config.json,0.01951524974555003,0.022750555137778572,0.019282962317565114,week,5,5,5,3,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5,25,calm,4.795593409152014,4.795593409152014,2.602586413010438,1000000.0,False,0.0,0.0,ok,,0,projgrad,factor:missing factor returns;poet:insufficient observations for POET,True,0,1,,,,,none,0,,,,,none
3,2010-03-09T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,strict,0,0,0,,,0,no_detections,reports/ticket-15-smoke-171911/resolved_config.json,0.01947787994364117,0.02271355886509348,0.019387848236033168,week,6,5,5,3,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,30,calm,6.93823902875329,6.93823902875329,3.1754487986118174,1000000.0,False,0.04475092379999591,0.0,ok,,0,projgrad,factor:missing factor returns;poet:insufficient observations for POET,True,0,1,,,,,none,0,,,,,none
4,2010-03-10T00:00:00,calm,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0,0.0,strict,0,0,0,,,0,no_detections,reports/ticket-15-smoke-171911/resolved_config.json,0.019434918591027747,0.022676562592408387,0.018805167199744035,week,6,5,5,3,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,30,calm,6.93823902875329,6.93823902875329,3.1754487986118174,1000000.0,False,0.0,0.0,ok,,0,projgrad,factor:missing factor returns;poet:insufficient observations for POET,True,0,1,,,,,none,0,,,,,none
