regime,detections,detection_rate,acceptance_rate,edge_margin_mean,stability_margin_mean,stability_eta,isolation_share,alignment_cos_mean,alignment_cos,alignment_angle_mean,alignment_cos_p50,raw_detection_count,substitution_fraction,mp_edge_margin,leakage_offcomp,stability_eta_pass,gating_initial,gating_accepted,gating_rejected,gating_soft_cap,gating_delta_frac,calm_threshold,crisis_threshold,vol_signal,group_count,group_replicates,group_count_required,group_replicates_required,prewhiten_r2_mean,prewhiten_r2_median,prewhiten_factor_count,prewhiten_beta_abs_mean,prewhiten_beta_abs_std,prewhiten_beta_abs_median,residual_energy_mean,acceptance_delta,group_observations,cov_condition_baseline,cov_condition_overlay,cov_condition_penalized,mv_condition_flag,mv_turnover,mv_turnover_cost_bps,mv_skipped_share,percent_changed,factor_present_share,design_ok,raw_outliers_found,pre_mp_edge_margin,pre_alignment_cos,pre_leakage_offcomp,pre_stability_eta_pass,reason_code,resolved_config_path,group_design,gating_mode,group_label_counts,reps_by_label,vol_state_label,bracket_status,pre_bracket_status,prewhiten_mode_requested,prewhiten_mode_effective,prewhiten_factors
calm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,0.0,,,0.019524035230774377,0.0227590407097559,0.019186885292053674,5.6,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.9902250277695215,5.9902250277695215,2.914358764234319,0.0,0.015410600923834044,0.0,0.0,0.0,1.0,1.0,0.0,,,,,no_detections,reports/ticket-15-smoke-171911/resolved_config.json,week,strict,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,wk0:5|wk1:5|wk2:5|wk3:5|wk4:5|wk5:5,calm,none,none,off,off,
