estimator,portfolio,regime,vaR95,es95,violation_rate,realised_var,realised_es,qlike,mv_turnover,mv_turnover_cost_bps,cov_condition
overlay,ew,calm,-0.015635059552060623,-0.019606995452810725,0.0,6.799338506332035e-05,,0.03684539658118702,0.0,0.0,6.483460263037003
overlay,mv,calm,-0.0135525303944315,-0.01699541987242872,0.0,4.752570357354423e-05,,0.056644381737658955,0.0,0.0,6.483460263037003
baseline,ew,calm,-0.015635059552060623,-0.019606995452810725,0.0,6.799338506332035e-05,,0.03684539658118702,0.0,0.0,6.483460263037003
baseline,mv,calm,-0.0135525303944315,-0.01699541987242872,0.0,4.752570357354423e-05,,0.056644381737658955,0.0,0.0,6.483460263037003
sample,ew,calm,-0.02140776306094912,-0.026846198544575352,0.0,6.799338506332035e-05,,0.31419514754229616,0.0,0.0,645.679216887587
sample,mv,calm,-0.0171505775130222,-0.021507516117300958,0.0,4.752570357354423e-05,,0.2646352588119478,0.0,0.0,645.679216887587
scm,ew,calm,-0.02140776306094912,-0.026846198544575352,0.0,6.799338506332035e-05,,0.31419514754229616,0.0,0.0,645.679216887587
scm,mv,calm,-0.0171505775130222,-0.021507516117300958,0.0,4.752570357354423e-05,,0.2646352588119478,0.0,0.0,645.679216887587
rie,ew,calm,-0.015635059552060623,-0.019606995452810725,0.0,6.799338506332035e-05,,0.03684539658118702,0.0,0.0,6.483460263037003
rie,mv,calm,-0.0135525303944315,-0.01699541987242872,0.0,4.752570357354423e-05,,0.056644381737658955,0.0,0.0,6.483460263037003
lw,ew,calm,-0.017939576903270842,-0.022496953183745436,0.0,6.799338506332035e-05,,0.13091133067846616,0.0,0.0,15.216542252185087
lw,mv,calm,-0.014890616393205902,-0.018673433698092826,0.0,4.752570357354423e-05,,0.12479514627318045,0.0,0.0,15.216542252185087
oas,ew,calm,-0.019016215414323235,-0.02384710131207431,0.0,6.799338506332035e-05,,0.18458408674618854,0.0,0.0,25.23158360725039
oas,mv,calm,-0.015565522632373029,-0.019519793350153084,0.0,4.752570357354423e-05,,0.164251293589329,0.0,0.0,25.23158360725039
cc,ew,calm,-0.021715349097683374,-0.02723192384376692,0.0,6.799338506332035e-05,,0.3314358786413638,0.0,0.0,39.05145206119583
cc,mv,calm,-0.01915477676244787,-0.02402086283268566,0.0,4.752570357354423e-05,,0.39898302675214614,0.0,0.0,39.05145206119583
quest,ew,calm,-0.016861109061319355,-0.02114451100066731,0.0,6.799338506332035e-05,,0.08237271935609969,0.0,0.0,50.26412876496589
quest,mv,calm,-0.014545728186333004,-0.01824092997264371,0.0,4.752570357354423e-05,,0.105753257996134,0.0,0.0,50.26412876496589
ewma,ew,calm,-0.02073057388558283,-0.025996975998419485,0.0,6.799338506332035e-05,,0.2765599662059832,0.0,0.0,623.1754576899415
ewma,mv,calm,-0.01652007011990419,-0.0207168344093954,0.0,4.752570357354423e-05,,0.22372864217537947,0.0,0.0,623.1754576899415
overlay,ew,calm,-0.015227863341580855,-0.01909635497710967,0.0,6.605739815445656e-05,,0.031149393259467528,0.0,0.0,4.795593409152014
overlay,mv,calm,-0.013582973564309335,-0.017033596835642473,0.0,5.076426525594468e-05,,0.03956701854659839,0.032302080819174316,0.0,4.795593409152014
baseline,ew,calm,-0.015227863341580855,-0.01909635497710967,0.0,6.605739815445656e-05,,0.031149393259467528,0.0,0.0,4.795593409152014
baseline,mv,calm,-0.013582973564309335,-0.017033596835642473,0.0,5.076426525594468e-05,,0.03956701854659839,0.032302080819174316,0.0,4.795593409152014
sample,ew,calm,-0.023314752344820094,-0.02923764004135488,0.0,6.605739815445656e-05,,0.4411325767430947,0.0,0.0,1062.0685548365987
sample,mv,calm,-0.019082776693362086,-0.023930571841310384,0.0,5.076426525594468e-05,,0.35224025001501835,0.032302080819174316,0.0,1062.0685548365987
scm,ew,calm,-0.023314752344820094,-0.02923764004135488,0.0,6.605739815445656e-05,,0.4411325767430947,0.0,0.0,1062.0685548365987
scm,mv,calm,-0.019082776693362086,-0.023930571841310384,0.0,5.076426525594468e-05,,0.35224025001501835,0.032302080819174316,0.0,1062.0685548365987
rie,ew,calm,-0.015227863341580855,-0.01909635497710967,0.0,6.605739815445656e-05,,0.031149393259467528,0.0,0.0,4.795593409152014
rie,mv,calm,-0.013582973564309335,-0.017033596835642473,0.0,5.076426525594468e-05,,0.03956701854659839,0.032302080819174316,0.0,4.795593409152014
lw,ew,calm,-0.01959842991906928,-0.02457722178965264,0.0,6.605739815445656e-05,,0.23037247158812546,0.0,0.0,18.47306737090971
lw,mv,calm,-0.016437652779364348,-0.02061347973934655,0.0,5.076426525594468e-05,,0.18496884526988167,0.032302080819174316,0.0,18.47306737090971
oas,ew,calm,-0.020594902640677735,-0.0258268387838426,0.0,6.605739815445656e-05,,0.28562345939946976,0.0,0.0,28.62983827057844
oas,mv,calm,-0.017125471767073387,-0.021476032499025074,0.0,5.076426525594468e-05,,0.22694203418558323,0.032302080819174316,0.0,28.62983827057844
