estimator,portfolio,regime,vaR95,es95,violation_rate,realised_var,realised_es,qlike,mv_turnover,mv_turnover_cost_bps,cov_condition
overlay,ew,calm,-0.010602525551880099,-0.013295994786065564,0.047619047619047616,3.034081175160053e-05,-0.011772682809970653,0.04462362465736969,0.0,0.0,20.32710174864632
overlay,mv,calm,-0.007555290712751181,-0.009474639361386497,0.09523809523809523,2.0742523413095017e-05,-0.008660577423830992,0.00014381083759995583,0.0,0.0,20.32710174864632
baseline,ew,calm,-0.010602525551880099,-0.013295994786065564,0.047619047619047616,3.034081175160053e-05,-0.011772682809970653,0.04462362465736969,0.0,0.0,20.32710174864632
baseline,mv,calm,-0.007555290712751181,-0.009474639361386497,0.09523809523809523,2.0742523413095017e-05,-0.008660577423830992,0.00014381083759995583,0.0,0.0,20.32710174864632
sample,ew,calm,-0.014072354834661275,-0.017647300692064084,0.0,3.034081175160053e-05,,0.29515046145790236,0.0,0.0,48777.98591657751
sample,mv,calm,-0.008977236245515524,-0.011257816425869155,0.0,2.0742523413095017e-05,,0.05825062425398686,0.0,0.0,48777.98591657751
scm,ew,calm,-0.014072354834661275,-0.017647300692064084,0.0,3.034081175160053e-05,,0.29515046145790236,0.0,0.0,48777.98591657751
scm,mv,calm,-0.008977236245515524,-0.011257816425869155,0.0,2.0742523413095017e-05,,0.05825062425398686,0.0,0.0,48777.98591657751
rie,ew,calm,-0.010602525551880099,-0.013295994786065564,0.047619047619047616,3.034081175160053e-05,-0.011772682809970653,0.04462362465736969,0.0,0.0,20.32710174864632
rie,mv,calm,-0.007555290712751181,-0.009474639361386497,0.09523809523809523,2.0742523413095017e-05,-0.008660577423830992,0.00014381083759995583,0.0,0.0,20.32710174864632
lw,ew,calm,-0.013206913172592647,-0.01656200193280121,0.0,3.034081175160053e-05,,0.2243137185478099,0.0,0.0,126.49836507683327
lw,mv,calm,-0.008593386890596614,-0.010776453848937523,0.047619047619047616,2.0742523413095017e-05,-0.008794323791771481,0.0344513366347412,0.0,0.0,126.49836507683327
oas,ew,calm,-0.013448885046838232,-0.016865444425120724,0.0,3.034081175160053e-05,,0.24384254777255254,0.0,0.0,186.86459191714337
oas,mv,calm,-0.008695820044554525,-0.010904909156522528,0.047619047619047616,2.0742523413095017e-05,-0.008794323791771481,0.04035192674428645,0.0,0.0,186.86459191714337
cc,ew,calm,-0.014243645484615014,-0.017862106077586863,0.0,3.034081175160053e-05,,0.30943781986370866,0.0,0.0,10204.349279576565
cc,mv,calm,-0.010173792961942355,-0.012758346821669214,0.0,2.0742523413095017e-05,,0.15433004161230923,0.0,0.0,10204.349279576565
quest,ew,calm,-0.007247781548701288,-0.009089010463642437,0.09523809523809523,3.034081175160053e-05,-0.01030927593197857,0.11627960282247884,0.0,0.0,28.73629371675276
quest,mv,calm,-0.0064850182107608805,-0.008132474465249182,0.09523809523809523,2.0742523413095017e-05,-0.008660577423830992,0.04592415283760687,0.0,0.0,28.73629371675276
ewma,ew,calm,-0.013473952158076672,-0.01689687959391114,0.0,3.034081175160053e-05,,0.24587972520160517,0.0,0.0,56632.77886145524
ewma,mv,calm,-0.00842093236164236,-0.010560188912193038,0.09523809523809523,2.0742523413095017e-05,-0.008660577423830992,0.025351894824650945,0.0,0.0,56632.77886145524
overlay,ew,calm,-0.010658604071753213,-0.0133663195123956,0.047619047619047616,2.586679942124008e-05,-0.011772682809970653,0.10049431310912427,0.0,0.0,20.644806959748244
overlay,mv,calm,-0.007572809277579274,-0.009496608348442827,0.047619047619047616,1.7693034933039115e-05,-0.008872825078458801,0.015378182069407886,0.025357056334135476,0.12678528167067737,20.644806959748244
baseline,ew,calm,-0.010658604071753213,-0.0133663195123956,0.047619047619047616,2.586679942124008e-05,-0.011772682809970653,0.10049431310912427,0.0,0.0,20.644806959748244
baseline,mv,calm,-0.007572809277579274,-0.009496608348442827,0.047619047619047616,1.7693034933039115e-05,-0.008872825078458801,0.015378182069407886,0.025357056334135476,0.12678528167067737,20.644806959748244
sample,ew,calm,-0.014155697681284543,-0.0177518159840798,0.0,2.586679942124008e-05,,0.40121992359595615,0.0,0.0,46431.99424496653
sample,mv,calm,-0.009004721978773734,-0.01129228464424827,0.0,1.7693034933039115e-05,,0.11738341186186307,0.025357056334135476,0.12678528167067737,46431.99424496653
scm,ew,calm,-0.014155697681284543,-0.0177518159840798,0.0,2.586679942124008e-05,,0.40121992359595615,0.0,0.0,46431.99424496653
scm,mv,calm,-0.009004721978773734,-0.01129228464424827,0.0,1.7693034933039115e-05,,0.11738341186186307,0.025357056334135476,0.12678528167067737,46431.99424496653
rie,ew,calm,-0.010658604071753213,-0.0133663195123956,0.047619047619047616,2.586679942124008e-05,-0.011772682809970653,0.10049431310912427,0.0,0.0,20.644806959748244
rie,mv,calm,-0.007572809277579274,-0.009496608348442827,0.047619047619047616,1.7693034933039115e-05,-0.008872825078458801,0.015378182069407886,0.025357056334135476,0.12678528167067737,20.644806959748244
lw,ew,calm,-0.013310476586962166,-0.016691874632541143,0.0,2.586679942124008e-05,,0.32385154132846594,0.0,0.0,133.38148458465096
lw,mv,calm,-0.008629715282525662,-0.010822011118034519,0.047619047619047616,1.7693034933039115e-05,-0.008872825078458801,0.08473147761377797,0.025357056334135476,0.12678528167067737,133.38148458465096
oas,ew,calm,-0.013541952291816997,-0.016982154504991433,0.0,2.586679942124008e-05,,0.34494491368087354,0.0,0.0,195.19802143382316
oas,mv,calm,-0.008727671437731089,-0.01094485208856568,0.047619047619047616,1.7693034933039115e-05,-0.008872825078458801,0.09295792771358213,0.025357056334135476,0.12678528167067737,195.19802143382316
cc,ew,calm,-0.014314642101932298,-0.017951138699961587,0.0,2.586679942124008e-05,,0.41583859311767357,0.0,0.0,10480.493735315116
cc,mv,calm,-0.010198218141959906,-0.012788976982810818,0.0,1.7693034933039115e-05,,0.23621749212566412,0.025357056334135476,0.12678528167067737,10480.493735315116
quest,ew,calm,-0.007243973539283755,-0.009084235066204056,0.047619047619047616,2.586679942124008e-05,-0.011772682809970653,0.04573170741339494,0.0,0.0,28.73629371675273
quest,mv,calm,-0.006450085579046783,-0.008088667535771721,0.047619047619047616,1.7693034933039115e-05,-0.008872825078458801,0.010316983447103967,0.025357056334135476,0.12678528167067737,28.73629371675273
ewma,ew,calm,-0.01343775112861807,-0.016851482042490342,0.0,2.586679942124008e-05,,0.3354374471965935,0.0,0.0,56699.6197695486
ewma,mv,calm,-0.008404125476448433,-0.010539112400109666,0.047619047619047616,1.7693034933039115e-05,-0.008872825078458801,0.06672510891013483,0.025357056334135476,0.12678528167067737,56699.6197695486
overlay,ew,calm,-0.010627238525511548,-0.013326985852009627,0.09523809523809523,3.744713758134212e-05,-0.011334776563397328,0.005689971940576299,0.0,0.0,20.23444251315558
overlay,mv,calm,-0.007659275858891203,-0.009605040929780815,0.047619047619047616,2.204628306622802e-05,-0.009083470455988566,0.0001387453343624223,0.035268186083349605,0.17634093041674803,20.23444251315558
baseline,ew,calm,-0.010627238525511548,-0.013326985852009627,0.09523809523809523,3.744713758134212e-05,-0.011334776563397328,0.005689971940576299,0.0,0.0,20.23444251315558
baseline,mv,calm,-0.007659275858891203,-0.009605040929780815,0.047619047619047616,2.204628306622802e-05,-0.009083470455988566,0.0001387453343624223,0.035268186083349605,0.17634093041674803,20.23444251315558
sample,ew,calm,-0.014107681800148007,-0.017691602132001275,0.0,3.744713758134212e-05,,0.18425746750537453,0.0,0.0,53774.384226799135
sample,mv,calm,-0.009155764379309162,-0.01148169790811329,0.0,2.204628306622802e-05,,0.05186274178899364,0.035268186083349605,0.17634093041674803,53774.384226799135
scm,ew,calm,-0.014107681800148007,-0.017691602132001275,0.0,3.744713758134212e-05,,0.18425746750537453,0.0,0.0,53774.384226799135
scm,mv,calm,-0.009155764379309162,-0.01148169790811329,0.0,2.204628306622802e-05,,0.05186274178899364,0.035268186083349605,0.17634093041674803,53774.384226799135
rie,ew,calm,-0.010627238525511548,-0.013326985852009627,0.09523809523809523,3.744713758134212e-05,-0.011334776563397328,0.005689971940576299,0.0,0.0,20.23444251315558
rie,mv,calm,-0.007659275858891203,-0.009605040929780815,0.047619047619047616,2.204628306622802e-05,-0.009083470455988566,0.0001387453343624223,0.035268186083349605,0.17634093041674803,20.23444251315558
lw,ew,calm,-0.013246731440299246,-0.016611935646917396,0.0,3.744713758134212e-05,,0.1266405471672436,0.0,0.0,127.14960093717603
lw,mv,calm,-0.008757147781612799,-0.010981816612975056,0.047619047619047616,2.204628306622802e-05,-0.009083470455988566,0.029087598569321527,0.035268186083349605,0.17634093041674803,127.14960093717603
oas,ew,calm,-0.013478876510919136,-0.01690305493104169,0.0,3.744713758134212e-05,,0.1416696341260315,0.0,0.0,184.79615333349886
oas,mv,calm,-0.008860085745413217,-0.01111090497246841,0.047619047619047616,2.204628306622802e-05,-0.009083470455988566,0.03449187857187286,0.035268186083349605,0.17634093041674803,184.79615333349886
cc,ew,calm,-0.014283442153028422,-0.017912012705317993,0.0,3.744713758134212e-05,,0.19656963608499556,0.0,0.0,10213.275353380273
cc,mv,calm,-0.010285102993619507,-0.012897934092039315,0.0,2.204628306622802e-05,,0.1368079638193589,0.035268186083349605,0.17634093041674803,10213.275353380273
quest,ew,calm,-0.007257293910508868,-0.009100939349112023,0.09523809523809523,3.744713758134212e-05,-0.011334776563397328,0.2694205992906209,0.0,0.0,28.736293716752705
quest,mv,calm,-0.006519851369937907,-0.008176156652152076,0.09523809523809523,2.204628306622802e-05,-0.00813558258624146,0.06443994674227826,0.035268186083349605,0.17634093041674803,28.736293716752705
ewma,ew,calm,-0.013228913961006585,-0.01658959180906321,0.0,3.744713758134212e-05,,0.1255049662982337,0.0,0.0,62919.12423276975
ewma,mv,calm,-0.008448714437154805,-0.010595028755714475,0.047619047619047616,2.204628306622802e-05,-0.009083470455988566,0.015201388832641882,0.035268186083349605,0.17634093041674803,62919.12423276975
overlay,ew,calm,-0.008666371207399956,-0.01086797912665871,0.0,2.014848516428973e-05,,0.0462773906099474,0.0,0.0,15.84274300772731
overlay,mv,calm,-0.0064165547890604625,-0.008046618572376228,0.0,9.811680755874536e-06,,0.08364037822750525,0.0,0.0,15.84274300772731
baseline,ew,calm,-0.008666371207399956,-0.01086797912665871,0.0,2.014848516428973e-05,,0.0462773906099474,0.0,0.0,15.84274300772731
baseline,mv,calm,-0.0064165547890604625,-0.008046618572376228,0.0,9.811680755874536e-06,,0.08364037822750525,0.0,0.0,15.84274300772731
sample,ew,calm,-0.01138450948328489,-0.014276634184091013,0.0,2.014848516428973e-05,,0.28667435154340737,0.0,0.0,34383.72909044127
sample,mv,calm,-0.007570460962488354,-0.009493663466579339,0.0,9.811680755874536e-06,,0.2328152354775883,0.0,0.0,34383.72909044127
scm,ew,calm,-0.01138450948328489,-0.014276634184091013,0.0,2.014848516428973e-05,,0.28667435154340737,0.0,0.0,34383.72909044127
scm,mv,calm,-0.007570460962488354,-0.009493663466579339,0.0,9.811680755874536e-06,,0.2328152354775883,0.0,0.0,34383.72909044127
rie,ew,calm,-0.008666371207399956,-0.01086797912665871,0.0,2.014848516428973e-05,,0.0462773906099474,0.0,0.0,15.84274300772731
rie,mv,calm,-0.0064165547890604625,-0.008046618572376228,0.0,9.811680755874536e-06,,0.08364037822750525,0.0,0.0,15.84274300772731
lw,ew,calm,-0.010570905814374955,-0.013256342359580196,0.0,2.014848516428973e-05,,0.20561357455021367,0.0,0.0,78.90307071553701
lw,mv,calm,-0.007199493145096275,-0.009028454857393902,0.0,9.811680755874536e-06,,0.18129120981047042,0.0,0.0,78.90307071553701
oas,ew,calm,-0.010681141603217528,-0.013394582486096918,0.0,2.014848516428973e-05,,0.2163444999957953,0.0,0.0,93.85715302379472
oas,mv,calm,-0.00724751468077761,-0.009088675800499732,0.0,9.811680755874536e-06,,0.1878227622068378,0.0,0.0,93.85715302379472
cc,ew,calm,-0.011621686439313201,-0.01457406365552182,0.0,2.014848516428973e-05,,0.31092076185250184,0.0,0.0,7862.1572894826895
cc,mv,calm,-0.008442191243717949,-0.010586848407975576,0.0,9.811680755874536e-06,,0.3600741978135191,0.0,0.0,7862.1572894826895
quest,ew,calm,-0.006422020818060519,-0.008053473193261567,0.11764705882352941,2.014848516428973e-05,-0.006942689194547684,0.0427964779285559,0.0,0.0,28.7362937167527
quest,mv,calm,-0.005565914919679922,-0.006979881858301762,0.058823529411764705,9.811680755874536e-06,-0.0057455391142278815,0.011335815231582558,0.0,0.0,28.7362937167527
ewma,ew,calm,-0.011038237051718447,-0.013842394585031594,0.0,2.014848516428973e-05,,0.2517003204753472,0.0,0.0,48071.8275757465
ewma,mv,calm,-0.007429221652890192,-0.009316543674241591,0.0,9.811680755874536e-06,,0.21292838529790803,0.0,0.0,48071.8275757465
overlay,ew,calm,-0.008666371207399956,-0.01086797912665871,0.058823529411764705,2.4694568223984756e-05,-0.00992134448158556,0.00658676178199058,0.0,0.0,15.84274300772731
overlay,mv,calm,-0.0064165547890604625,-0.008046618572376228,0.058823529411764705,1.1441523203973501e-05,-0.006635589116022186,0.03706653382433078,0.0,0.0,15.84274300772731
baseline,ew,calm,-0.008666371207399956,-0.01086797912665871,0.058823529411764705,2.4694568223984756e-05,-0.00992134448158556,0.00658676178199058,0.0,0.0,15.84274300772731
baseline,mv,calm,-0.0064165547890604625,-0.008046618572376228,0.058823529411764705,1.1441523203973501e-05,-0.006635589116022186,0.03706653382433078,0.0,0.0,15.84274300772731
sample,ew,calm,-0.01138450948328489,-0.014276634184091013,0.0,2.4694568223984756e-05,,0.1781194987240715,0.0,0.0,34383.72909044127
sample,mv,calm,-0.007570460962488354,-0.009493663466579339,0.0,1.1441523203973501e-05,,0.15608028691995957,0.0,0.0,34383.72909044127
