regime,detections,detection_rate,acceptance_rate,edge_margin_mean,stability_margin_mean,stability_eta,isolation_share,alignment_cos_mean,alignment_angle_mean,raw_detection_count,substitution_fraction,gating_initial,gating_accepted,gating_rejected,gating_soft_cap,gating_delta_frac,calm_threshold,crisis_threshold,vol_signal,group_count,group_replicates,prewhiten_r2_mean,prewhiten_r2_median,prewhiten_factor_count,prewhiten_beta_abs_mean,prewhiten_beta_abs_std,prewhiten_beta_abs_median,residual_energy_mean,acceptance_delta,group_observations,cov_condition_baseline,cov_condition_overlay,cov_condition_penalized,mv_condition_flag,mv_turnover,mv_turnover_cost_bps,reason_code,resolved_config_path,group_design,gating_mode,group_label_counts,vol_state_label,prewhiten_mode_requested,prewhiten_mode_effective,prewhiten_factors
calm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.02,0.014580892931985298,0.019199824973335767,0.013810388561930058,2.4220183486238533,16.293577981651374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.88073394495413,227.5845680296521,227.5845680296521,50.779063084902695,0.0,0.030892791711759213,0.15446395855879608,balance_failure,reports/rc-20251107/vol-tyler/resolved_config.json,vol,strict,,calm,off,off,
