theta,z_plus,z_plus_cvec,lambda_top,edge_margin
0.0,1.0151715062035411,5.033660726925828,0.011137626111777595,-1.0070793946103742
0.05235987755982988,1.0661208809665148,5.0791004442401775,0.012521069125305283,-1.056798174484109
0.10471975511965977,1.1141574611930019,5.110623146738636,0.015065083413376548,-1.1024348501632044
0.15707963267948966,1.1591496715734715,5.128142481240121,0.019945472151589143,-1.142681648436603
0.20943951023931953,1.2009743415468601,5.131610510287983,0.027765089876531222,-1.1768121746949696
0.2617993877991494,1.2395170461626395,5.121017845951244,0.03753088431188997,-1.2057047129892373
0.3141592653589793,1.2746724244269465,5.096393679115642,0.04816097080938024,-1.2303354708908472
0.36651914291880916,1.3063444744365094,5.057805704398764,0.05911517115437816,-1.2511483367054406
0.41887902047863906,1.3344468247308496,5.005359941204963,0.07014460070971493,-1.2683055644953274
0.47123889803846897,1.3589029814315323,4.939200451847819,0.0811182557158805,-1.2818614346599464
0.5235987755982988,1.3796465508887037,4.859508958125319,0.09195484828576463,-1.2918306422556052
0.5759586531581287,1.3966214377208528,4.766504358257998,0.1025962876626314,-1.298215014371384
0.6283185307179586,1.409782018312911,4.660442146727591,0.11299650784715079,-1.301014856520699
0.6806784082777885,1.4190932900264894,4.54161374033708,0.12311634581631224,-1.3002342240802567
0.7330382858376183,1.4245309965637591,4.410345714838603,0.1329210190787837,-1.2958835704746667
0.7853981633974483,1.4260817300909556,4.266998957881722,0.14237881205502828,-1.2879811632262002
0.8377580409572781,1.4237430108259452,4.111967746048325,0.15146036431838716,-1.2765538755400359
0.890117918517108,1.4175233447491327,3.9456787567386984,0.16013827615985055,-1.2616376386235295
0.9424777960769379,1.407442259774659,3.7685900302917092,0.1683868895481092,-1.2432776970058739
0.9948376736367678,1.3935303199008382,3.5811899050423674,0.17618216977354031,-1.2215287410870004
1.0471975511965976,1.3758291152099034,3.383995959893113,0.18350164655624873,-1.1964549559992843
1.0995574287564276,1.354391222639077,3.1775540185416995,0.1903243909162714,-1.168130005390723
1.1519173063162573,1.329280127644688,2.962437301909514,0.1966310136669367,-1.1366369543606853
1.2042771838760873,1.3005700898047639,2.7392458681060075,0.2024036768140574,-1.1020681232601208
1.2566370614359172,1.2683459263019765,2.508606559967144,0.20762611232344463,-1.0645248517574377
1.308996938995747,1.2327026780386463,2.2711737805721604,0.21228364464231572,-1.0241171414304464
1.361356816555577,1.193745118825751,2.027631448524572,0.21636321455652507,-0.9809631396257033
1.413716694115407,1.1515870772282895,1.7786960715744062,0.21985340272981263,-0.9351884357301616
1.4660765716752366,1.1063505728017797,1.5251189363703588,0.22274445177213437,-0.8869251727480507
1.5184364492350666,1.0581648259585577,1.2676804520376421,0.22502828602087294,-0.8363110344155604
1.5707963267948966,1.0071652673505633,1.0071652673505636,0.22669852845120836,-0.7834882347014067
1.6231562043547263,0.9534927113748373,0.7443204190486389,0.2277505142971295,-0.7286026752118322
1.6755160819145563,0.8972928317697525,0.47983172341679653,0.22818130108591755,-0.6718034091791443
1.7278759594743862,0.8387159827981162,0.21434475042109957,0.22798967488160893,-0.6132424558649017
1.780235837034216,0.7779172932303132,-0.05149762084524182,0.227176152607154,-0.5530748925028501
1.832595714594046,0.7150568846620972,-0.31703504522179166,0.22574298037788726,-0.49145907493819624
1.8849555921538759,0.6503000609469249,-0.5815882387896953,0.22369412783587728,-0.4285568332938884
1.9373154697137056,0.583817364715482,-0.8444649769946282,0.22103527853023755,-0.36453353827939083
1.9896753472735356,0.5157844610036659,-1.1049668591343305,0.21777381644678095,-0.299557997939896
2.0420352248333655,0.44638185705891764,-1.3623949120617447,0.2139188088562259,-0.2338021937738685
2.0943951023931953,0.3757944921136823,-1.616053966382797,0.20948098572931675,-0.16744088986070663
2.146754979953025,0.3042112361642093,-1.8652561372377616,0.20447271606770218,-0.10065115380499978
2.199114857512855,0.23182433151681708,-2.109323712659134,0.198907981632796,-0.033611822878571535
2.251474735072685,0.1588288021746847,-2.34759165573796,0.19280234873851515,0.033497060157306385
2.3038346126325147,0.08542184792195769,-2.5794098485355916,0.18617293903489562,0.10049482556917207
2.356194490192345,0.011802233648338725,-2.804145154314315,0.17903840059121578,0.16720076024193203
2.4085543677521746,-0.061830319842175845,-3.0211833431478308,0.17141888115984777,0.23324920100202362
2.4609142453120043,-0.13527573997654663,-3.229930907032715,0.16333600638319334,0.29861174635973997
2.5132741228718345,-0.20833419949709647,-3.4298167792586987,0.15481286709740738,0.36314706659450385
2.5656340004316642,-0.28080670528756485,-3.62029396593919,0.14587402214367712,0.42668072743124197
2.617993877991494,-0.3524956781217831,-3.80084109343628,0.13654552686681154,0.48904120498859466
2.670353755551324,-0.42320552264702166,-3.970963872870503,0.12685500397707408,0.5500605266240958
2.722713633111154,-0.49274318691611324,-4.130196481356211,0.1168317850481208,0.609574971964234
2.7750735106709836,-0.5609187107251257,-4.278102858674393,0.10650717245860221,0.6674258831837279
2.827433388230814,-0.6275457619356524,-4.414277917559714,0.09591491339754694,0.7234606753331994
2.8797932657906435,-0.6924421598833207,-4.538348665498783,0.08509206297611374,0.7775342228594344
2.9321531433504733,-0.7554303849067109,-4.6499752358252575,0.07408059848716064,0.8295109833938715
2.9845130209103035,-0.8163380729773838,-4.748851825899155,0.06293057521517403,0.8792686481925578
3.036872898470133,-0.8749984943728998,-4.83470754023711,0.051706684127477365,0.9267051785003771
3.089232776029963,-0.9312510153095162,-4.907307136593164,0.04050297206838685,0.971753987377903
3.141592653589793,-0.9849415414380636,-4.966451673160319,0.029478942164700338,1.014420483602764
3.193952531149623,-1.0359229421033462,-5.0119790552597205,0.018954823398662824,1.054877765502009
3.2463124087094526,-1.0840554542722143,-5.043764480098946,0.009646205058316945,1.0937016593305313
3.2986722862692828,-1.1292070650462032,-5.061720778406664,0.0028760879094543437,1.1320831529556574
3.3510321638291125,-1.1712538716893623,-5.065798651982378,6.453969314408799e-18,1.1712538716893623
3.4033920413889422,-1.210080418118531,-5.055986806431913,5.041697629611345e-18,1.210080418118531
3.4557519189487724,-1.245580006819894,-5.032311978585765,8.208348661045132e-18,1.245580006819894
3.508111796508602,-1.2776549851700165,-4.9948388583124155,1.5543145111519574e-17,1.2776549851700165
3.560471674068432,-1.3062170051496054,-4.943669904633246,9.80848441123897e-18,1.3062170051496054
3.612831551628262,-1.3311872554417221,-4.878945056208945,1.701511027648059e-17,1.3311872554417221
3.665191429188092,-1.35249666490126,-4.8008413363828755,2.2786623862104438e-17,1.35249666490126
3.7175513067479216,-1.370086076367675,-4.709572353011292,1.9916818988206058e-17,1.370086076367675
3.7699111843077517,-1.3839063897684225,-4.605387693247994,2.161150646402226e-17,1.3839063897684225
3.8222710618675815,-1.39391867342919,-4.488572213227185,1.8371317898355627e-17,1.39391867342919
3.874630939427411,-1.4000942424774188,-4.359445222116862,1.9953134193369083e-17,1.4000942424774188
3.9269908169872414,-1.402414703216493,-4.218359559158331,1.9773181214035988e-17,1.402414703216493
3.979350694547071,-1.400871962395777,-4.065700560840926,2.9410279785893196e-17,1.400871962395777
4.031710572106901,-1.3954682004730155,-3.901884912913321,3.103596092277212e-17,1.3954682004730155
4.084070449666731,-1.3862158083755254,-3.7273593778795484,2.8419114665309115e-17,1.3862158083755254
4.13643032722656,-1.3731372881048953,-3.5425993819080226,3.191363347333923e-17,1.3731372881048953
4.1887902047863905,-1.3562651190914863,-3.3481074338811916,3.998671282697937e-17,1.3562651190914863
4.241150082346221,-1.3356415949128206,-3.1444113305529586,2.4584230937983072e-17,1.3356415949128206
4.29350995990605,-1.3113186393733298,-2.9320620704028664,3.0363848951552235e-17,1.3113186393733298
4.34586983746588,-1.2833576174924997,-2.7116313472666054,4.489797443098889e-17,1.2833576174924997
4.39822971502571,-1.2518291657055114,-2.4837084153260354,4.990693201965348e-17,1.2518291657055114
4.45058959258554,-1.2168130752904416,-2.248896015744281,4.539382836647992e-17,1.2168130752904416
4.50294947014537,-1.1783982698543805,-2.0078050126167084,5.62179052550608e-17,1.1783982698543805
4.5553093477052,-1.136682914100339,-1.7610477538330982,4.157319286287151e-17,1.136682914100339
