label,fit_start,fit_end,hold_start,hold_end,n_detections,top_lambda_hat,top_mu_hat,top_a0,top_a1,top_stability_margin,top_z_plus,top_threshold_main,top_sigma1_eigval,eq_aliased_forecast,eq_aliased_realized,eq_dealiased_forecast,eq_dealiased_realized,eq_ledoitwolf_forecast,eq_ledoitwolf_realized,eq_scm_forecast,eq_scm_realized,mv_aliased_forecast,mv_aliased_realized,mv_dealiased_forecast,mv_dealiased_realized,mv_ledoitwolf_forecast,mv_ledoitwolf_realized,mv_scm_forecast,mv_scm_realized,mvlo_aliased_forecast,mvlo_aliased_realized,mvlo_dealiased_forecast,mvlo_dealiased_realized,mvlo_ledoitwolf_forecast,mvlo_ledoitwolf_realized,mvlo_scm_forecast,mvlo_scm_realized
full,2020-01-21,2020-08-25,2020-09-08,2020-09-15,0,,,,,,,,0.004201874446551846,0.0019853826277579215,0.00017305045343217034,0.0019853826277579215,0.00017305045343217034,0.0015118132073619337,0.00017305045343217034,0.001985382627757921,0.00017305045343217034,1.850807895129565e-05,1.6608139176596079e-06,1.850807895129565e-05,1.6608139176596079e-06,8.775484208377176e-05,1.6608139176596079e-06,1.850807895129562e-05,1.6608139176596079e-06,0.00019350990271381935,0.00023941630544374186,0.00019350990271381935,0.00023941630544374186,0.00033818773148183934,0.00023941630544374186,0.0001935099027138193,0.00023941630544374186
full,2020-01-28,2020-09-08,2020-09-15,2020-09-22,0,,,,,,,,0.0039025314523859754,0.0019314676576444756,0.0007995673084424214,0.0019314676576444756,0.0007995673084424214,0.0014494137560563383,0.0007995673084424214,0.0019314676576444756,0.0007995673084424214,2.097691860037191e-05,0.0006352364463430703,2.097691860037191e-05,0.0006352364463430703,9.18073641971864e-05,0.0006352364463430703,2.0976918600371727e-05,0.0006352364463430703,0.00022150960165884595,0.0005296583813483787,0.00022150960165884595,0.0005296583813483787,0.00035067296853800984,0.0005296583813483787,0.00022150960165884595,0.0005296583813483787
full,2020-02-04,2020-09-15,2020-09-22,2020-09-29,0,,,,,,,,0.0037844871350570576,0.0019557943740600384,1.4725225567930986e-05,0.0019557943740600384,1.4725225567930986e-05,0.0014746800768171593,1.4725225567930986e-05,0.0019557943740600384,1.4725225567930986e-05,2.4361382000838808e-05,0.00019146009615001383,2.4361382000838808e-05,0.00019146009615001383,9.300019479571318e-05,0.00019146009615001383,2.4361382000838703e-05,0.00019146009615001383,0.0002213527685709194,1.1174970408606837e-05,0.0002213527685709194,1.1174970408606837e-05,0.0003138098701495339,1.1174970408606837e-05,0.00022135276857091933,1.1174970408606837e-05
full,2020-02-18,2020-09-22,2020-09-29,2020-10-06,0,,,,,,,,0.003686813080600453,0.001924655378155644,0.00015834661428961442,0.001924655378155644,0.00015834661428961442,0.0014413286827462894,0.00015834661428961442,0.0019246553781556437,0.00015834661428961442,1.941667270693164e-05,0.00021555717104525116,1.941667270693164e-05,0.00021555717104525116,8.870284265490614e-05,0.00021555717104525116,1.9416672706931675e-05,0.00021555717104525116,0.00020528764783203258,8.538794667020607e-05,0.00020528764783203258,8.538794667020607e-05,0.0002971146251898657,8.538794667020607e-05,0.00020528764783203255,8.538794667020607e-05
full,2020-02-25,2020-09-29,2020-10-06,2020-10-13,0,,,,,,,,0.003764973053568225,0.0018755142680487924,0.0016368638875897178,0.0018755142680487924,0.0016368638875897178,0.0013908855416055813,0.0016368638875897178,0.0018755142680487924,0.0016368638875897178,1.919099489443341e-05,0.0012598981353438348,1.919099489443341e-05,0.0012598981353438348,8.981096762386005e-05,0.0012598981353438348,1.9190994894433463e-05,0.0012598981353438348,0.00020208676367228484,0.0011156334432407952,0.00020208676367228484,0.0011156334432407952,0.00030260566813979686,0.0011156334432407952,0.00020208676367228486,0.0011156334432407952
full,2020-03-03,2020-10-06,2020-10-13,2020-10-20,0,,,,,,,,0.0034516976759156864,0.0017775836168953828,0.00013983661791695432,0.0017775836168953828,0.00013983661791695432,0.00128855836403493,0.00013983661791695432,0.0017775836168953828,0.00013983661791695432,6.942421530308952e-06,0.00041175609477502593,6.942421530308952e-06,0.00041175609477502593,8.707576949119747e-05,0.000411756094775026,6.942421530309015e-06,0.000411756094775026,0.00016952204898833918,8.170100975695942e-06,0.00016952204898833918,8.170100975695942e-06,0.0002744507332081387,8.170100975695942e-06,0.00016952204898833918,8.170100975695942e-06
full,2020-03-10,2020-10-13,2020-10-20,2020-10-27,0,,,,,,,,0.0028071953215977703,0.001292080998738919,7.591298507898854e-05,0.001292080998738919,7.591298507898854e-05,0.0008811979044853177,7.591298507898854e-05,0.0012920809987389187,7.591298507898854e-05,1.4970168774993791e-05,0.00011293085181761528,1.4970168774993791e-05,0.00011293085181761528,9.255457132390805e-05,0.00011293085181761528,1.4970168774993871e-05,0.00011293085181761528,0.0001413445460975383,0.00013508111920979227,0.0001413445460975383,0.00013508111920979227,0.00025885789181677953,0.00013508111920979227,0.00014134454609753826,0.00013508111920979227
full,2020-03-17,2020-10-20,2020-10-27,2020-11-03,0,,,,,,,,0.002937806894313018,0.001093682996222835,0.0033856102373065983,0.001093682996222835,0.0033856102373065983,0.0007278238056991673,0.0033856102373065983,0.001093682996222835,0.0033856102373065983,1.7316718027001166e-05,0.0009140478508525391,1.7316718027001166e-05,0.0009140478508525391,9.112308923326027e-05,0.000914047850852539,1.7316718027001126e-05,0.000914047850852539,7.040238654567989e-05,0.0003961242945374849,7.040238654567989e-05,0.0003961242945374849,0.00019784516043262876,0.0003961242945374849,7.040238654567989e-05,0.0003961242945374849
full,2020-03-24,2020-10-27,2020-11-03,2020-11-10,0,,,,,,,,0.0023079838312705056,0.0010560941907123886,0.0005964921685552582,0.0010560941907123886,0.0005964921685552582,0.0007000723234099705,0.0005964921685552582,0.0010560941907123886,0.0005964921685552582,2.3822169602626522e-05,0.000772541789895614,2.3822169602626522e-05,0.000772541789895614,9.166531770011167e-05,0.000772541789895614,2.3822169602626434e-05,0.000772541789895614,8.169391015471541e-05,3.750679358738829e-10,8.169391015471541e-05,3.750679358738829e-10,0.00023287457510876892,3.750679358738829e-10,8.169391015471535e-05,3.750679358738829e-10
full,2020-04-14,2020-11-03,2020-11-10,2020-11-17,0,,,,,,,,0.0025473181057257994,0.0009751403685425008,0.0001748783880237092,0.0009751403685425008,0.0001748783880237092,0.0006736546495362295,0.0001748783880237092,0.0009751403685425008,0.0001748783880237092,8.08896059552833e-07,0.0025098670329418327,8.08896059552833e-07,0.0025098670329418327,6.733835360123548e-05,0.0025098670329418327,8.0889605955284e-07,0.0025098670329418327,6.862436402953629e-05,0.0003550085848971337,6.862436402953629e-05,0.0003550085848971337,0.00016919505544981599,0.0003550085848971337,6.862436402953629e-05,0.0003550085848971337
full,2020-04-21,2020-11-10,2020-11-17,2020-12-01,0,,,,,,,,0.0024319118729926614,0.0009948615662505442,0.0002769752402911038,0.0009948615662505442,0.0002769752402911038,0.0006961220967081215,0.0002769752402911038,0.000994861566250544,0.0002769752402911038,2.7819552490429636e-06,1.242372762771507e-05,2.7819552490429636e-06,1.242372762771507e-05,6.529274013271594e-05,1.2423727627715078e-05,2.7819552490429797e-06,1.2423727627715078e-05,6.797930685401763e-05,0.0010704473222398051,6.797930685401763e-05,0.0010704473222398051,0.0001524749902860771,0.0010704473222398051,6.797930685401763e-05,0.0010704473222398051
full,2020-04-28,2020-11-17,2020-12-01,2020-12-08,0,,,,,,,,0.0024114121892278863,0.0009700910376310918,0.0010270321755249487,0.0009700910376310918,0.0010270321755249487,0.0006760049471274466,0.0010270321755249487,0.0009700910376310918,0.0010270321755249487,3.1584799149148004e-06,2.4887778031883812e-08,3.1584799149148004e-06,2.4887778031883812e-08,6.582260468899982e-05,2.4887778031883425e-08,3.1584799149147648e-06,2.4887778031883425e-08,6.226281141550889e-05,0.0005916609827108592,6.226281141550889e-05,0.0005916609827108592,0.00015214346660847255,0.0005916609827108592,6.226281141550889e-05,0.0005916609827108592
full,2020-05-12,2020-12-01,2020-12-08,2020-12-15,0,,,,,,,,0.0029700353147541995,0.0009759514389256421,0.0002355334557134914,0.0009759514389256421,0.0002355334557134914,0.000702044964065969,0.0002355334557134914,0.0009759514389256421,0.0002355334557134914,1.129752997997565e-06,0.0004859989484908429,1.129752997997565e-06,0.0004859989484908429,5.804749854327411e-05,0.0004859989484908429,1.1297529979975666e-06,0.0004859989484908429,6.732329841234282e-05,2.8929215790965677e-05,6.732329841234282e-05,2.8929215790965677e-05,0.00014253161843436486,2.8929215790965677e-05,6.732329841234282e-05,2.8929215790965677e-05
