regime,estimator,portfolio,mse_mean,es_mse_mean,var95,es95,realised_var,realised_es,violation_rate,count,qlike_mean,mv_turnover_mean,mv_turnover_cost_bps,cov_condition_median,cov_condition_p90,baseline_mse,baseline_es_mse,baseline_qlike_mean,delta_mse_vs_baseline,delta_es_vs_baseline,delta_qlike_vs_baseline,delta_mse_ci_lower,delta_mse_ci_upper
full,overlay,ew,4.996357047834292e-10,3.087248246105619e-06,-0.005484137618057175,-0.006877329822876414,1.2869929622436125e-05,-0.00691904807788025,0.05753442244663525,947,0.3599071560364973,0.0,0.0,9.618536483917648,18.41400741045095,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,0.0,0.0,0.0,,
full,overlay,mv,4.219162498897787e-10,3.902801455880113e-06,-0.00435000889138978,-0.0054550866448042894,8.702512399286076e-06,-0.0057456545852696056,0.06467322593760592,947,0.43455445599168835,0.007223737079585362,0.0361186853979268,9.618536483917648,18.41400741045095,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,0.0,0.0,0.0,,
full,quest,ew,4.407534840123698e-10,4.264024167593528e-06,-0.005756286460601181,-0.0072186154508895655,1.2869929622436125e-05,-0.007536536084925075,0.04468533092746877,947,0.29894759480522326,0.0,0.0,24.159124864983763,28.736293716752723,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,-5.888222077105938e-11,1.1767759214879093e-06,-0.06095956123127405,,
full,quest,mv,4.217645629477315e-10,3.8861216655745756e-06,-0.004304835309625003,-0.005398437150806523,8.702512399286076e-06,-0.005730250597353295,0.06823701544232748,947,0.443657447674781,0.007223737079585362,0.0361186853979268,24.159124864983763,28.736293716752723,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,-1.5168694204720164e-13,-1.667979030553743e-08,0.009102991683092643,,
full,rie,ew,4.996357047834292e-10,3.087248246105619e-06,-0.005484137618057175,-0.006877329822876414,1.2869929622436125e-05,-0.00691904807788025,0.05753442244663525,947,0.3599071560364973,0.0,0.0,9.618536483917648,18.41400741045095,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,0.0,0.0,0.0,,
full,rie,mv,4.219162498897787e-10,3.902801455880113e-06,-0.00435000889138978,-0.0054550866448042894,8.702512399286076e-06,-0.0057456545852696056,0.06467322593760592,947,0.43455445599168835,0.007223737079585362,0.0361186853979268,9.618536483917648,18.41400741045095,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,0.0,0.0,0.0,,
full,sample,ew,7.004720154886219e-10,4.531898883821738e-06,-0.006368731680576274,-0.007986646464980885,1.2869929622436125e-05,-0.007755405726755605,0.038643779680931384,947,0.3319592065196152,0.0,0.0,18196.928981858393,47601.354402928446,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,2.0083631070519278e-10,1.4446506377161192e-06,-0.02794794951688212,,
full,sample,mv,4.2619723544965887e-10,3.496823447857801e-06,-0.0041416485276449845,-0.005193794342661968,8.702512399286076e-06,-0.005462071772288216,0.07277978878435126,947,0.4863705066777689,0.007223737079585362,0.0361186853979268,18196.928981858393,47601.354402928446,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,4.280985559880148e-12,-4.0597800802231197e-07,0.05181605068608053,,
full,scm,ew,7.004720154886219e-10,4.531898883821738e-06,-0.006368731680576274,-0.007986646464980885,1.2869929622436125e-05,-0.007755405726755605,0.038643779680931384,947,0.3319592065196152,0.0,0.0,18196.928981858393,47601.354402928446,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,2.0083631070519278e-10,1.4446506377161192e-06,-0.02794794951688212,,
full,scm,mv,4.2619723544965887e-10,3.496823447857801e-06,-0.0041416485276449845,-0.005193794342661968,8.702512399286076e-06,-0.005462071772288216,0.07277978878435126,947,0.4863705066777689,0.007223737079585362,0.0361186853979268,18196.928981858393,47601.354402928446,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,4.280985559880148e-12,-4.0597800802231197e-07,0.05181605068608053,,
