regime,estimator,portfolio,mse_mean,es_mse_mean,var95,es95,realised_var,realised_es,violation_rate,count,qlike_mean,mv_turnover_mean,mv_turnover_cost_bps,cov_condition_median,cov_condition_p90,baseline_mse,baseline_es_mse,baseline_qlike_mean,delta_mse_vs_baseline,delta_es_vs_baseline,delta_qlike_vs_baseline,delta_mse_ci_lower,delta_mse_ci_upper
full,baseline,ew,4.996357047834292e-10,3.087248246105619e-06,-0.005484137618057175,-0.006877329822876414,1.2869929622436125e-05,-0.00691904807788025,0.05753442244663525,947,0.3599071560364973,0.0,0.0,9.618536483917648,18.41400741045095,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,0.0,0.0,0.0,,
full,baseline,mv,4.219162498897787e-10,3.902801455880113e-06,-0.00435000889138978,-0.0054550866448042894,8.702512399286076e-06,-0.0057456545852696056,0.06467322593760592,947,0.43455445599168835,0.007223737079585362,0.0361186853979268,9.618536483917648,18.41400741045095,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,0.0,0.0,0.0,,
full,cc,ew,8.078409368327093e-10,7.009750375536485e-06,-0.007384861478590782,-0.00926091422602118,1.2869929622436125e-05,-0.008853203907879118,0.024034822608637173,947,0.3643905176139493,0.0,0.0,4934.648965735261,20415.025151471746,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,3.0820523204928017e-10,3.922502129430866e-06,0.004483361577451994,,
full,cc,mv,4.862093519767018e-10,5.620703314456953e-06,-0.005533405843732861,-0.00693911416553112,8.702512399286076e-06,-0.007014486446788378,0.03198160002689903,947,0.40415281019596355,0.007223737079585362,0.0361186853979268,4934.648965735261,20415.025151471746,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,6.429310208692312e-11,1.7179018585768403e-06,-0.030401645795724797,,
full,ewma,ew,5.511953791118896e-10,4.5253339553590456e-06,-0.006054042910680935,-0.0075920140518555175,1.2869929622436125e-05,-0.007541129356434956,0.042004681936570476,947,0.3126660645439942,0.0,0.0,22330.043234373155,50451.77982859904,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,5.1559674328460426e-11,1.4380857092534267e-06,-0.04724109149250311,,
full,ewma,mv,4.23436850459668e-10,3.500549387164788e-06,-0.003960388274575924,-0.004966486672622938,8.702512399286076e-06,-0.005361778295529722,0.08200431470653077,947,0.507492193286459,0.007223737079585362,0.0361186853979268,22330.043234373155,50451.77982859904,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,1.5206005698892841e-12,-4.0225206871532496e-07,0.07293773729477065,,
full,lw,ew,5.774009980550626e-10,4.315560208461704e-06,-0.0058922566835963525,-0.007389127596053262,1.2869929622436125e-05,-0.007307065455011598,0.048094808614158456,947,0.34619723395441526,0.0,0.0,21.233750290271626,103.34134847076443,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,7.776529327163347e-11,1.2283119623560856e-06,-0.013709922082082049,,
full,lw,mv,4.2341610496036155e-10,3.801010455112632e-06,-0.004213986743587448,-0.00528450938383758,8.702512399286076e-06,-0.005595255085953578,0.06855882292801797,947,0.4560714244985363,0.007223737079585362,0.0361186853979268,21.233750290271626,103.34134847076443,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,1.4998550705828257e-12,-1.0179100076748087e-07,0.021516968506847978,,
full,oas,ew,6.204930319876366e-10,4.497336607268982e-06,-0.005973031028295678,-0.007490421883033748,1.2869929622436125e-05,-0.007390735532867678,0.04669129984222863,947,0.34371347235969657,0.0,0.0,23.913219045131854,125.25674062882584,4.996357047834292e-10,3.087248246105619e-06,0.3599071560364973,1.2085732720420742e-10,1.4100883611633629e-06,-0.01619368367680074,,
full,oas,mv,4.2406478124067577e-10,3.7724138857759867e-06,-0.004212116440093527,-0.005282163947801436,8.702512399286076e-06,-0.005582242588940586,0.06900451921207175,947,0.4599153058949227,0.007223737079585362,0.0361186853979268,23.913219045131854,125.25674062882584,4.219162498897787e-10,3.902801455880113e-06,0.43455445599168835,2.1485313508970458e-12,-1.3038757010412625e-07,0.02536084990323434,,
