regime,detections,detection_rate,edge_margin_mean,stability_margin_mean,isolation_share,alignment_cos_mean,alignment_angle_mean,calm_threshold,crisis_threshold,vol_signal,reason_code,resolved_config_path
full,0.0,0.0,0.0,0.0,0.0,,,0.01632055723757406,0.021908809318182506,0.01856943111102207,detection_error,reports/rc-20251103/resolved_config.json
