regime,estimator,portfolio,mse_mean,es_mse_mean,var95,es95,realised_var,realised_es,violation_rate,count,qlike_mean,mv_turnover_mean,mv_turnover_cost_bps,cov_condition_median,cov_condition_p90,baseline_mse,baseline_es_mse,baseline_qlike_mean,delta_mse_vs_baseline,delta_es_vs_baseline,delta_qlike_vs_baseline,delta_mse_ci_lower,delta_mse_ci_upper
crisis,baseline,ew,4.193037700414113e-08,3.23515363200782e-05,-0.017231349891494784,-0.021608807938553784,0.00016431427732518987,-0.02106822130621749,0.10002186150735093,320,0.9221225851786938,0.0,0.0,24.655350007896875,35.162399947216315,4.193037700414113e-08,3.23515363200782e-05,0.9221225851786938,0.0,0.0,0.0,,
crisis,baseline,mv,6.231741861760527e-09,1.4800747527036862e-05,-0.01082770885052923,-0.013578383727275609,5.745469375983515e-05,-0.013542061990902403,0.07941387737255912,320,0.784460148215987,0.010940624035012442,0.054703120175062216,24.655350007896875,35.162399947216315,6.231741861760527e-09,1.4800747527036862e-05,0.784460148215987,0.0,0.0,0.0,,
crisis,cc,ew,6.627017708478115e-08,4.034257219521639e-05,-0.02272515510098329,-0.028498261311110495,0.00016431427732518987,-0.024296686404386484,0.05505248063044423,320,0.5290696481721155,0.0,0.0,36119.480144991874,61422.47414908706,4.193037700414113e-08,3.23515363200782e-05,0.9221225851786938,2.433980008064002e-08,7.991035875138186e-06,-0.3930529370065783,,
crisis,cc,mv,7.367965735493119e-09,2.3464271949914662e-05,-0.0131204739235704,-0.01645360362725717,5.745469375983515e-05,-0.01634495950906812,0.05009460307050076,320,0.5109649057488548,0.010940624035012442,0.054703120175062216,36119.480144991874,61422.47414908706,6.231741861760527e-09,1.4800747527036862e-05,0.784460148215987,1.1362238737325922e-09,8.6635244228778e-06,-0.2734952424671322,,
crisis,ewma,ew,6.115831755481044e-08,3.723693668841973e-05,-0.022299012488764487,-0.02796386128326271,0.00016431427732518987,-0.0243606978227615,0.05490413468770577,320,0.5160471994606088,0.0,0.0,87327.8570994107,164654.78475589887,4.193037700414113e-08,3.23515363200782e-05,0.9221225851786938,1.9227940550669313e-08,4.885400368341526e-06,-0.406075385718085,,
crisis,ewma,mv,6.34818628711567e-09,1.755177776628758e-05,-0.011939762007947531,-0.014972943250901524,5.745469375983515e-05,-0.01449229186208343,0.06375856567691293,320,0.5878786175100076,0.010940624035012442,0.054703120175062216,87327.8570994107,164654.78475589887,6.231741861760527e-09,1.4800747527036862e-05,0.784460148215987,1.164444253551432e-10,2.751030239250719e-06,-0.1965815307059794,,
crisis,lw,ew,6.437565321479512e-08,4.122559967182901e-05,-0.0219092748133139,-0.02747511451482833,0.00016431427732518987,-0.023711902862517766,0.06514000473665993,320,0.6190895405666271,0.0,0.0,238.67936700781914,1095.28737519582,4.193037700414113e-08,3.23515363200782e-05,0.9221225851786938,2.2445276210653992e-08,8.87406335175081e-06,-0.3030330446120667,,
crisis,lw,mv,6.8788489395621385e-09,2.1700986060949627e-05,-0.011976321008278315,-0.015018789712237869,5.745469375983515e-05,-0.014717224903638672,0.06681136902484663,320,0.6815437298478205,0.010940624035012442,0.054703120175062216,238.67936700781914,1095.28737519582,6.231741861760527e-09,1.4800747527036862e-05,0.784460148215987,6.471070778016117e-10,6.900238533912766e-06,-0.10291641836816645,,
crisis,oas,ew,6.350257484060127e-08,4.041525606465716e-05,-0.021939481827958168,-0.027512995329851842,0.00016431427732518987,-0.023778263842286148,0.06454662096570606,320,0.5984992721123388,0.0,0.0,274.46020425526876,883.5602187351793,4.193037700414113e-08,3.23515363200782e-05,0.9221225851786938,2.157219783646014e-08,8.06371974457896e-06,-0.32362331306635506,,
crisis,oas,mv,6.846884463380818e-09,2.164299361443846e-05,-0.011985195769943393,-0.015029919021405672,5.745469375983515e-05,-0.014731363315690547,0.0665146771393697,320,0.6706589675970271,0.010940624035012442,0.054703120175062216,274.46020425526876,883.5602187351793,6.231741861760527e-09,1.4800747527036862e-05,0.784460148215987,6.151426016202913e-10,6.842246087401597e-06,-0.11380118061895983,,
crisis,overlay,ew,4.193037700414113e-08,3.23515363200782e-05,-0.017231349891494784,-0.021608807938553784,0.00016431427732518987,-0.02106822130621749,0.10002186150735093,320,0.9221225851786938,0.0,0.0,24.655350007896875,35.162399947216315,4.193037700414113e-08,3.23515363200782e-05,0.9221225851786938,0.0,0.0,0.0,,
crisis,overlay,mv,6.231741861760527e-09,1.4800747527036862e-05,-0.01082770885052923,-0.013578383727275609,5.745469375983515e-05,-0.013542061990902403,0.07941387737255912,320,0.784460148215987,0.010940624035012442,0.054703120175062216,24.655350007896875,35.162399947216315,6.231741861760527e-09,1.4800747527036862e-05,0.784460148215987,0.0,0.0,0.0,,
crisis,quest,ew,4.405158819013958e-08,4.4478055890409634e-05,-0.01130186684782505,-0.014172996985123273,0.00016431427732518987,-0.01769642251763849,0.15838966411251645,320,2.6716006629710765,0.0,0.0,25.762837292064905,28.73629371675275,4.193037700414113e-08,3.23515363200782e-05,0.9221225851786938,2.12121118599845e-09,1.2126519570331432e-05,1.7494780777923826,,
crisis,quest,mv,6.137694707499781e-09,1.4494831025160377e-05,-0.009429417477233587,-0.011824869933060558,5.745469375983515e-05,-0.012571459079337126,0.09945931807712427,320,1.1367104051123467,0.010940624035012442,0.054703120175062216,25.762837292064905,28.73629371675275,6.231741861760527e-09,1.4800747527036862e-05,0.784460148215987,-9.404715426074615e-11,-3.0591650187648464e-07,0.3522502568963597,,
