regime,estimator,portfolio,mse_mean,es_mse_mean,var95,es95,realised_var,realised_es,violation_rate,count,qlike_mean,mv_turnover_mean,mv_turnover_cost_bps,cov_condition_median,cov_condition_p90,baseline_mse,baseline_es_mse,baseline_qlike_mean,delta_mse_vs_baseline,delta_es_vs_baseline,delta_qlike_vs_baseline,delta_mse_ci_lower,delta_mse_ci_upper
calm,baseline,ew,2.888785482302941e-09,2.4880447867135636e-05,-0.009803220591330668,-0.012293634118700134,5.249017132089795e-05,-0.014697610349103545,0.10405650564319294,69,0.8007218702714793,0.0,0.0,24.225642075658094,26.038023865884572,2.888785482302941e-09,2.4880447867135636e-05,0.8007218702714793,0.0,0.0,0.0,,
calm,baseline,mv,5.818604190735061e-10,1.0477775534347943e-05,-0.006455613576560678,-0.008095599867673444,2.2791299934078715e-05,-0.009450765072099788,0.10951723939003519,69,0.6145824972363032,0.008136504974642097,0.04068252487321048,24.225642075658094,26.038023865884572,5.818604190735061e-10,1.0477775534347943e-05,0.6145824972363032,0.0,0.0,0.0,,
calm,cc,ew,3.146279576664569e-09,2.4833838304500518e-05,-0.012734503888196058,-0.01596958163147855,5.249017132089795e-05,-0.018026083089775435,0.06890701996537237,69,0.5472243371123106,0.0,0.0,22453.749250619687,29440.01571032401,2.888785482302941e-09,2.4880447867135636e-05,0.8007218702714793,2.5749409436162776e-10,-4.660956263511829e-08,-0.2534975331591688,,
calm,cc,mv,5.445388454797076e-10,1.3642717712965262e-05,-0.008062770815782647,-0.010111039884160233,2.2791299934078715e-05,-0.01216374324220321,0.06345861634763236,69,0.431230679740932,0.008136504974642097,0.04068252487321048,22453.749250619687,29440.01571032401,5.818604190735061e-10,1.0477775534347943e-05,0.6145824972363032,-3.732157359379856e-11,3.1649421786173196e-06,-0.18335181749537122,,
calm,ewma,ew,3.2092409322732757e-09,2.709758773468963e-05,-0.012357114412874471,-0.015496320004176741,5.249017132089795e-05,-0.017791449353150458,0.07209024087641668,69,0.6179679176469172,0.0,0.0,63918.153105678575,67632.79418055984,2.888785482302941e-09,2.4880447867135636e-05,0.8007218702714793,3.2045544997033456e-10,2.2171398675539936e-06,-0.18275395262456218,,
calm,ewma,mv,5.341973286369379e-10,1.259759640697755e-05,-0.007065149311288355,-0.008859982269885408,2.2791299934078715e-05,-0.010548883474608375,0.0841711678314855,69,0.47767762580119016,0.008136504974642097,0.04068252487321048,63918.153105678575,67632.79418055984,5.818604190735061e-10,1.0477775534347943e-05,0.6145824972363032,-4.7663090436568175e-11,2.119820872629608e-06,-0.13690487143511304,,
calm,lw,ew,3.066731999447472e-09,2.71119371173411e-05,-0.011856957828686284,-0.014869103469489562,5.249017132089795e-05,-0.01750995109840414,0.0748507653760716,69,0.6319639236388694,0.0,0.0,180.66065433886945,189.35331216371827,2.888785482302941e-09,2.4880447867135636e-05,0.8007218702714793,1.7794651714453075e-10,2.2314892502054626e-06,-0.1687579466326099,,
calm,lw,mv,5.488873256713933e-10,1.036230597640878e-05,-0.006946334232837198,-0.008710983368080127,2.2791299934078715e-05,-0.00979521630022429,0.09552280993760331,69,0.5072885851172653,0.008136504974642097,0.04068252487321048,180.66065433886945,189.35331216371827,5.818604190735061e-10,1.0477775534347943e-05,0.6145824972363032,-3.297309340211285e-11,-1.1546955793916345e-07,-0.10729391211903794,,
calm,oas,ew,3.0972519582718843e-09,2.6271576900420508e-05,-0.011979922747167915,-0.015023306438112524,5.249017132089795e-05,-0.01750995109840414,0.0748507653760716,69,0.6268589429692616,0.0,0.0,237.22113080729187,245.40591056185772,2.888785482302941e-09,2.4880447867135636e-05,0.8007218702714793,2.0846647596894315e-10,1.3911290332848715e-06,-0.17386292730221775,,
calm,oas,mv,5.471416382378245e-10,1.059371269447484e-05,-0.006979956288576911,-0.008753146782412364,2.2791299934078715e-05,-0.009831469789360526,0.09467029501859223,69,0.5018666488849626,0.008136504974642097,0.04068252487321048,237.22113080729187,245.40591056185772,5.818604190735061e-10,1.0477775534347943e-05,0.6145824972363032,-3.4718780835681655e-11,1.1593716012689754e-07,-0.11271584835134063,,
calm,overlay,ew,2.888785482302941e-09,2.4880447867135636e-05,-0.009803220591330668,-0.012293634118700134,5.249017132089795e-05,-0.014697610349103545,0.10405650564319294,69,0.8007218702714793,0.0,0.0,24.225642075658094,26.038023865884572,2.888785482302941e-09,2.4880447867135636e-05,0.8007218702714793,0.0,0.0,0.0,,
