window_id,window_start,regime,vol_signal,calm_threshold,crisis_threshold,vol_state_label
0.0,2018-07-03T00:00:00,calm,0.014459637259545704,0.014614242460936138,0.01900143891609006,calm
,,calm,0.014140611223822491,0.014538094131020361,0.01899567283212171,calm
,,calm,0.01428595561047524,0.014516956061880368,0.018989906748153363,calm
,,calm,0.014369346018763409,0.014513551212992566,0.018984140664185013,calm
,,calm,0.014417409502283245,0.014503569877910284,0.018978374580216666,calm
,,calm,0.014033923513261652,0.014475669684263786,0.018972608496248315,calm
,,calm,0.014417030017337984,0.014468772988219672,0.018963873220717863,calm
,,calm,0.01394986317302013,0.01446260188141088,0.01895513794518741,calm
,,calm,0.013660596248907987,0.01444610869040119,0.01894640266965696,calm
9.0,2018-07-17T00:00:00,calm,0.013608146150928029,0.014424134569804185,0.018937667394126508,calm
,,calm,0.013636163615327398,0.014417409502283245,0.018928932118596056,calm
,,calm,0.013366721773075721,0.014417105914327037,0.018925677177060365,calm
,,calm,0.014073289143978599,0.014410145717748473,0.01892242223552467,calm
,,calm,0.013865904843965991,0.014394313084736154,0.01891916729398898,calm
14.0,2018-07-24T00:00:00,calm,0.013807292847602334,0.014375827951598431,0.018915912352453285,calm
,,full,0.014432736810057627,0.014369346018763409,0.018912657410917594,mid
,,full,0.014583647813187313,0.014370966501972164,0.018905146816400847,mid
,,full,0.01487448943491836,0.01437258698518092,0.0188976362218841,mid
,,full,0.015429108309667771,0.014374207468389676,0.01889012562736735,mid
19.0,2018-07-31T00:00:00,full,0.015363359477609239,0.014375827951598431,0.018882615032850603,mid
,,full,0.015873782133146292,0.014377448434807186,0.018875104438333856,mid
,,full,0.016111044215021634,0.014383069984783508,0.018856128759904882,mid
,,full,0.016373740150996435,0.01438869153475983,0.018837153081475905,mid
,,full,0.01615374602289777,0.014394313084736154,0.01881817740304693,mid
24.0,2018-08-07T00:00:00,full,0.01574367868094571,0.014399934634712477,0.018799201724617954,mid
,,full,0.015549815657343424,0.014405556184688799,0.01878022604618898,mid
,,full,0.015466765496806277,0.014407850951218637,0.01877737158689134,mid
,,full,0.015094322205848793,0.014410145717748473,0.018774517127593697,mid
,,full,0.015339215137913977,0.01441244048427831,0.01877166266829606,mid
29.0,2018-08-14T00:00:00,full,0.015154166208324802,0.014414735250808147,0.018768808208998417,mid
30.0,2018-08-15T00:00:00,full,0.015079603295286232,0.014417030017337984,0.018765953749700776,mid
31.0,2018-08-16T00:00:00,full,0.01571306078575321,0.014417105914327037,0.01876449301271766,mid
32.0,2018-08-17T00:00:00,full,0.015366666014699272,0.014417181811316088,0.01876303227573455,mid
33.0,2018-08-20T00:00:00,full,0.014963538211351976,0.014417257708305141,0.018761571538751434,mid
34.0,2018-08-21T00:00:00,full,0.014767654651377245,0.014417333605294192,0.018760110801768322,mid
35.0,2018-08-22T00:00:00,full,0.014704409361623707,0.014417409502283245,0.018758650064785207,mid
36.0,2018-08-23T00:00:00,calm,0.01438863612058237,0.01441909076916348,0.01871151865623593,calm
37.0,2018-08-24T00:00:00,calm,0.014053979376265017,0.014417181811316088,0.018664387247686653,calm
38.0,2018-08-27T00:00:00,calm,0.013809251239612635,0.01441244048427831,0.018617255839137373,calm
39.0,2018-08-28T00:00:00,calm,0.013672587378069609,0.014402172171867513,0.018570124430588097,calm
40.0,2018-08-29T00:00:00,calm,0.013677687859046677,0.01438863612058237,0.018522993022038817,calm
41.0,2018-08-30T00:00:00,calm,0.01391974982945796,0.014379685971962222,0.01850026867199738,calm
42.0,2018-08-31T00:00:00,calm,0.013999509503990497,0.01437258698518092,0.018477544321955943,calm
43.0,2018-09-04T00:00:00,calm,0.013783904966792274,0.014368389164284425,0.01845481997191451,calm
44.0,2018-09-05T00:00:00,calm,0.01404594548385063,0.014365414551986368,0.018432095621873076,calm
45.0,2018-09-06T00:00:00,calm,0.01371572617458916,0.014359257229668044,0.018409371271831638,calm
46.0,2018-09-07T00:00:00,calm,0.013655952154866612,0.014335068304479497,0.018376340276186825,calm
47.0,2018-09-10T00:00:00,calm,0.013403068241500308,0.014303181795558088,0.01834330928054201,calm
48.0,2018-09-11T00:00:00,calm,0.013358398394403868,0.014279462665059315,0.0183102782848972,calm
49.0,2018-09-12T00:00:00,calm,0.013267776215375891,0.014267378748551808,0.018277247289252386,calm
50.0,2018-09-13T00:00:00,calm,0.012953667042645011,0.014258000755017337,0.01824421629360757,calm
51.0,2018-09-14T00:00:00,calm,0.012876377706855366,0.01425333138029353,0.018209109956397913,calm
52.0,2018-09-17T00:00:00,calm,0.012761298769621185,0.014249326881293743,0.01817400361918825,calm
53.0,2018-09-18T00:00:00,calm,0.013312184392833985,0.014224129548851343,0.018138897281978594,calm
54.0,2018-09-19T00:00:00,calm,0.013202965405680245,0.014187790519738532,0.018103790944768938,calm
55.0,2018-09-20T00:00:00,calm,0.013174673694219811,0.014182269776666336,0.018068684607559275,calm
56.0,2018-09-21T00:00:00,calm,0.013111983175626878,0.01414894293439126,0.018019593849196044,calm
57.0,2018-09-24T00:00:00,calm,0.013320487521982734,0.01413289250264867,0.017970503090832805,calm
58.0,2018-09-25T00:00:00,calm,0.013654047923708015,0.014105963670711114,0.017921412332469574,calm
59.0,2018-09-26T00:00:00,calm,0.013365959535389731,0.014069427190435883,0.017872321574106342,calm
60.0,2018-09-27T00:00:00,calm,0.013537970143181801,0.014053979376265017,0.017823230815743104,calm
61.0,2018-09-28T00:00:00,calm,0.013315658782722376,0.014047552262333507,0.017812080848697957,calm
62.0,2018-10-01T00:00:00,calm,0.013470415422168817,0.014038732301497244,0.01780093088165281,calm
63.0,2018-10-02T00:00:00,calm,0.013622492427318755,0.01402015790955319,0.01778978091460766,calm
64.0,2018-10-03T00:00:00,full,0.014240438203949273,0.013990834855781203,0.01777863094756251,mid
65.0,2018-10-04T00:00:00,full,0.014620831154858785,0.013999509503990497,0.017767480980517364,mid
66.0,2018-10-05T00:00:00,full,0.01536010432707189,0.014006392305844727,0.017754834605063777,mid
67.0,2018-10-08T00:00:00,full,0.015235999197830717,0.01401327510769896,0.017742188229610188,mid
68.0,2018-10-09T00:00:00,full,0.0158589619374669,0.01402015790955319,0.017729541854156605,mid
69.0,2018-10-10T00:00:00,full,0.01576036557331023,0.014027040711407422,0.017716895478703018,mid
70.0,2018-10-11T00:00:00,crisis,0.017920071096584857,0.014033923513261652,0.017704249103249428,crisis
71.0,2018-10-12T00:00:00,crisis,0.01917585569764602,0.014036327907379447,0.017754834605063777,crisis
72.0,2018-10-15T00:00:00,crisis,0.019007781286892938,0.014038732301497244,0.01780093088165281,crisis
73.0,2018-10-16T00:00:00,crisis,0.018745599863250837,0.014041136695615039,0.017861966928079807,crisis
74.0,2018-10-17T00:00:00,crisis,0.01959486035157994,0.014043541089732835,0.017949793798779742,crisis
75.0,2018-10-18T00:00:00,crisis,0.01938759019146731,0.01404594548385063,0.018068684607559275,crisis
76.0,2018-10-19T00:00:00,crisis,0.01977110925815751,0.014047552262333507,0.018209109956397913,crisis
77.0,2018-10-22T00:00:00,crisis,0.01955810389080714,0.014049159040816385,0.018343309280542015,crisis
78.0,2018-10-23T00:00:00,crisis,0.019282363310294637,0.014050765819299262,0.01845481997191451,crisis
79.0,2018-10-24T00:00:00,crisis,0.01897702711902322,0.01405237259778214,0.018567514390281224,crisis
80.0,2018-10-25T00:00:00,crisis,0.02162568059480083,0.014053979376265017,0.018745599863250837,crisis
81.0,2018-10-26T00:00:00,crisis,0.02219070900393133,0.014057841329807733,0.018756040024478334,crisis
82.0,2018-10-29T00:00:00,crisis,0.022481408035183323,0.014061703283350449,0.01876303227573455,crisis
83.0,2018-10-30T00:00:00,crisis,0.022240330550219005,0.014065565236893167,0.01877166266829606,crisis
84.0,2018-10-31T00:00:00,crisis,0.022416623350365938,0.014069427190435883,0.018799201724617957,crisis
85.0,2018-11-01T00:00:00,crisis,0.02200933746513885,0.014073289143978599,0.018875104438333856,crisis
86.0,2018-11-02T00:00:00,crisis,0.02217608708533759,0.014084180652889437,0.018905146816400847,crisis
87.0,2018-11-05T00:00:00,crisis,0.021815561641900703,0.014095072161800276,0.01892242223552467,crisis
88.0,2018-11-06T00:00:00,crisis,0.021372457463236714,0.014105963670711114,0.01894640266965696,crisis
