window_id,window_start,regime,vol_signal,calm_threshold,crisis_threshold,vol_state_label
0.0,2018-07-03T00:00:00,calm,0.013007480354778653,0.013107785995393301,0.014289663887061025,calm
1.0,2018-07-05T00:00:00,calm,0.01268229828946905,0.01310059929474739,0.014287668871978748,calm
2.0,2018-07-06T00:00:00,calm,0.012427056973255676,0.013094195326344161,0.01428567385689647,calm
3.0,2018-07-09T00:00:00,calm,0.012348056855976655,0.013088434650563474,0.014283678841814192,calm
4.0,2018-07-10T00:00:00,calm,0.01233255029407615,0.013080855991796165,0.014281683826731914,calm
5.0,2018-07-11T00:00:00,calm,0.012486233947278259,0.013066676238444038,0.014279688811649637,calm
6.0,2018-07-12T00:00:00,full,0.013091287522106532,0.013062908267555707,0.014232393674019309,mid
7.0,2018-07-13T00:00:00,calm,0.01269710916663613,0.013063850260277789,0.014185098536388979,calm
8.0,2018-07-16T00:00:00,calm,0.012406257081096573,0.01305954124853606,0.014137803398758647,calm
9.0,2018-07-17T00:00:00,calm,0.012393327207365627,0.013054874201059453,0.014090508261128317,calm
,,calm,0.012414424224564426,0.013050756168938396,0.014043213123497985,calm
,,calm,0.012141042171600844,0.01303415242041289,0.01404212572952447,calm
,,calm,0.012772582832024962,0.013020329040141375,0.014041038335550954,calm
,,calm,0.012813326391934611,0.01301132058874023,0.014039950941577437,calm
,,calm,0.012720454697659781,0.013006521029126824,0.014038863547603921,calm
,,full,0.013162892253932638,0.013002683726519509,0.014037776153630405,mid
,,full,0.01319104004351727,0.013003643052171337,0.014037327567458886,mid
,,full,0.01349489869602232,0.013004602377823166,0.014036878981287368,mid
,,full,0.013491205602579121,0.013005561703474996,0.014036430395115849,mid
,,full,0.013560744201831404,0.013006521029126824,0.014035981808944331,mid
,,full,0.013695078228345396,0.013007480354778653,0.014035533222772812,mid
,,crisis,0.014223285334962732,0.013008760432765845,0.014033944345356236,crisis
,,crisis,0.014501407020298425,0.013010040510753038,0.014036878981287368,crisis
,,crisis,0.014360266389408134,0.01301132058874023,0.014039950941577437,crisis
,,full,0.014039280843458821,0.013012600666727422,0.014079227565790935,mid
,,crisis,0.0140562413498104,0.013013880744714615,0.014043213123497985,crisis
26.0,2018-08-09T00:00:00,crisis,0.014339406482907114,0.013017104892427994,0.014053635704547917,crisis
27.0,2018-08-10T00:00:00,crisis,0.014219322071643694,0.013020329040141375,0.0141564677409018,crisis
28.0,2018-08-13T00:00:00,crisis,0.014397899667718742,0.013023553187854755,0.01422090737697131,crisis
29.0,2018-08-14T00:00:00,full,0.014129573406199795,0.013026777335568136,0.014234566030300112,mid
30.0,2018-08-15T00:00:00,full,0.013853589854311794,0.013030001483281515,0.014223285334962732,mid
31.0,2018-08-16T00:00:00,full,0.01390825960588758,0.01303415242041289,0.014222492682298924,mid
32.0,2018-08-17T00:00:00,full,0.013407848199171828,0.013038303357544268,0.014221700029635116,mid
33.0,2018-08-20T00:00:00,full,0.013044088975381639,0.013042454294675643,0.01422090737697131,mid
34.0,2018-08-21T00:00:00,full,0.013087637671316479,0.013041271476961614,0.014220114724307502,mid
35.0,2018-08-22T00:00:00,calm,0.012896459752455527,0.013044088975381639,0.014219322071643694,calm
36.0,2018-08-23T00:00:00,calm,0.01267163007765293,0.01303281898170154,0.014201372338554915,calm
,,calm,0.012301994570727077,0.013020329040141375,0.014183422605466135,calm
,,calm,0.012032294142798026,0.01301132058874023,0.014165472872377355,calm
,,calm,0.0118910482603946,0.013006521029126824,0.014147523139288576,calm
,,calm,0.011963670401294734,0.013002683726519509,0.014129573406199795,calm
,,calm,0.012194627515241623,0.01299228086304996,0.014114906994921917,calm
,,calm,0.012195370790493721,0.012947424137380375,0.014100240583644038,calm
,,calm,0.012033012443538922,0.012910135979489557,0.014085574172366158,calm
,,calm,0.012337789863956058,0.012895554129268827,0.01407090776108828,calm
