label,strategy,estimator,n_windows,mean_mse,median_mse,iqr_mse,coverage_error,sign_test_p_de_vs_lw,sign_test_p_de_vs_alias,delta_median_de_minus_lw,delta_median_de_minus_alias,ci_lo_de_minus_lw,ci_hi_de_minus_lw,ci_lo_de_minus_alias,ci_hi_de_minus_alias
full,Equal Weight,Aliased,270,7.337758976345869e-07,1.317942190686682e-07,3.024848662318146e-07,0.024074074074074067,,,,,,,,
full,Equal Weight,De-aliased,270,7.331797261207444e-07,1.317942190686682e-07,3.0258502502414755e-07,0.024074074074074067,0.0060665815635096145,0.5078125,9.104517614373816e-09,0.0,-3.6250371352103734e-09,1.5976734553231453e-08,0.0,0.0
full,Equal Weight,Ledoit-Wolf,270,7.393435048785975e-07,1.2301350611040625e-07,2.649853472514618e-07,0.027777777777777776,,,,,,,,
full,Equal Weight,SCM,270,7.337758976345867e-07,1.3179421906866822e-07,3.024848662318146e-07,0.024074074074074067,,,,,,,,
