theta,z_plus,lambda_top,edge_margin
0.0,0.00178705865910876,0.0005126171195673627,-0.0013101827127235724
0.03490658503988659,0.0018002320005601048,0.0009379224606787437,-0.0008983141798925632
0.06981317007977318,0.001812595676575335,0.0016743693965931856,-0.0001744781935136561
0.10471975511965978,0.0018241344382824243,0.002562771730840064,0.0007021546037919912
0.13962634015954636,0.001834833856472934,0.003502619853032282,0.0016310893194298895
0.17453292519943295,0.0018446803363782278,0.004460406752804359,0.0025788328096985665
0.20943951023931956,0.0018536611300830805,0.005423546278008035,0.0035328119253232922
0.24434609527920614,0.0018617643464913566,0.006386058433972412,0.004487058800551228
0.2792526803190927,0.0018689789587359074,0.0073444379438154395,0.005438079405904814
0.3141592653589793,0.0018752948088993236,0.008296257829136022,0.006383457124058712
0.3490658503988659,0.0018807026098827935,0.00923962128060123,0.00732130461852078
0.3839724354387525,0.0018851939442257283,0.010172919439382743,0.0082500216162725
0.4188790204786391,0.001888761259637649,0.011094714058329907,0.009168177573499504
0.4537856055185257,0.0018913978609540786,0.012003676465969351,0.01007445064779619
0.4886921905584123,0.0018930978981675738,0.012898554034910383,0.010967594178779457
0.5235987755982988,0.00189385635011035,0.01377815099802086,0.011846417520908302
0.5585053606381855,0.0018936690032722477,0.014641317167634131,0.012709774784296439
0.5934119456780721,0.0018925324251216698,0.015486941210506845,0.013556558136882741
0.6283185307179586,0.0018904439311505693,0.016313946651197037,0.014385693841423457
0.6632251157578453,0.0018874015446780233,0.017121289562526766,0.015196139986955182
0.6981317007977318,0.0018834039482075126,0.017907957327066355,0.01598688529989469
0.7330382858376184,0.0018784504248231077,0.018672968092939245,0.016756948659619676
0.767944870877505,0.0018725407877047044,0.019415370686729987,0.017505379083271187
0.8028514559173916,0.0018656752953080161,0.020134244830100685,0.01823125602888651
0.8377580409572782,0.0018578545490422593,0.020828701558502763,0.018933689918479657
0.8726646259971648,0.001849079369317079,0.02149788377315866,0.01961182281645524
0.9075712110370514,0.0018393506445175166,0.022140966878724536,0.020264829221316668
0.9424777960769379,0.001828669145649134,0.022757159473082184,0.020891916944520066
0.9773843811168246,0.0018170352968445171,0.023345704065165847,0.02149232806238444
1.0122909661567112,0.0018044488882827722,0.023905877803214473,0.022065339937166046
1.0471975511965976,0.0017909087127885744,0.024436993200359816,0.02261026631331547
1.0821041362364843,0.0017764120995519823,0.024938398847661185,0.023126458506118164
1.117010721276371,0.0017609543065699612,0.02540948010699879,0.02361330671429743
1.1519173063162575,0.0017445277150555203,0.0258496597779167,0.024070241508560068
1.1868238913561442,0.0017271207398172614,0.026258398733748044,0.024496735579134437
1.2217304763960306,0.0017087163215513705,0.026635196523290355,0.024892305875307958
1.2566370614359172,0.0016892897851339599,0.026979591935010164,0.025256516354173524
1.2915436464758039,0.001668805702709402,0.02729116352130844,0.02558898170454485
1.3264502315156905,0.0016472131296480586,0.027569530080814177,0.025889372688573158
1.361356816555577,0.0016244380469595974,0.027814351097020226,0.026157424289121437
1.3962634015954636,0.0016003707116663823,0.028025327131862447,0.026392949005962736
1.4311699866353502,0.0015748429998005743,0.02820220017307829,0.026595860313281705
1.4660765716752369,0.0015475840606998558,0.028344753934382766,0.026766218192468914
1.5009831567151235,0.001518122285039876,0.028452814107674182,0.02690432937693351
1.53588974175501,0.0014855262352232732,0.028526248566635257,0.027011011806707518
1.5707963267948966,0.001447492703595883,0.02856496752123508,0.027088524963567277
1.6057029118347832,0.0013956782919560245,0.028568923622765023,0.027145331764969877
1.6406094968746698,0.0013198555551613058,0.028538112019162,0.027191859352897467
1.6755160819145565,0.0012449970852328692,0.02847257036048874,0.02720267333355121
1.710422666954443,0.0011812253862536698,0.028372378754551907,0.027167528860573165
1.7453292519943295,0.0011273695741853785,0.028237659672753088,0.027087742707084
1.7802358370342162,0.0010811411172013312,0.02806857780637962,0.026965813866834262
1.8151424220741028,0.001040660665439185,0.027865339873661868,0.026803865994913897
1.8500490071139892,0.0010045374127349335,0.027628194378046214,0.026603566217056583
1.8849555921538759,0.000971755942865426,0.027357431318267664,0.02636624025654493
1.9198621771937625,0.0009415683957757373,0.02705338185095218,0.02609298208726093
1.9547687622336491,0.0009134157988810008,0.026716417906643322,0.0257847337917847
1.9896753472735358,0.0008868737787736359,0.02634695176033497,0.02544234050598586
2.0245819323134224,0.0008616153467448664,0.02594543555781282,0.025066587904133054
2.059488517353309,0.0008373851538490577,0.025512360799366647,0.02465822794244061
2.0943951023931953,0.0008139814175452114,0.025048257782753935,0.02421799673685782
2.129301687433082,0.0007912430253348916,0.02455369500768837,0.023746627121846782
2.1642082724729685,0.0007690401805186466,0.024029278544619836,0.023244857560490818
2.199114857512855,0.0007472675090225506,0.02347565137120821,0.022713438512005208
2.234021442552742,0.0007258389028266575,0.022893492680716446,0.022153136999833255
2.2689280275926285,0.0007046836071303334,0.02228351716763998,0.021564739888367043
2.303834612632515,0.000683743210729325,0.021646474297352447,0.020949056222408537
2.3387411976724017,0.0006629693006903741,0.020983147568539855,0.020306918881835674
2.3736477827122884,0.0006423216111335087,0.02029435377994939,0.019639185736593213
2.4085543677521746,0.0006217665430183657,0.01958094231684069,0.018946740442961955
2.443460952792061,0.0006012759644449899,0.01884379447802801,0.01823049299429412
2.478367537831948,0.0005808262237315744,0.01808382287236556,0.017491380124159354
2.5132741228718345,0.0005603973234028733,0.017301970925251223,0.016730365655380292
2.548180707911721,0.0005399722141284683,0.01649921255330827,0.015948440894897234
2.5830872929516078,0.0005195361747711973,0.015676552092296223,0.015146625194029602
