fit_start,fit_end,hold_start,hold_end,n_detections,top_lambda_hat,top_mu_hat,top_a0,top_a1,top_stability_margin,top_sigma1_eigval,top_z_plus,top_threshold_main,top_off_component_ratio,top_component_sigma1,top_component_sigma2
2015-01-06,2016-03-15,2016-03-29,2016-04-19,4,0.004275187693685593,0.0008458978629174556,1.0,0.0,0.0023612400299214695,0.004275187693685595,0.0018734976336482795,0.001910967586321245,5.328024637772737,0.00427518769368559,0.022778305363059626
2015-01-20,2016-03-29,2016-04-05,2016-04-26,4,0.004382960462436365,0.0008674784709553091,1.0,0.0,0.002469125261024521,0.0043829604624363635,0.0018733877055305316,0.0019108554596411421,5.164559174619193,0.004382960462436369,0.022636058668268927
2015-01-27,2016-04-05,2016-04-12,2016-05-03,5,0.004249368557212719,0.0008407187344340339,1.0,0.0,0.002333031200590229,0.0042493685572127194,0.0018758380131152716,0.001913354773377577,5.346671889382312,0.00424936855721272,0.022719979412474327
2015-02-03,2016-04-12,2016-04-19,2016-05-10,5,0.004501643888036349,0.0008912650984895729,1.0,0.0,0.0025918299638931774,0.004501643888036353,0.0018694523804411002,0.0019068414280499222,5.1230576945626405,0.004501643888036351,0.02306218135878551
2015-02-17,2016-04-19,2016-04-26,2016-05-17,5,0.0044431181006985175,0.000879581969463892,1.0,0.0,0.002540348129467789,0.004443118100698515,0.0018625564716617331,0.0018998076010949677,5.135472798772627,0.004443118100698518,0.02281751214787154
2015-02-24,2016-04-26,2016-05-03,2016-05-31,5,0.004379332301790654,0.0008667370379126396,1.0,0.0,0.0024620623882065837,0.004379332301790651,0.0018767508778052876,0.0019142858953613933,5.240856868547505,0.004379332301790656,0.022951453773491517
2015-03-03,2016-05-03,2016-05-10,2016-06-07,5,0.004436571484640493,0.000878106290101248,1.0,0.0,0.0025026693075273134,0.004436571484640493,0.0018930303973624866,0.0019308910053097363,5.305007415454096,0.004436571484640496,0.02353604462521002
2015-03-10,2016-05-10,2016-05-17,2016-06-14,5,0.0043376059590913875,0.0008582403809447446,1.0,0.0,0.002393518093810848,0.004337605959091389,0.0019030021551980482,0.0019410621983020093,5.467226989137101,0.004337605959091382,0.023714676367786326
2015-03-17,2016-05-17,2016-05-31,2016-06-21,5,0.004355890452728476,0.000861881424743795,1.0,0.0,0.0024079686379131727,0.004355890452728476,0.0019067551222833026,0.0019448902247289686,5.4330247078855,0.004355890452728476,0.023665660454516364
2015-03-24,2016-05-31,2016-06-07,2016-07-05,5,0.004422219312827306,0.0008751916093240498,1.0,0.0,0.0024799825971923784,0.004422219312827309,0.001901189795294033,0.0019392135911999136,5.355538286993597,0.004422219312827308,0.023683364843329162
2015-04-07,2016-06-07,2016-06-14,2016-07-12,5,0.004553253610523731,0.0009014244869550325,1.0,0.0,0.0026107986488687353,0.004553253610523731,0.0019014028319909388,0.0019394308886307575,5.267330584242484,0.004553253610523729,0.023983492000524152
2015-04-14,2016-06-14,2016-06-21,2016-07-19,5,0.004520864090077038,0.0008949106665223252,1.0,0.0,0.0025732674573634012,0.004520864090077037,0.0019064352089520665,0.001944563913131108,5.329650014492959,0.004520864090077037,0.02409462336319978
2015-04-21,2016-06-21,2016-07-05,2016-07-26,5,0.004714098949760559,0.0009333089600109071,1.0,0.0,0.0027110322562300068,0.004714098949760556,0.00196073335207585,0.001999948019117367,5.577055913459864,0.004714098949760559,0.02629079342439706
2015-04-28,2016-07-05,2016-07-12,2016-08-02,5,0.004612597463370238,0.000912911439494088,1.0,0.0,0.0025951317115885573,0.004612597463370239,0.0019748283641151812,0.002014324931397485,5.8188084092018295,0.00461259746337024,0.02683982090812178
2015-05-05,2016-07-12,2016-07-19,2016-08-09,5,0.004678447414563258,0.0009261307047197701,1.0,0.0,0.002666640567636122,0.004678447414563259,0.0019692906718735623,0.0020086764853110336,5.816189325476616,0.004678447414563253,0.027210735912386465
2015-05-12,2016-07-19,2016-07-26,2016-08-16,5,0.0046961388792137945,0.0009297326031768241,1.0,0.0,0.0026954501894967905,0.0046961388792137945,0.0019584079481244163,0.0019975761070869045,5.783454546891288,0.004696138879213801,0.02715990575382201
2015-05-26,2016-07-26,2016-08-02,2016-08-23,5,0.004645885699202325,0.0009196058314747987,1.0,0.0,0.0026319923940526686,0.004645885699202323,0.001971334901053158,0.002010761599074221,5.867800065298549,0.004645885699202319,0.02726112840914896
2015-06-02,2016-08-02,2016-08-09,2016-09-06,5,0.004664240926256266,0.0009231835228140651,1.0,0.0,0.002631051046602001,0.0046642409262562644,0.0019902250820508444,0.0020300295836918614,5.848052816749377,0.004664240926256261,0.027276727286790647
2015-06-09,2016-08-09,2016-08-16,2016-09-13,5,0.00467647835257577,0.0009256082010234361,1.0,0.0,0.0026384383167039256,0.004676478352575766,0.0019949727459040753,0.0020348722008221567,5.864927065254767,0.004676478352575767,0.02742720446009964
2015-06-16,2016-08-16,2016-08-23,2016-09-20,5,0.004677793518245514,0.0009258537321606562,1.0,0.0,0.002636634131453535,0.0046777935182455155,0.0019980257257397704,0.0020379862402545657,5.868803781320087,0.004677793518245517,0.027453052288113882
2015-06-23,2016-08-23,2016-09-06,2016-09-27,5,0.004628227764611398,0.0009159251134700607,1.0,0.0,0.0025859565964456354,0.004628227764611397,0.0019991145632825423,0.0020390968545481933,5.932404930444976,0.004628227764611395,0.02745652121000297
2015-07-07,2016-09-06,2016-09-13,2016-10-04,5,0.004363990778087087,0.000862950037211424,1.0,0.0,0.0023104447877976583,0.004363990778087088,0.0020101503636177145,0.0020503533708900686,6.331628652912566,0.0043639907780870825,0.027631169051582374
2015-07-14,2016-09-13,2016-09-20,2016-10-11,5,0.004362432524498024,0.0008626603451707231,1.0,0.0,0.002312960657626922,0.004362432524498024,0.0020061625096731385,0.002046285759866601,6.323138530655596,0.004362432524498021,0.0275842651830386
2015-07-21,2016-09-20,2016-09-27,2016-10-18,5,0.004327107228395076,0.0008555763330637909,1.0,0.0,0.0022762959575941062,0.0043271072283950765,0.002007472855229924,0.002047622312334522,6.374370536102339,0.0043271072283950765,0.02758258482323703
2015-07-28,2016-09-27,2016-10-04,2016-10-25,4,0.004109579261453557,0.0008120232044780255,1.0,0.0,0.0020617157543946687,0.004109579261453557,0.0020045870053202477,0.0020446787454266526,6.624479288925227,0.00410957926145356,0.027223822703695735
2015-08-04,2016-10-04,2016-10-11,2016-11-01,4,0.00410065337066615,0.0008102819658340292,1.0,0.0,0.002061834250543727,0.00410065337066615,0.0019957329292928268,0.0020356475878786835,6.5620892416321315,0.004100653370666147,0.026908853367310862
2015-08-11,2016-10-11,2016-10-18,2016-11-08,5,0.004271804720750317,0.0008446738244849742,1.0,0.0,0.002253873347559848,0.004271804720750318,0.0019752865966990367,0.0020147923286330176,6.286907404224736,0.0042718047207503185,0.026856440728287356
2015-08-18,2016-10-18,2016-10-25,2016-11-15,6,0.004322278822288154,0.0008548288087247122,1.0,0.0,0.002312721797409771,0.004322278822288151,0.0019670898673542175,0.0020064316647013017,6.2094894869220765,0.004322278822288147,0.026839144906544182
2015-08-25,2016-10-25,2016-11-01,2016-11-29,5,0.003077063442408759,0.0006055603149779379,1.0,0.0,0.0011106852043587826,0.003077063442408762,0.0019248233308585426,0.0019633197974757133,7.263621315699998,0.003077063442408759,0.022350623610041476
2015-09-08,2016-11-01,2016-11-08,2016-12-06,5,0.002742892466629824,0.0005385790604608029,1.0,0.0,0.0007861464894907198,0.0027428924666298253,0.00191539518982012,0.0019537030936165223,7.714323722319062,0.0027428924666298223,0.021159560423092683
2015-09-15,2016-11-08,2016-11-15,2016-12-13,6,0.0032294601306645555,0.0006359762897633803,1.0,0.0,0.0012385013977850062,0.003229460130664558,0.0019488845793111484,0.0019878622708973713,7.046227729440947,0.003229460130664559,0.0227555115238126
