theta,z_plus,lambda_top,edge_margin
0.0,0.0021500613595442,0.004362432524498024,0.00216936993776294
0.04363323129985824,0.002168822701357079,0.005607747104439707,0.0033955479490554857
0.08726646259971647,0.002185741896650149,0.006906271017510765,0.004676814282927613
0.1308996938995747,0.0022007861017312703,0.0082285985478521,0.0059837967240862055
0.17453292519943295,0.0022139253660603503,0.00955797467936741,0.007299770805985852
0.2181661564992912,0.002225132672914355,0.01088395581827209,0.008614320491899446
0.2617993877991494,0.002234383966242893,0.012199361061562566,0.009920289415994816
0.30543261909900765,0.002241658162998024,0.013498797169629748,0.011212305843371764
0.3490658503988659,0.0022469371499863164,0.014777913521573167,0.012486037628587124
0.39269908169872414,0.002250205764009686,0.016033006781361332,0.013737796902071452
0.4363323129985824,0.002251451753716349,0.01726080128666532,0.014964320497874644
0.4799655442984406,0.0022506657211506294,0.018458322152918816,0.016162643117345173
0.5235987755982988,0.0022478410404388064,0.0196228195665906,0.017330021705343018
0.5672320068981571,0.0022429737503344388,0.020751722512300556,0.01846388928695943
0.6108652381980153,0.002236062416410421,0.021842610039338774,0.019561826374600143
0.6544984694978736,0.002227107957441601,0.022893193307782153,0.02062154319119172
0.6981317007977318,0.002216113428849251,0.02390130443601938,0.021640868738593142
0.74176493209759,0.0022030837538000152,0.024864889733621207,0.02261774430474519
0.7853981633974483,0.002188025389404945,0.025782005809835702,0.02355021991264266
0.8290313946973065,0.0021709459110547742,0.02665081758960295,0.02443645276032708
0.8726646259971648,0.002151853491651266,0.02746959760144145,0.02527470703995716
0.916297857297023,0.002130756243406427,0.028236726110681266,0.02606335474240671
0.9599310885968813,0.002107661376470735,0.02895069180604446,0.026800877202044313
1.0035643198967394,0.0020825741084434385,0.029610092835920754,0.027485867245308448
1.0471975511965976,0.002055496227647233,0.03021363804983964,0.028117031897639463
1.0908307824964558,0.002026424163691189,0.030760148340969608,0.028693195694004595
1.1344640137963142,0.001995346338335361,0.0312485580134558,0.029213304748353732
1.1780972450961724,0.0019622394338335205,0.0316779161181502,0.029676431895640006
1.2217304763960306,0.0019270629776685971,0.03204738771445842,0.03008178347723645
1.2653637076958888,0.0018897512053953902,0.03235625502637318,0.030428708796869885
1.3089969389957472,0.0018502003174276096,0.03260391846846197,0.03071671414468581
1.3526301702956054,0.001808247502714696,0.03278989752341961,0.030945485070650623
1.3962634015954636,0.0017636342286883077,0.03291383145733649,0.03111492454407442
1.4398966328953218,0.0017159368605885086,0.03297547986245636,0.03122522426465608
1.48352986419518,0.0016644220196174498,0.03297472302018751,0.03127701256017771
1.5271630954950384,0.0016077058500504776,0.032911562079686776,0.03127170211263529
1.5707963267948966,0.0015428664114497735,0.03278611904962843,0.03121239530994966
1.6144295580947547,0.0014644890674344634,0.032598636602923545,0.031104857754140392
1.658062789394613,0.0013772019024477012,0.03234947769629426,0.030944731755797605
1.7016960206944713,0.0012983983352668211,0.03203912500884698,0.030714758706874824
1.7453292519943295,0.001231887618604338,0.031668180206255066,0.03041165483527864
1.7889624832941877,0.0011753069059072929,0.03123736304000982,0.03003854999598438
1.832595714594046,0.0011260577259234609,0.030747510294616996,0.029598931414175068
1.876228945893904,0.0010821678490362154,0.030199574599863138,0.0290957633938462
1.9198621771937625,0.0010422237608731187,0.029594623130703213,0.02853155489461263
1.9634954084936207,0.0010052133849769171,0.028933836224425802,0.027908518571749346
2.007128639793479,0.0009704025244718988,0.02821850595425053,0.027228695379289194
2.050761871093337,0.0009372499898090631,0.027450034711457377,0.026494039721852134
2.0943951023931953,0.000905350706334604,0.026629933866094524,0.025706476145633227
2.1380283336930535,0.0008743973660593656,0.0257598226016314,0.024867937288250846
2.1816615649929116,0.0008441541781502964,0.024841427055245724,0.02398038979353242
2.2252947962927703,0.000814438564336172,0.023876579948443798,0.023045852612820904
2.2689280275926285,0.0007851081462279955,0.022867220971486905,0.02206641066233435
2.3125612588924866,0.0007560513161327956,0.02181539830438295,0.0210442259619275
2.356194490192345,0.0007271802745455712,0.02072327184154773,0.019981547961511248
2.399827721492203,0.0006984257909234635,0.019593118978439926,0.018880724671697994
2.443460952792061,0.0006697331828185454,0.01842734428958115,0.017744216443106232
2.4870941840919194,0.0006410591623267469,0.017228495209739403,0.016574614864166122
2.5307274153917776,0.000612369298380158,0.015999287167270664,0.015374670482922903
2.574360646691636,0.0005836359066502771,0.014742643977991233,0.01414733535320795
2.6179938779914944,0.0005548362158184965,0.013461763619697788,0.012895830679562922
2.6616271092913526,0.000525950673986151,0.012160227698672244,0.01162375801120637
2.705260340591211,0.00049696125071177,0.010842189155589932,0.010335288679863927
2.748893571891069,0.0004678495493675726,0.009512706439182273,0.009035499898827348
2.792526803190927,0.0004385944469809029,0.008178365556735994,0.007730999220815473
2.8361600344907854,0.00040916876597692204,0.006848496951119755,0.006431144809823294
2.8797932657906435,0.00037953400731673614,0.005537673905512311,0.00515054921804924
2.9234264970905017,0.000349631034071573,0.004270981338443483,0.003914357683690479
2.96705972839036,0.00031936153203435504,0.0030944685353379523,0.00276871977266291
3.0106929596902186,0.00028854542505740076,0.002088870242513548,0.001794553908954999
3.0543261909900767,0.0002568007423074576,0.0013597852100909807,0.001097848452937374
3.097959422289935,0.00022305545276177902,0.0009405330567143572,0.0007130164948973426
3.141592653589793,0.00034939815598868313,0.0006669360212634174,0.00031054990215496057
3.1852258848896513,0.00013661809686616288,0.00044853493142544594,0.0003091844726219598
3.2288591161895095,0.00010479070130998792,0.00027426308695480123,0.00016737657161861356
3.2724923474893677,8.05854064785764e-05,0.0001397901020269926,5.759298741884469e-05
