window_id,window_start,regime,vol_signal,calm_threshold,crisis_threshold,vol_state_label
0.0,2018-07-03T00:00:00,full,0.032702315217671064,0.02965691373999993,0.03459398648470171,mid
1.0,2018-07-05T00:00:00,full,0.03232352405800007,0.029658909606482722,0.03455917736192407,mid
2.0,2018-07-06T00:00:00,full,0.03113018597052778,0.029660905472965515,0.03452436823914643,mid
3.0,2018-07-09T00:00:00,full,0.0302724983430002,0.02966290133944831,0.03448955911636879,mid
4.0,2018-07-10T00:00:00,calm,0.029625977913732303,0.029664897205931105,0.03445474999359115,calm
5.0,2018-07-11T00:00:00,calm,0.029010793072656662,0.02965691373999993,0.03441994087081351,calm
6.0,2018-07-12T00:00:00,calm,0.02911486691739687,0.029632165078985827,0.03441420270800547,calm
7.0,2018-07-13T00:00:00,full,0.029630162389143733,0.02960081307168278,0.034408464545197436,mid
8.0,2018-07-16T00:00:00,calm,0.028835738379255065,0.029609201352365958,0.034402726382389406,calm
9.0,2018-07-17T00:00:00,calm,0.028195437428241075,0.02956766526393129,0.03439698821958137,calm
10.0,2018-07-18T00:00:00,calm,0.028139181151099903,0.02950218027839071,0.034391250056773334,calm
11.0,2018-07-19T00:00:00,calm,0.02794968377353093,0.029443255410546217,0.0343502077105562,calm
12.0,2018-07-20T00:00:00,calm,0.0278659037697486,0.029333491911614776,0.03430916536433906,calm
13.0,2018-07-23T00:00:00,calm,0.02685887760998365,0.029259949696133974,0.034268123018121925,calm
14.0,2018-07-24T00:00:00,calm,0.02607393316383906,0.029218708307385842,0.03422708067190478,calm
15.0,2018-07-25T00:00:00,calm,0.02592914406126551,0.02911486691739687,0.034186038325687645,calm
16.0,2018-07-26T00:00:00,calm,0.026436593370869312,0.02911186339005433,0.03413757595330986,calm
17.0,2018-07-27T00:00:00,calm,0.027204326250185602,0.029093704503749748,0.03408911358093207,calm
18.0,2018-07-30T00:00:00,calm,0.02771165445741749,0.029053576729524935,0.03404065120855428,calm
19.0,2018-07-31T00:00:00,calm,0.0271243156381587,0.028999044155373934,0.033992188836176496,calm
20.0,2018-08-01T00:00:00,calm,0.027385584149718766,0.028952048486243016,0.03394372646379871,calm
21.0,2018-08-02T00:00:00,calm,0.028738599946243115,0.028921803225131455,0.033931033205302004,calm
22.0,2018-08-03T00:00:00,calm,0.028782882978285514,0.028887173851535948,0.0339183399468053,calm
23.0,2018-08-06T00:00:00,full,0.029001331282410264,0.02885577243929655,0.0339056466883086,mid
24.0,2018-08-07T00:00:00,full,0.028899185141653506,0.02886245045931038,0.0338929534298119,mid
25.0,2018-08-08T00:00:00,calm,0.02881658022453547,0.028869128479324206,0.033880260171315194,calm
26.0,2018-08-09T00:00:00,full,0.028902929737629236,0.02884241639926889,0.03387300352134889,mid
27.0,2018-08-10T00:00:00,full,0.030062940648982066,0.028849094419282722,0.033865746871382586,mid
28.0,2018-08-13T00:00:00,full,0.02989729614868937,0.02885577243929655,0.033858490221416286,mid
29.0,2018-08-14T00:00:00,full,0.029379998517058414,0.02886245045931038,0.03385123357144998,mid
