run,run_path,crisis_label,design,label,strategy,estimator,n_windows,mean_mse,median_mse,iqr_mse,coverage_error,mean_qlike,median_qlike,sign_test_p_de_vs_lw,sign_test_p_de_vs_alias,delta_median_de_minus_lw,delta_median_de_minus_alias,ci_lo_de_minus_lw,ci_hi_de_minus_lw,ci_lo_de_minus_alias,ci_hi_de_minus_alias,dm_stat_de_vs_lw,dm_p_de_vs_lw,dm_stat_de_vs_oas,dm_p_de_vs_oas,dm_stat_de_vs_cc,dm_p_de_vs_cc,dm_stat_de_vs_factor,dm_p_de_vs_factor,dm_stat_de_vs_lw_qlike,dm_p_de_vs_lw_qlike,dm_stat_de_vs_oas_qlike,dm_p_de_vs_oas_qlike,var_kupiec_p,var_independence_p,es_shortfall_p,dm_stat_de_vs_poet,dm_p_de_vs_poet,dm_stat_de_vs_tyler,dm_p_de_vs_tyler,substitution_fraction,skip_no_isolated_share,edge_margin_median,edge_margin_iqr,edge_margin_count,edge_mode,gating_mode,delta_frac_used_min,delta_frac_used_max
nested_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_nested_smoke/nested_J5_solver-auto_est-dealias_prep-none,,nested,full_nested_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Tyler-Shrink,24,2.594336480385862e-06,2.599633392065036e-06,4.822647108758919e-07,-0.05,-6.433894867395871,-6.43007014414473,,,,,,,,,,,,,,,,,,,,,0.2218524837076865,,,,,,,0.0,0.0,,,0,tyler,fixed,0.02,0.02
nested_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_nested_smoke/nested_J5_solver-auto_est-dealias_prep-none,,nested,full_nested_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),POET-lite,24,3.4022498910295178e-12,3.502274421709955e-12,4.883685118363717e-13,0.075,-13.206666276936955,-13.188804505684914,,,,,,,,,,,,,,,,,,,,,0.1575616480808095,0.3418701599403598,,,,,,0.0,0.0,,,0,tyler,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Aliased,4,4.658563058615628e-07,4.851289756078875e-07,7.151188074798377e-07,0.2,-7.582757406142109,-7.442608487506091,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,De-aliased,4,4.658563058615628e-07,4.851289756078875e-07,7.151188074798377e-07,0.2,-7.582757406142109,-7.442608487506091,0.125,,3.942894843192646e-07,0.0,3.942894843192646e-07,3.942894843192646e-07,0.0,0.0,,,,,,,,,14.094493613797429,0.000773584154097,6.053715816574488,0.0090428753954372,0.1857222993565239,0.3063154101247101,,,,-2.6988247330330366,0.0738595172532385,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Ledoit-Wolf,4,8.965901819592308e-08,9.083949128862292e-08,1.457665022724093e-07,0.2,-8.493002061522967,-8.326598531117927,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,SCM,4,4.658563058615629e-07,4.851289756078876e-07,7.151188074798378e-07,0.2,-7.582757406142109,-7.442608487506091,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,OAS,4,7.795507395718288e-08,7.700261739673087e-08,1.406109170667879e-07,0.2,-8.74273602970657,-8.571722374830847,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Constant-Correlation,4,3.728379402328259e-07,3.973937385840696e-07,5.115932517887891e-07,0.2,-7.621646767746854,-7.485255091381216,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Tyler-Shrink,4,0.0860110335068805,0.0907489922042754,0.0892463322831121,-0.05,-1.3509311826602808,-1.2525907799197564,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,POET-lite,4,4.658563058615621e-07,4.851289756078875e-07,7.151188074798368e-07,0.2,-7.58275740614211,-7.442608487506091,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Aliased,4,1.6285521524875127e-20,1.399311945052345e-20,2.9314922250383813e-20,0.7,-24.230464313914556,-23.46062661991715,,,,,,,,,,,,,,,,,,,,,0.0002349070638067,1.2814261573665864e-09,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),De-aliased,4,1.6285521524875127e-20,1.399311945052345e-20,2.9314922250383813e-20,0.7,-24.230464313914556,-23.46062661991715,0.125,,-6.176655231300538e-10,0.0,-6.176655231300538e-10,-6.176655231300538e-10,0.0,0.0,,,,,,,,,-14.793709932568914,0.0006701026781148,-14.089190069240818,0.0007744476561262,0.0002349070638067,1.2814261573665864e-09,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Ledoit-Wolf,4,5.757095991861666e-10,6.17665523148953e-10,6.180921081847832e-10,0.2,-10.791450119335456,-10.655697822014176,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),SCM,4,1.628552152641956e-20,1.3993119454316746e-20,2.931492225547229e-20,0.7,-24.230464313853044,-23.460626619784648,,,,,,,,,,,,,,,,,,,,,0.0002349070638067,1.2814261573665864e-09,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),OAS,4,7.05837405521975e-10,7.932591621420662e-10,5.188209357092807e-10,0.2,-10.640108382996964,-10.49332161865727,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Constant-Correlation,4,9.073786707455525e-08,9.214009166730252e-08,1.0500578079136532e-07,0.2,-8.274741847591725,-8.171632971981326,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Tyler-Shrink,4,6.835723158433351e-10,7.767809405795076e-10,4.5770827770446586e-10,0.2,-10.635530911102322,-10.500889231746596,,,,,,,,,,,,,,,,,,,,,0.1857222993565239,0.3063154101247101,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none,,oneway,full_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),POET-lite,4,1.628552152832773e-20,1.3993119456878088e-20,2.9314922259879966e-20,0.7,-24.23046431381335,-23.46062661972215,,,,,,,,,,,,,,,,,,,,,0.0002349070638067,1.2814261573665864e-09,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Aliased,6,1.0151307614557733e-05,1.2292708144195093e-05,9.939733519506322e-06,-0.05,-5.88218787049178,-5.664628485456356,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,De-aliased,6,1.0151307614557733e-05,1.2292708144195093e-05,9.939733519506322e-06,-0.05,-5.88218787049178,-5.664628485456356,0.03125,,9.048051839617031e-06,0.0,9.048051839617031e-06,9.048051839617031e-06,0.0,0.0,3.1377016348157047,0.0257329322770709,3.270335098617424,0.0221903348155045,,,,,23.315732280983987,2.7010767611468367e-06,16.809814081063276,1.361951001066508e-05,1.0,,,,,-5.4978940259955715,0.0027196523809136,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Ledoit-Wolf,6,2.3762463215639914e-06,2.868455496849716e-06,2.2119154760935054e-06,-0.05,-6.6217499706551015,-6.380930112146348,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,SCM,6,1.0151307614557734e-05,1.2292708144195096e-05,9.939733519506324e-06,-0.05,-5.88218787049178,-5.664628485456356,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,OAS,6,2.038211592105182e-06,2.410985851566621e-06,2.349300967465014e-06,-0.05,-6.738839928276796,-6.4803709219363075,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Constant-Correlation,6,1.0967345240451313e-05,1.3259271103950964e-05,1.0949539458032593e-05,-0.05,-5.8509159438750435,-5.62815483131064,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Tyler-Shrink,6,0.2046269025500499,0.2312646594928171,0.104088022547979,-0.05,-0.8276378420820124,-0.7332190065056915,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,POET-lite,6,1.0151307614557724e-05,1.229270814419508e-05,9.939733519506302e-06,-0.05,-5.882187870491781,-5.664628485456356,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Aliased,6,4.42176105886256e-13,3.0966515948736154e-37,9.703387330994542e-28,0.45,-25.24712665438629,-27.631021115928547,,,,,,,,,,,,,,,,,,,,,0.0015959728570581,0.7098338753206082,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),De-aliased,6,4.42176105886256e-13,3.0966515948736154e-37,9.703387330994542e-28,0.45,-25.24712665438629,-27.631021115928547,0.03125,,-4.3431019479085385e-08,0.0,-4.3431019479085385e-08,-4.3431019479085385e-08,0.0,0.0,,,,,-2.3643545101975114,0.0644020736502883,,,-8.259594200985577,0.0004242409659649,-8.530485864967584,0.0003643565497883,0.0015959728570581,0.7098338753206082,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Ledoit-Wolf,6,1.5048576333469406e-07,4.3431019479085385e-08,2.089546386500283e-07,0.2833333333333333,-8.59691938123084,-8.476067690456055,,,,,,,,,,,,,,,,,,,,,0.0294667458194609,0.0252884557869716,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),SCM,6,4.421761058860531e-13,2.209138005258699e-37,9.703466334439558e-28,0.45,-25.24712665438633,-27.631021115928547,,,,,,,,,,,,,,,,,,,,,0.0015959728570581,0.7098338753206082,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),OAS,6,1.7796712334005166e-07,5.4470971478338086e-08,3.306202404121503e-07,0.1166666666666666,-8.460123234752013,-8.3639838711748,,,,,,,,,,,,,,,,,,,,,0.3144512343172992,1.2814261507613736e-09,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Constant-Correlation,6,1.0115460883442632e-05,1.030378236637404e-05,1.1039345944154286e-05,-0.05,-6.103441679297635,-5.755381708934976,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),Tyler-Shrink,6,5.5958304761956907e-08,5.930806369920498e-09,4.635725395557094e-08,0.2833333333333333,-9.312899586250795,-9.472393661702435,,,,,,,,,,,,,,,,,,,,,0.0294667458194609,0.0252884557869716,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_calibrated/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Min-Variance (long-only),POET-lite,6,4.4217610588619933e-13,5.3401126507377535e-37,9.70376214960699e-28,0.45,-25.247126654386303,-27.631021115928547,,,,,,,,,,,,,,,,,,,,,0.0015959728570581,0.7098338753206082,,,,,,0.0,0.0,,,0,tyler,calibrated,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Aliased,6,1.0151307614557733e-05,1.2292708144195093e-05,9.939733519506322e-06,-0.05,-5.88218787049178,-5.664628485456356,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,huber,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,De-aliased,6,1.0151307614557733e-05,1.2292708144195093e-05,9.939733519506322e-06,-0.05,-5.88218787049178,-5.664628485456356,0.03125,,9.048051839617031e-06,0.0,9.048051839617031e-06,9.048051839617031e-06,0.0,0.0,3.1377016348157047,0.0257329322770709,3.270335098617424,0.0221903348155045,,,,,23.315732280983987,2.7010767611468367e-06,16.809814081063276,1.361951001066508e-05,1.0,,,,,-5.4978940259955715,0.0027196523809136,0.0,0.0,,,0,huber,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Ledoit-Wolf,6,2.3762463215639914e-06,2.868455496849716e-06,2.2119154760935054e-06,-0.05,-6.6217499706551015,-6.380930112146348,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,huber,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,SCM,6,1.0151307614557734e-05,1.2292708144195096e-05,9.939733519506324e-06,-0.05,-5.88218787049178,-5.664628485456356,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,huber,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,OAS,6,2.038211592105182e-06,2.410985851566621e-06,2.349300967465014e-06,-0.05,-6.738839928276796,-6.4803709219363075,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,huber,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Constant-Correlation,6,1.0967345240451313e-05,1.3259271103950964e-05,1.0949539458032593e-05,-0.05,-5.8509159438750435,-5.62815483131064,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,huber,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,Tyler-Shrink,6,0.2046269025500499,0.2312646594928171,0.104088022547979,-0.05,-0.8276378420820124,-0.7332190065056915,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,huber,fixed,0.02,0.02
oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,/Users/mateobodon/Documents/Programming/Projects/fjs-dealias-portfolio/experiments/equity_panel/outputs_smoke_huber/oneway_J5_solver-auto_est-dealias_prep-none__crisis_20200215_20200531,crisis_20200215_20200531,oneway,crisis_20200215_20200531_oneway_J5_solver-auto_est-dealias_prep-none,Equal Weight,POET-lite,6,1.0151307614557724e-05,1.229270814419508e-05,9.939733519506302e-06,-0.05,-5.882187870491781,-5.664628485456356,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,0.0,,,0,huber,fixed,0.02,0.02
