estimator,portfolio,regime,vaR95,es95,violation_rate,realised_var,realised_es,qlike,mv_turnover,mv_turnover_cost_bps,cov_condition
overlay,ew,crisis,-0.0037164668604486345,-0.004660599378640319,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.07010933251806262,0.0,0.0,9.779555842261086
overlay,mv,crisis,-0.0030942719261501063,-0.0038803418294488744,0.09523809523809523,5.3274225444235856e-06,-0.004026367270239913,0.09634460552402357,0.0,0.0,9.779555842261086
baseline,ew,crisis,-0.0037164668604486345,-0.004660599378640319,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.07010933251806262,0.0,0.0,9.779555842261086
baseline,mv,crisis,-0.0030942719261501063,-0.0038803418294488744,0.09523809523809523,5.3274225444235856e-06,-0.004026367270239913,0.09634460552402357,0.0,0.0,9.779555842261086
sample,ew,crisis,-0.004070845032073616,-0.00510500390274785,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.015364444234270636,0.0,0.0,15142.24017024757
sample,mv,crisis,-0.0028540550309197246,-0.0035791001516165917,0.14285714285714285,5.3274225444235856e-06,-0.003682544365701096,0.19879660996784598,0.0,0.0,15142.24017024757
scm,ew,crisis,-0.004070845032073616,-0.00510500390274785,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.015364444234270636,0.0,0.0,15142.24017024757
scm,mv,crisis,-0.0028540550309197246,-0.0035791001516165917,0.14285714285714285,5.3274225444235856e-06,-0.003682544365701096,0.19879660996784598,0.0,0.0,15142.24017024757
rie,ew,crisis,-0.0037164668604486345,-0.004660599378640319,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.07010933251806262,0.0,0.0,9.779555842261086
rie,mv,crisis,-0.0030942719261501063,-0.0038803418294488744,0.09523809523809523,5.3274225444235856e-06,-0.004026367270239913,0.09634460552402357,0.0,0.0,9.779555842261086
lw,ew,crisis,-0.003835887570282226,-0.00481035776663252,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.046165740541540545,0.0,0.0,18.851195747469895
lw,mv,crisis,-0.0029925699329316816,-0.0037528034269288385,0.14285714285714285,5.3274225444235856e-06,-0.003682544365701096,0.13356528594646333,0.0,0.0,18.851195747469895
oas,ew,crisis,-0.0038590761931194197,-0.004839437235182793,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.042219631296209315,0.0,0.0,21.66720458565498
oas,mv,crisis,-0.002977093333196386,-0.00373339514647909,0.14285714285714285,5.3274225444235856e-06,-0.003682544365701096,0.1399724529701687,0.0,0.0,21.66720458565498
cc,ew,crisis,-0.004908011965975179,-0.0061548450121850125,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.019409896053652842,0.0,0.0,2016.598077573597
cc,mv,crisis,-0.003878639132337779,-0.004863969950201933,0.047619047619047616,5.3274225444235856e-06,-0.004699457676736891,0.000902922820773977,0.0,0.0,2016.598077573597
quest,ew,crisis,-0.004027684926691576,-0.005050879389364915,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.019594175827472915,0.0,0.0,21.719583601677765
quest,mv,crisis,-0.0030319686783040777,-0.003802211043112891,0.09523809523809523,5.3274225444235856e-06,-0.004026367270239913,0.11816792494523631,0.0,0.0,21.719583601677765
ewma,ew,crisis,-0.003990442670455443,-0.005004176097558263,0.047619047619047616,7.262467661866403e-06,-0.005561357109494775,0.023729061346566382,0.0,0.0,25702.31136179175
ewma,mv,crisis,-0.0028300906738445764,-0.0035490478810360146,0.14285714285714285,5.3274225444235856e-06,-0.003682544365701096,0.21202632652725217,0.0,0.0,25702.31136179175
overlay,ew,crisis,-0.0037805307084621794,-0.00474093802861531,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.05352518525027228,0.0,0.0,9.7213084991473
overlay,mv,crisis,-0.0031625337039724744,-0.003965944852763714,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.054283395962738235,0.023088768385630856,0.11544384192815428,9.7213084991473
baseline,ew,crisis,-0.0037805307084621794,-0.00474093802861531,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.05352518525027228,0.0,0.0,9.7213084991473
baseline,mv,crisis,-0.0031625337039724744,-0.003965944852763714,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.054283395962738235,0.023088768385630856,0.11544384192815428,9.7213084991473
sample,ew,crisis,-0.004160857428436814,-0.005217883079211057,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.00731463599258797,0.0,0.0,16754.702512404223
sample,mv,crisis,-0.002958869096444613,-0.0037105412183611208,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.11576166975596736,0.023088768385630856,0.11544384192815428,16754.702512404223
scm,ew,crisis,-0.004160857428436814,-0.005217883079211057,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.00731463599258797,0.0,0.0,16754.702512404223
scm,mv,crisis,-0.002958869096444613,-0.0037105412183611208,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.11576166975596736,0.023088768385630856,0.11544384192815428,16754.702512404223
rie,ew,crisis,-0.0037805307084621794,-0.00474093802861531,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.05352518525027228,0.0,0.0,9.7213084991473
rie,mv,crisis,-0.0031625337039724744,-0.003965944852763714,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.054283395962738235,0.023088768385630856,0.11544384192815428,9.7213084991473
lw,ew,crisis,-0.003910584360949401,-0.0049040305556663066,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.03196704023563157,0.0,0.0,18.806752111762044
lw,mv,crisis,-0.0030731388087944576,-0.003853840047698941,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.07760008485907188,0.023088768385630856,0.11544384192815428,18.806752111762044
oas,ew,crisis,-0.003934226272398222,-0.004933678466422852,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.028749053134474956,0.0,0.0,21.4653660017386
oas,mv,crisis,-0.003060657821528596,-0.0038381883861396426,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.08128880091798019,0.023088768385630856,0.11544384192815428,21.4653660017386
cc,ew,crisis,-0.005035412860685774,-0.0063146108739623305,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.03173889814062747,0.0,0.0,2047.9469340458465
cc,mv,crisis,-0.004003128273714384,-0.0050200843558278275,0.047619047619047616,5.052057024702546e-06,-0.004354367366522545,0.012004292004892836,0.023088768385630856,0.11544384192815428,2047.9469340458465
quest,ew,crisis,-0.004133095417769913,-0.005183068397815419,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.009101373462967022,0.0,0.0,21.719583601677762
quest,mv,crisis,-0.0031373281274112504,-0.00393433604287234,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.06032696233367685,0.023088768385630856,0.11544384192815428,21.719583601677762
ewma,ew,crisis,-0.004094403967027114,-0.00513454775763169,0.047619047619047616,7.204466722310411e-06,-0.005561357109494775,0.011957849078650717,0.0,0.0,27112.19824034688
ewma,mv,crisis,-0.002973059369054982,-0.0037283363927011494,0.14285714285714285,5.052057024702546e-06,-0.003633959397723874,0.11046249181589318,0.023088768385630856,0.11544384192815428,27112.19824034688
overlay,ew,crisis,-0.0037805307084621794,-0.00474093802861531,0.047619047619047616,6.220480275231972e-06,-0.005561357109494775,0.014111347784248496,0.0,0.0,9.7213084991473
overlay,mv,crisis,-0.0031625337039724744,-0.003965944852763714,0.14285714285714285,4.375650367666968e-06,-0.003633959397723874,0.015048594902796308,0.0,0.0,9.7213084991473
baseline,ew,crisis,-0.0037805307084621794,-0.00474093802861531,0.047619047619047616,6.220480275231972e-06,-0.005561357109494775,0.014111347784248496,0.0,0.0,9.7213084991473
baseline,mv,crisis,-0.0031625337039724744,-0.003965944852763714,0.14285714285714285,4.375650367666968e-06,-0.003633959397723874,0.015048594902796308,0.0,0.0,9.7213084991473
sample,ew,crisis,-0.004160857428436814,-0.005217883079211057,0.047619047619047616,6.220480275231972e-06,-0.005561357109494775,0.00039648238325562524,0.0,0.0,16754.702512404223
sample,mv,crisis,-0.002958869096444613,-0.0037105412183611208,0.14285714285714285,4.375650367666968e-06,-0.003633959397723874,0.050470908614451915,0.0,0.0,16754.702512404223
scm,ew,crisis,-0.004160857428436814,-0.005217883079211057,0.047619047619047616,6.220480275231972e-06,-0.005561357109494775,0.00039648238325562524,0.0,0.0,16754.702512404223
scm,mv,crisis,-0.002958869096444613,-0.0037105412183611208,0.14285714285714285,4.375650367666968e-06,-0.003633959397723874,0.050470908614451915,0.0,0.0,16754.702512404223
rie,ew,crisis,-0.0037805307084621794,-0.00474093802861531,0.047619047619047616,6.220480275231972e-06,-0.005561357109494775,0.014111347784248496,0.0,0.0,9.7213084991473
rie,mv,crisis,-0.0031625337039724744,-0.003965944852763714,0.14285714285714285,4.375650367666968e-06,-0.003633959397723874,0.015048594902796308,0.0,0.0,9.7213084991473
lw,ew,crisis,-0.003910584360949401,-0.0049040305556663066,0.047619047619047616,6.220480275231972e-06,-0.005561357109494775,0.004736550352605118,0.0,0.0,18.806752111762044
lw,mv,crisis,-0.0030731388087944576,-0.003853840047698941,0.14285714285714285,4.375650367666968e-06,-0.003633959397723874,0.027565284544012414,0.0,0.0,18.806752111762044
oas,ew,crisis,-0.003934226272398222,-0.004933678466422852,0.047619047619047616,6.220480275231972e-06,-0.005561357109494775,0.0036045267014093163,0.0,0.0,21.4653660017386
