portfolio,baseline,dm_stat,p_value,n_effective,dm_stat_qlike,p_value_qlike,n_effective_qlike
ew,baseline,,,947,,,947
ew,lw,,,947,2.962727057220479,0.0031255931936058357,947
ew,oas,,,947,2.948705541011844,0.003269573395469072,947
mv,baseline,,,947,,,947
mv,lw,,,947,2.6140849832719844,0.00908885909744428,947
mv,oas,,,947,2.60986488165827,0.009200915839103763,947
