window_id,window_start,regime,vol_signal,calm_threshold,crisis_threshold,vol_state_label
0.0,2018-07-03T00:00:00,calm,0.014405797889518238,0.014765961395246479,0.018797841928449837,calm
1.0,2018-07-05T00:00:00,calm,0.01402828966622777,0.014764463845486306,0.018794189035241923,calm
2.0,2018-07-06T00:00:00,calm,0.014088937799189556,0.014758517631010683,0.018790536142034006,calm
3.0,2018-07-09T00:00:00,calm,0.014115675332195788,0.014697616440172534,0.018786883248826092,calm
4.0,2018-07-10T00:00:00,calm,0.014200540787686565,0.014610385579285554,0.018783230355618175,calm
5.0,2018-07-11T00:00:00,calm,0.014155028568149925,0.014604581972624205,0.01877957746241026,calm
6.0,2018-07-12T00:00:00,full,0.014913712939202432,0.014604394321935995,0.01877149894269489,mid
7.0,2018-07-13T00:00:00,calm,0.0145092592417813,0.014604441234608048,0.018763420422979512,calm
8.0,2018-07-16T00:00:00,calm,0.014124713928257314,0.014603886779210309,0.018755341903264135,calm
9.0,2018-07-17T00:00:00,calm,0.013965971515494597,0.014594503447339098,0.018747263383548762,calm
,,calm,0.013897773127470037,0.014559733900176052,0.018739184863833386,calm
,,calm,0.013565812072902616,0.014539156619887415,0.018725188364478926,calm
,,calm,0.014051826637308364,0.014522283902027136,0.018711191865124467,calm
,,calm,0.01397739539820736,0.014512382678813553,0.018697195365770008,calm
,,calm,0.013828806382561891,0.01450906532775838,0.01868319886641555,calm
15.0,2018-07-25T00:00:00,calm,0.014323569440473036,0.0145082896716667,0.01866920236706109,calm
16.0,2018-07-26T00:00:00,calm,0.014361481650146531,0.014488072007865985,0.01866743655267652,calm
17.0,2018-07-27T00:00:00,full,0.014619057259526426,0.014469916886061394,0.018665670738291954,mid
18.0,2018-07-30T00:00:00,full,0.015158929718584185,0.014474283788012864,0.018663904923907387,mid
19.0,2018-07-31T00:00:00,full,0.015177102244524789,0.014478650689964335,0.01866213910952282,mid
20.0,2018-08-01T00:00:00,full,0.01554714050748783,0.014483017591915805,0.01866037329513825,mid
21.0,2018-08-02T00:00:00,full,0.015825238178870934,0.014488072007865985,0.018655212847360065,mid
22.0,2018-08-03T00:00:00,full,0.016075079207954878,0.014493126423816163,0.01865005239958188,mid
23.0,2018-08-06T00:00:00,full,0.015822099555688873,0.014498180839766343,0.018644891951803688,mid
24.0,2018-08-07T00:00:00,full,0.015484608099930467,0.01450323525571652,0.0186397315040255,mid
25.0,2018-08-08T00:00:00,full,0.015418789808959187,0.0145082896716667,0.018634571056247315,mid
26.0,2018-08-09T00:00:00,full,0.01552873559683026,0.014508483585689621,0.018569824881636693,mid
27.0,2018-08-10T00:00:00,full,0.015293281437966167,0.01450867749971254,0.018505078707026064,mid
28.0,2018-08-13T00:00:00,full,0.015489806236688936,0.01450887141373546,0.018440332532415435,mid
29.0,2018-08-14T00:00:00,full,0.015276938817064453,0.01450906532775838,0.01837558635780481,mid
30.0,2018-08-15T00:00:00,full,0.015217777481414554,0.0145092592417813,0.01831084018319418,mid
31.0,2018-08-16T00:00:00,full,0.015697650751290194,0.014510300387458718,0.018308882235460656,mid
32.0,2018-08-17T00:00:00,full,0.01531543856305751,0.014511341533136136,0.018306924287727136,mid
33.0,2018-08-20T00:00:00,full,0.014898666705027623,0.014512382678813553,0.018304966339993612,mid
34.0,2018-08-21T00:00:00,full,0.014871985626923545,0.014513423824490971,0.01830300839226009,mid
35.0,2018-08-22T00:00:00,full,0.014752543691814902,0.01451446497016839,0.018301050444526568,mid
,,calm,0.014395639615643333,0.014518374436097763,0.01828659825414571,calm
37.0,2018-08-24T00:00:00,calm,0.014009567881255064,0.014511341533136136,0.01827214606376485,calm
38.0,2018-08-27T00:00:00,calm,0.013726614952117971,0.01450887141373546,0.018257693873383992,calm
,,calm,0.013539648239904082,0.01450323525571652,0.01824324168300313,calm
,,calm,0.013449221567218655,0.014483017591915805,0.01822878949262227,calm
,,calm,0.013586674035017681,0.014465549984109923,0.018197431101030916,calm
,,calm,0.013575604594104031,0.014459669429987622,0.018166072709439554,calm
,,calm,0.01333579822083665,0.014450214153779827,0.018134714317848195,calm
,,calm,0.013530359352077227,0.014436907838729609,0.01810335592625684,calm
,,calm,0.013632617070866049,0.014434359627092178,0.018071997534665478,calm
,,calm,0.013758689506316752,0.014411510237033026,0.018064230777028675,calm
,,calm,0.013501681596461763,0.014403617454719155,0.01805646401939187,calm
,,calm,0.01364725106426187,0.014399554145169193,0.018048697261755065,calm
,,calm,0.013494708211904852,0.014395527798227144,0.01804093050411826,calm
,,calm,0.013191943050048246,0.014395080528562384,0.018033163746481458,calm
,,calm,0.013094986698217927,0.014368201425829702,0.017945068472053766,calm
,,calm,0.012938644097191695,0.014361234959476292,0.017856973197626063,calm
,,calm,0.013713784445607224,0.014346070075606895,0.01776887792319837,calm
,,calm,0.013623788370643304,0.014320761853432272,0.01768078264877068,calm
,,calm,0.013581794405284432,0.014309531505269214,0.017592687374342976,calm
,,calm,0.013467507180671811,0.014295347282572288,0.017561537477957873,calm
,,calm,0.013628317584838736,0.014237044963371161,0.017530387581572767,calm
,,calm,0.013900360932603903,0.014197514517483892,0.017499237685187668,calm
,,calm,0.01363673725477961,0.014191205011485,0.017468087788802565,calm
,,calm,0.013853820473853124,0.014184124608705473,0.01743693789241746,calm
,,calm,0.013652636498562904,0.014160847776261034,0.017430864295075496,calm
,,calm,0.013777748329847832,0.014136839784214358,0.017424790697733533,calm
,,calm,0.013825229090654952,0.014123893303344919,0.01741871710039157,calm
,,full,0.014494246138110754,0.014121264959220217,0.017412643503049607,mid
,,full,0.014660160740000098,0.014122662365976325,0.017406569905707645,mid
,,full,0.01529167357961666,0.014123072678432522,0.017387803295392464,mid
,,full,0.015156937234043773,0.01412348299088872,0.017369036685077284,mid
,,full,0.01562904598400844,0.014123893303344919,0.017350270074762104,mid
,,full,0.015668014242595247,0.014124303615801116,0.017331503464446923,mid
,,crisis,0.01809949581279138,0.014124713928257314,0.017312736854131743,crisis
,,crisis,0.019169573943721565,0.014130776856235835,0.017387803295392464,crisis
,,crisis,0.01895741356088874,0.014136839784214358,0.017424790697733533,crisis
,,crisis,0.01861229773465235,0.01414290271219288,0.017499237685187668,crisis
,,crisis,0.019408979009016315,0.014148965640171403,0.01768078264877068,crisis
,,crisis,0.01919732760527063,0.014155028568149925,0.018033163746481458,crisis
,,crisis,0.01948841855080107,0.014160847776261034,0.018064230777028675,crisis
,,crisis,0.019244783470809997,0.014166666984372144,0.01808849650154102,crisis
,,crisis,0.019021920756081744,0.014172486192483253,0.018151213284723737,crisis
,,crisis,0.018705072658384635,0.014178305400594364,0.018243241683003134,crisis
,,crisis,0.0212738856167189,0.014184124608705473,0.018301050444526568,crisis
,,crisis,0.02167034628957497,0.014185894709400354,0.018308882235460656,crisis
,,crisis,0.02185940054552473,0.014187664810095237,0.018491714714069088,crisis
,,crisis,0.02188817944251016,0.014189434910790118,0.018621207063290336,crisis
,,crisis,0.021981660341075886,0.014191205011485,0.0186397315040255,crisis
,,crisis,0.02168011902820152,0.014192975112179882,0.01866037329513825,crisis
,,crisis,0.021867931275250677,0.014194488247281218,0.01866743655267652,crisis
