regime,estimator,portfolio,mse_mean,es_mse_mean,var95,es95,realised_var,realised_es,violation_rate,count,qlike_mean,mv_turnover_mean,mv_turnover_cost_bps,cov_condition_median,cov_condition_p90,baseline_mse,baseline_es_mse,baseline_qlike_mean,delta_mse_vs_baseline,delta_es_vs_baseline,delta_qlike_vs_baseline,delta_mse_ci_lower,delta_mse_ci_upper
crisis,baseline,ew,1.0598274613702209e-09,6.283160189951771e-06,-0.006192388470587615,-0.0077655049653358775,1.5257916558596411e-05,-0.008054454972940753,0.045598283674079775,419,0.6140230544785409,0.0,0.0,9.807110097810979,18.395756767015286,1.0598274613702209e-09,6.283160189951771e-06,0.6140230544785409,0.0,0.0,0.0,,
crisis,baseline,mv,9.32405095118882e-10,7.800999835992799e-06,-0.004817203446411481,-0.006040967465109904,1.113350001143117e-05,-0.006546090204000161,0.05996067336679897,419,0.7865795906134826,0.008194788443861182,0.040973942219305906,9.807110097810979,18.395756767015286,9.32405095118882e-10,7.800999835992799e-06,0.7865795906134826,0.0,0.0,0.0,,
crisis,cc,ew,1.6511146770230341e-09,1.324555415085065e-05,-0.008399106804003234,-0.010532818782392091,1.5257916558596411e-05,-0.010326821275255318,0.02236916550245829,419,0.5779419264691544,0.0,0.0,5624.895056463827,11298.942992255725,1.0598274613702209e-09,6.283160189951771e-06,0.6140230544785409,5.912872156528132e-10,6.9623939608988796e-06,-0.036081128009386454,,
crisis,cc,mv,1.059020615917762e-09,1.0052700255137551e-05,-0.006252565882772566,-0.007840969867989015,1.113350001143117e-05,-0.007604296185033223,0.0359209019865256,419,0.6761364869415125,0.008194788443861182,0.040973942219305906,5624.895056463827,11298.942992255725,9.32405095118882e-10,7.800999835992799e-06,0.7865795906134826,1.266155207988799e-10,2.2517004191447528e-06,-0.11044310367197008,,
crisis,ewma,ew,1.1663487861601883e-09,9.920760988733737e-06,-0.006946641266065446,-0.008711368400135176,1.5257916558596411e-05,-0.009088304830752866,0.033856216463193464,419,0.509603083022674,0.0,0.0,21817.356988643824,44456.7357852453,1.0598274613702209e-09,6.283160189951771e-06,0.6140230544785409,1.0652132478996744e-10,3.637600798781966e-06,-0.1044199714558669,,
crisis,ewma,mv,9.299853819180288e-10,6.7439912798718785e-06,-0.004462683187692047,-0.005596384758053626,1.113350001143117e-05,-0.006133901172438109,0.07264752149786426,419,0.8415776386767533,0.008194788443861182,0.040973942219305906,21817.356988643824,44456.7357852453,9.32405095118882e-10,7.800999835992799e-06,0.7865795906134826,-2.419713200853268e-12,-1.0570085561209202e-06,0.05499804806327069,,
crisis,lw,ew,1.2199998414312208e-09,8.948650954930565e-06,-0.006736018596499868,-0.008447239075224041,1.5257916558596411e-05,-0.008523761945010996,0.0418084768156639,419,0.5990561891867537,0.0,0.0,22.6397944553257,137.5392014095691,1.0598274613702209e-09,6.283160189951771e-06,0.6140230544785409,1.6017238006099995e-10,2.665490764978794e-06,-0.014966865291787146,,
crisis,lw,mv,9.350327665268065e-10,7.682674572161026e-06,-0.004693874700013701,-0.005886308241601963,1.113350001143117e-05,-0.006327686007413542,0.06259135721928734,419,0.8202930288379936,0.008194788443861182,0.040973942219305906,22.6397944553257,137.5392014095691,9.32405095118882e-10,7.800999835992799e-06,0.7865795906134826,2.6276714079244564e-12,-1.1832526383177285e-07,0.033713438224511005,,
crisis,oas,ew,1.304548000310435e-09,9.065929103404693e-06,-0.006862234699997315,-0.008605519161021334,1.5257916558596411e-05,-0.008613067341532187,0.04101482602201311,419,0.5930505536047553,0.0,0.0,26.86959446372014,138.16226894822586,1.0598274613702209e-09,6.283160189951771e-06,0.6140230544785409,2.447205389402142e-10,2.782768913452922e-06,-0.02097250087378555,,
crisis,oas,mv,9.364213231428314e-10,7.641986469811114e-06,-0.004700962040830918,-0.005895196052915568,1.113350001143117e-05,-0.006319538545381252,0.06284198378570337,419,0.8272085510966409,0.008194788443861182,0.040973942219305906,26.86959446372014,138.16226894822586,9.32405095118882e-10,7.800999835992799e-06,0.7865795906134826,4.016228023949383e-12,-1.590133661816844e-07,0.04062896048315834,,
