window_id,regime,estimator,portfolio,forecast_var,realised_var,vaR95,es95,violation_rate,realised_es,sq_error,sq_error_es,qlike,cov_condition,mv_turnover,mv_turnover_cost_bps,skipped,skip_reason,solver_status,solver_used
1,calm,sample,mv,0.00013459490579517444,5.076426525594468e-05,-0.019082776693362086,-0.023930571841310384,0.0,,7.027576293217552e-09,,0.35224025001501835,1062.0685548365987,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,scm,ew,0.0002009125656723324,6.605739815445656e-05,-0.023314752344820094,-0.02923764004135488,0.0,,1.8185916206274355e-08,,0.4411325767430947,1062.0685548365987,0.0,0.0,False,,,
1,calm,scm,mv,0.00013459490579517444,5.076426525594468e-05,-0.019082776693362086,-0.023930571841310384,0.0,,7.027576293217552e-09,,0.35224025001501835,1062.0685548365987,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,rie,ew,8.570840789818052e-05,6.605739815445656e-05,-0.015227863341580855,-0.01909635497710967,0.0,,3.861621839479343e-10,,0.031149393259467528,4.795593409152014,0.0,0.0,False,,,
1,calm,rie,mv,6.819227781000913e-05,5.076426525594468e-05,-0.013582973564309335,-0.017033596835642473,0.0,,3.0373562158462794e-10,,0.03956701854659839,4.795593409152014,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,lw,ew,0.00014196720984512566,6.605739815445656e-05,-0.01959842991906928,-0.02457722178965264,0.0,,5.762299510912843e-09,,0.23037247158812546,18.47306737090971,0.0,0.0,False,,,
1,calm,lw,mv,9.986770993677621e-05,5.076426525594468e-05,-0.016437652779364348,-0.02061347973934655,0.0,,2.411148279523482e-09,,0.18496884526988167,18.47306737090971,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,oas,ew,0.00015677072720342137,6.605739815445656e-05,-0.020594902640677735,-0.0258268387838426,0.0,,8.228908067145763e-09,,0.28562345939946976,28.62983827057844,0.0,0.0,False,,,
1,calm,oas,mv,0.00010840032260464469,5.076426525594468e-05,-0.017125471767073387,-0.021476032499025074,0.0,,3.3219151067026364e-09,,0.22694203418558323,28.62983827057844,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,cc,ew,0.0002044034093863791,6.605739815445656e-05,-0.02351642630716035,-0.02949054732638243,0.0,,1.9139618823783235e-08,,0.452743209266564,42.7105555430624,0.0,0.0,False,,,
1,calm,cc,mv,0.0001641802975925501,5.076426525594468e-05,-0.021075979916553373,-0.02643012909617793,0.0,,1.2863196390977925e-08,,0.48297081005588693,42.7105555430624,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,quest,ew,0.00012417289110442113,6.605739815445656e-05,-0.018329079428702072,-0.02298540506456874,0.0,,3.3774105208173823e-09,,0.16313006772267524,108.24076133623186,0.0,0.0,False,,,
1,calm,quest,mv,9.382816635180986e-05,5.076426525594468e-05,-0.015932864817192006,-0.0199804552698208,0.0,,1.8544995775944582e-09,,0.15530682008662966,108.24076133623186,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,ewma,ew,0.00017865608457851473,6.605739815445656e-05,-0.021985490673753848,-0.027570692278641912,0.0,,1.2678464184423382e-08,,0.36468475221824814,965.9492206103887,0.0,0.0,False,,,
1,calm,ewma,mv,0.0001184766943805363,5.076426525594468e-05,-0.017903738295231057,-0.022452010123405218,0.0,,4.5849730579528435e-09,,0.27599829515788965,965.9492206103887,0.032302080819174316,0.0,False,,ok,projgrad
2,calm,overlay,ew,8.570840789818052e-05,2.7341809715110602e-05,-0.015227863341580855,-0.01909635497710967,0.0,,3.406659783463941e-09,,0.4615435631823741,4.795593409152014,0.0,0.0,False,,,
2,calm,overlay,mv,6.819227781000913e-05,2.340771778219867e-05,-0.013582973564309335,-0.017033596835642473,0.0,,2.0056568168845584e-09,,0.41252607737704117,4.795593409152014,0.0,0.0,False,,ok,projgrad
2,calm,baseline,ew,8.570840789818052e-05,2.7341809715110602e-05,-0.015227863341580855,-0.01909635497710967,0.0,,3.406659783463941e-09,,0.4615435631823741,4.795593409152014,0.0,0.0,False,,,
2,calm,baseline,mv,6.819227781000913e-05,2.340771778219867e-05,-0.013582973564309335,-0.017033596835642473,0.0,,2.0056568168845584e-09,,0.41252607737704117,4.795593409152014,0.0,0.0,False,,ok,projgrad
2,calm,sample,ew,0.0002009125656723324,2.7341809715110602e-05,-0.023314752344820094,-0.02923764004135488,0.0,,3.012680732356145e-08,,1.130540896639991,1062.0685548365987,0.0,0.0,False,,,
2,calm,sample,mv,0.00013459490579517444,2.340771778219867e-05,-0.019082776693362086,-0.023930571841310384,0.0,,1.2362590778232823e-08,,0.9231161422978142,1062.0685548365987,0.0,0.0,False,,ok,projgrad
2,calm,scm,ew,0.0002009125656723324,2.7341809715110602e-05,-0.023314752344820094,-0.02923764004135488,0.0,,3.012680732356145e-08,,1.130540896639991,1062.0685548365987,0.0,0.0,False,,,
2,calm,scm,mv,0.00013459490579517444,2.340771778219867e-05,-0.019082776693362086,-0.023930571841310384,0.0,,1.2362590778232823e-08,,0.9231161422978142,1062.0685548365987,0.0,0.0,False,,ok,projgrad
2,calm,rie,ew,8.570840789818052e-05,2.7341809715110602e-05,-0.015227863341580855,-0.01909635497710967,0.0,,3.406659783463941e-09,,0.4615435631823741,4.795593409152014,0.0,0.0,False,,,
2,calm,rie,mv,6.819227781000913e-05,2.340771778219867e-05,-0.013582973564309335,-0.017033596835642473,0.0,,2.0056568168845584e-09,,0.41252607737704117,4.795593409152014,0.0,0.0,False,,ok,projgrad
2,calm,lw,ew,0.00014196720984512566,2.7341809715110602e-05,-0.01959842991906928,-0.02457722178965264,0.0,,1.3138982354966054e-08,,0.8397715208282026,18.47306737090971,0.0,0.0,False,,,
2,calm,lw,mv,9.986770993677621e-05,2.340771778219867e-05,-0.016437652779364348,-0.02061347973934655,0.0,,5.8461304002780585e-09,,0.685167870674861,18.47306737090971,0.0,0.0,False,,ok,projgrad
2,calm,oas,ew,0.00015677072720342137,2.7341809715110602e-05,-0.020594902640677735,-0.0258268387838426,0.0,,1.6751844682195955e-08,,0.9207737258359721,28.62983827057844,0.0,0.0,False,,,
2,calm,oas,mv,0.00010840032260464469,2.340771778219867e-05,-0.017125471767073387,-0.021476032499025074,0.0,,7.223742874504474e-09,,0.7487029906028351,28.62983827057844,0.0,0.0,False,,ok,projgrad
2,calm,cc,ew,0.0002044034093863791,2.7341809715110602e-05,-0.02351642630716035,-0.02949054732638243,0.0,,3.135081007814854e-08,,1.1454424772777934,42.7105555430624,0.0,0.0,False,,,
2,calm,cc,mv,0.0001641802975925501,2.340771778219867e-05,-0.021075979916553373,-0.02643012909617793,0.0,,1.981691922646176e-08,,1.0904726567158134,42.7105555430624,0.0,0.0,False,,ok,projgrad
2,calm,quest,ew,0.00012417289110442113,2.7341809715110602e-05,-0.018329079428702072,-0.02298540506456874,0.0,,9.37625832302328e-09,,0.7334493117633836,108.24076133623186,0.0,0.0,False,,,
2,calm,quest,mv,9.382816635180986e-05,2.340771778219867e-05,-0.015932864817192006,-0.0199804552698208,0.0,,4.959039576745255e-09,,0.6378736218416061,108.24076133623186,0.0,0.0,False,,ok,projgrad
2,calm,ewma,ew,0.00017865608457851473,2.7341809715110602e-05,-0.021985490673753848,-0.027570692278641912,0.0,,2.289600977743781e-08,,1.0300872019184624,965.9492206103887,0.0,0.0,False,,,
2,calm,ewma,mv,0.0001184766943805363,2.340771778219867e-05,-0.017903738295231057,-0.022452010123405218,0.0,,9.038110311455269e-09,,0.8192228219218625,965.9492206103887,0.0,0.0,False,,ok,projgrad
3,calm,overlay,ew,9.762327610469165e-05,2.3804699965956278e-05,-0.016251892678466648,-0.020380529078590358,0.0,,5.449182183150271e-09,,0.6550753726368519,6.93823902875329,0.0,0.0,False,,,
3,calm,overlay,mv,6.991124620198258e-05,2.1563328234026686e-05,-0.013753105632162756,-0.017246949312470082,0.0,,2.337521171836192e-09,,0.4846710403038017,6.93823902875329,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,baseline,ew,9.762327610469165e-05,2.3804699965956278e-05,-0.016251892678466648,-0.020380529078590358,0.0,,5.449182183150271e-09,,0.6550753726368519,6.93823902875329,0.0,0.0,False,,,
3,calm,baseline,mv,6.991124620198258e-05,2.1563328234026686e-05,-0.013753105632162756,-0.017246949312470082,0.0,,2.337521171836192e-09,,0.4846710403038017,6.93823902875329,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,sample,ew,0.00018643322593853596,2.3804699965956278e-05,-0.02245892237093974,-0.02816439472685017,0.0,,2.6448037460014023e-08,,1.1858749562897337,599.1931499930829,0.0,0.0,False,,,
3,calm,sample,mv,0.00011161393791586577,2.1563328234026686e-05,-0.017377466993612235,-0.021792044679498416,0.0,,8.10911230407093e-09,,0.8372474874661162,599.1931499930829,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,scm,ew,0.00018643322593853596,2.3804699965956278e-05,-0.02245892237093974,-0.02816439472685017,0.0,,2.6448037460014023e-08,,1.1858749562897337,599.1931499930829,0.0,0.0,False,,,
3,calm,scm,mv,0.00011161393791586577,2.1563328234026686e-05,-0.017377466993612235,-0.021792044679498416,0.0,,8.10911230407093e-09,,0.8372474874661162,599.1931499930829,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,rie,ew,9.762327610469165e-05,2.3804699965956278e-05,-0.016251892678466648,-0.020380529078590358,0.0,,5.449182183150271e-09,,0.6550753726368519,6.93823902875329,0.0,0.0,False,,,
3,calm,rie,mv,6.991124620198258e-05,2.1563328234026686e-05,-0.013753105632162756,-0.017246949312470082,0.0,,2.337521171836192e-09,,0.4846710403038017,6.93823902875329,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,lw,ew,0.00013661800793789017,2.3804699965956278e-05,-0.019225658820646804,-0.024109751793304247,0.0,,1.2726842455570402e-08,,0.9215484981745983,19.7996417308414,0.0,0.0,False,,,
3,calm,lw,mv,8.741975645708745e-05,2.1563328234026686e-05,-0.015379140087829628,-0.019286062119953575,0.0,,4.337069138299154e-09,,0.6463914437374603,19.7996417308414,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,oas,ew,0.00015020737153698474,2.3804699965956278e-05,-0.02015918080723438,-0.025280426026118994,0.0,,1.5977635380293284e-08,,1.0006126838694138,31.149683780422155,0.0,0.0,False,,,
3,calm,oas,mv,9.380094507188994e-05,2.1563328234026686e-05,-0.015930553440706804,-0.019977556710459112,0.0,,5.218273286413947e-09,,0.7000647387843144,31.149683780422155,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,cc,ew,0.00018823815981583894,2.3804699965956278e-05,-0.02256737736425546,-0.028300401663932516,0.0,,2.7038362718202975e-08,,1.1942854732259653,44.82289776231041,0.0,0.0,False,,,
3,calm,cc,mv,0.00014110654771309458,2.1563328234026686e-05,-0.019538932839210165,-0.02450261005118316,0.0,,1.42905813234206e-08,,1.0313370870509697,44.82289776231041,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,quest,ew,0.00010825251429811605,2.3804699965956278e-05,-0.01711379214109597,-0.02146138577685128,0.0,,7.131433345478929e-09,,0.7344832966515753,50.26412876496593,0.0,0.0,False,,,
3,calm,quest,mv,7.46230470952745e-05,2.1563328234026686e-05,-0.014209007586502086,-0.017818668755935883,0.0,,2.8153337656346574e-09,,0.5304186811666742,50.26412876496593,0.04475092379999591,0.0,False,,ok,projgrad
3,calm,ewma,ew,0.00016168141015951315,2.3804699965956278e-05,-0.020914972648941876,-0.02622821948698095,0.0,,1.900998721379807e-08,,1.062976895922132,548.5564225980197,0.0,0.0,False,,,
3,calm,ewma,mv,9.590169388550446e-05,2.1563328234026686e-05,-0.016107954560669362,-0.020200024871891282,0.0,,5.526192607732812e-09,,0.7171777918660946,548.5564225980197,0.04475092379999591,0.0,False,,ok,projgrad
4,calm,overlay,ew,9.762327610469165e-05,3.486123442024606e-05,-0.016251892678466648,-0.020380529078590358,0.0,,3.939073876400086e-09,,0.38684011551589403,6.93823902875329,0.0,0.0,False,,,
4,calm,overlay,mv,6.991124620198258e-05,2.343488543362286e-05,-0.013753105632162756,-0.017246949312470082,0.0,,2.1600521102707266e-09,,0.4282098765472713,6.93823902875329,0.0,0.0,False,,ok,projgrad
4,calm,baseline,ew,9.762327610469165e-05,3.486123442024606e-05,-0.016251892678466648,-0.020380529078590358,0.0,,3.939073876400086e-09,,0.38684011551589403,6.93823902875329,0.0,0.0,False,,,
4,calm,baseline,mv,6.991124620198258e-05,2.343488543362286e-05,-0.013753105632162756,-0.017246949312470082,0.0,,2.1600521102707266e-09,,0.4282098765472713,6.93823902875329,0.0,0.0,False,,ok,projgrad
4,calm,sample,ew,0.00018643322593853596,3.486123442024606e-05,-0.02245892237093974,-0.02816439472685017,0.0,,2.297406861282054e-08,,0.8636881454719094,599.1931499930829,0.0,0.0,False,,,
4,calm,sample,mv,0.00011161393791586577,2.343488543362286e-05,-0.017377466993612235,-0.021792044679498416,0.0,,7.77554529666615e-09,,0.7707839812996422,599.1931499930829,0.0,0.0,False,,ok,projgrad
4,calm,scm,ew,0.00018643322593853596,3.486123442024606e-05,-0.02245892237093974,-0.02816439472685017,0.0,,2.297406861282054e-08,,0.8636881454719094,599.1931499930829,0.0,0.0,False,,,
4,calm,scm,mv,0.00011161393791586577,2.343488543362286e-05,-0.017377466993612235,-0.021792044679498416,0.0,,7.77554529666615e-09,,0.7707839812996422,599.1931499930829,0.0,0.0,False,,ok,projgrad
4,calm,rie,ew,9.762327610469165e-05,3.486123442024606e-05,-0.016251892678466648,-0.020380529078590358,0.0,,3.939073876400086e-09,,0.38684011551589403,6.93823902875329,0.0,0.0,False,,,
4,calm,rie,mv,6.991124620198258e-05,2.343488543362286e-05,-0.013753105632162756,-0.017246949312470082,0.0,,2.1600521102707266e-09,,0.4282098765472713,6.93823902875329,0.0,0.0,False,,ok,projgrad
4,calm,lw,ew,0.00013661800793789017,3.486123442024606e-05,-0.019225658820646804,-0.024109751793304247,0.0,,1.0354440956721117e-08,,0.6209863726527045,19.7996417308414,0.0,0.0,False,,,
4,calm,lw,mv,8.741975645708745e-05,2.343488543362286e-05,-0.015379140087829628,-0.019286062119953575,0.0,,4.094063719889399e-09,,0.5845686645089958,19.7996417308414,0.0,0.0,False,,ok,projgrad
4,calm,oas,ew,0.00015020737153698474,3.486123442024606e-05,-0.02015918080723438,-0.025280426026118994,0.0,,1.3304731347753479e-08,,0.692728740041985,31.149683780422155,0.0,0.0,False,,,
4,calm,oas,mv,9.380094507188994e-05,2.343488543362286e-05,-0.015930553440706804,-0.019977556710459112,0.0,,4.95138234901616e-09,,0.6367855353773193,31.149683780422155,0.0,0.0,False,,ok,projgrad
4,calm,cc,ew,0.00018823815981583894,3.486123442024606e-05,-0.02256737736425546,-0.028300401663932516,0.0,,2.3524481243805266e-08,,0.8715300067863598,44.82289776231041,0.0,0.0,False,,,
4,calm,cc,mv,0.00014110654771309458,2.343488543362286e-05,-0.019538932839210165,-0.02450261005118316,0.0,,1.3846620103614048e-08,,0.9613688819858073,44.82289776231041,0.0,0.0,False,,ok,projgrad
4,calm,quest,ew,0.00010825251429811605,3.486123442024606e-05,-0.01711379214109597,-0.02146138577685128,0.0,,5.386279962111844e-09,,0.45512739924827006,50.26412876496593,0.0,0.0,False,,,
4,calm,quest,mv,7.46230470952745e-05,2.343488543362286e-05,-0.014209007586502086,-0.017818668755935883,0.0,,2.6202278942993834e-09,,0.4722671931970017,50.26412876496593,0.0,0.0,False,,ok,projgrad
4,calm,ewma,ew,0.00016168141015951315,3.486123442024606e-05,-0.020914972648941876,-0.02622821948698095,0.0,,1.6083356974538587e-08,,0.7498691827054778,548.5564225980197,0.0,0.0,False,,,
4,calm,ewma,mv,9.590169388550446e-05,2.343488543362286e-05,-0.016107954560669362,-0.020200024871891282,0.0,,5.251438327201699e-09,,0.6534615257637968,548.5564225980197,0.0,0.0,False,,ok,projgrad
