window_id,regime,estimator,portfolio,forecast_var,realised_var,vaR95,es95,violation_rate,realised_es,sq_error,sq_error_es,qlike,cov_condition,mv_turnover,mv_turnover_cost_bps,skipped,skip_reason,solver_status,solver_used
0,calm,overlay,ew,9.035341377587091e-05,6.799338506332035e-05,-0.015635059552060623,-0.019606995452810725,0.0,,4.999708840260856e-10,,0.03684539658118702,6.483460263037003,0.0,0.0,False,,,
0,calm,overlay,mv,6.788694515845399e-05,4.752570357354423e-05,-0.0135525303944315,-0.01699541987242872,0.0,,4.1458015887905857e-10,,0.056644381737658955,6.483460263037003,0.0,0.0,False,,ok,projgrad
0,calm,baseline,ew,9.035341377587091e-05,6.799338506332035e-05,-0.015635059552060623,-0.019606995452810725,0.0,,4.999708840260856e-10,,0.03684539658118702,6.483460263037003,0.0,0.0,False,,,
0,calm,baseline,mv,6.788694515845399e-05,4.752570357354423e-05,-0.0135525303944315,-0.01699541987242872,0.0,,4.1458015887905857e-10,,0.056644381737658955,6.483460263037003,0.0,0.0,False,,ok,projgrad
0,calm,sample,ew,0.0001693901159044461,6.799338506332035e-05,-0.02140776306094912,-0.026846198544575352,0.0,,1.0281297025267699e-08,,0.31419514754229616,645.679216887587,0.0,0.0,False,,,
0,calm,sample,mv,0.0001087183828391061,4.752570357354423e-05,-0.0171505775130222,-0.021507516117300958,0.0,,3.744543995697927e-09,,0.2646352588119478,645.679216887587,0.0,0.0,False,,ok,projgrad
0,calm,scm,ew,0.0001693901159044461,6.799338506332035e-05,-0.02140776306094912,-0.026846198544575352,0.0,,1.0281297025267699e-08,,0.31419514754229616,645.679216887587,0.0,0.0,False,,,
0,calm,scm,mv,0.0001087183828391061,4.752570357354423e-05,-0.0171505775130222,-0.021507516117300958,0.0,,3.744543995697927e-09,,0.2646352588119478,645.679216887587,0.0,0.0,False,,ok,projgrad
0,calm,rie,ew,9.035341377587091e-05,6.799338506332035e-05,-0.015635059552060623,-0.019606995452810725,0.0,,4.999708840260856e-10,,0.03684539658118702,6.483460263037003,0.0,0.0,False,,,
0,calm,rie,mv,6.788694515845399e-05,4.752570357354423e-05,-0.0135525303944315,-0.01699541987242872,0.0,,4.1458015887905857e-10,,0.056644381737658955,6.483460263037003,0.0,0.0,False,,ok,projgrad
0,calm,lw,ew,0.00011895148790946711,6.799338506332035e-05,-0.017939576903270842,-0.022496953183745436,0.0,,2.59672824567847e-09,,0.13091133067846616,15.216542252185087,0.0,0.0,False,,,
0,calm,lw,mv,8.195412874776643e-05,4.752570357354423e-05,-0.014890616393205902,-0.018673433698092826,0.0,,1.185316459977017e-09,,0.12479514627318045,15.216542252185087,0.0,0.0,False,,ok,projgrad
0,calm,oas,ew,0.00013365760144660075,6.799338506332035e-05,-0.019016215414323235,-0.02384710131207431,0.0,,4.311789313230269e-09,,0.18458408674618854,25.23158360725039,0.0,0.0,False,,,
0,calm,oas,mv,8.955150746226838e-05,4.752570357354423e-05,-0.015565522632373029,-0.019519793350153084,0.0,,1.7661681924935022e-09,,0.164251293589329,25.23158360725039,0.0,0.0,False,,ok,projgrad
0,calm,cc,ew,0.00017429266778933353,6.799338506332035e-05,-0.021715349097683374,-0.02723192384376692,0.0,,1.1299537508064884e-08,,0.3314358786413638,39.05145206119583,0.0,0.0,False,,,
0,calm,cc,mv,0.000135612485640851,4.752570357354423e-05,-0.01915477676244787,-0.02402086283268566,0.0,,7.759281174973198e-09,,0.39898302675214614,39.05145206119583,0.0,0.0,False,,ok,projgrad
0,calm,quest,ew,0.00010507944285550535,6.799338506332035e-05,-0.016861109061319355,-0.02114451100066731,0.0,,1.3753756825652854e-09,,0.08237271935609969,50.26412876496589,0.0,0.0,False,,,
0,calm,quest,mv,7.820174100342532e-05,4.752570357354423e-05,-0.014545728186333004,-0.01824092997264371,0.0,,9.410192723994656e-10,,0.105753257996134,50.26412876496589,0.0,0.0,False,,ok,projgrad
0,calm,ewma,ew,0.0001588430202350218,6.799338506332035e-05,-0.02073057388558283,-0.025996975998419485,0.0,,8.253656210831255e-09,,0.2765599662059832,623.1754576899415,0.0,0.0,False,,,
0,calm,ewma,mv,0.0001008716811971509,4.752570357354423e-05,-0.01652007011990419,-0.0207168344093954,0.0,,2.8457933286183434e-09,,0.22372864217537947,623.1754576899415,0.0,0.0,False,,ok,projgrad
1,calm,overlay,ew,8.570840789818052e-05,6.605739815445656e-05,-0.015227863341580855,-0.01909635497710967,0.0,,3.861621839479343e-10,,0.031149393259467528,4.795593409152014,0.0,0.0,False,,,
1,calm,overlay,mv,6.819227781000913e-05,5.076426525594468e-05,-0.013582973564309335,-0.017033596835642473,0.0,,3.0373562158462794e-10,,0.03956701854659839,4.795593409152014,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,baseline,ew,8.570840789818052e-05,6.605739815445656e-05,-0.015227863341580855,-0.01909635497710967,0.0,,3.861621839479343e-10,,0.031149393259467528,4.795593409152014,0.0,0.0,False,,,
1,calm,baseline,mv,6.819227781000913e-05,5.076426525594468e-05,-0.013582973564309335,-0.017033596835642473,0.0,,3.0373562158462794e-10,,0.03956701854659839,4.795593409152014,0.032302080819174316,0.0,False,,ok,projgrad
1,calm,sample,ew,0.0002009125656723324,6.605739815445656e-05,-0.023314752344820094,-0.02923764004135488,0.0,,1.8185916206274355e-08,,0.4411325767430947,1062.0685548365987,0.0,0.0,False,,,
