estimator,portfolio,regime,vaR95,es95,violation_rate,realised_var,realised_es,qlike,mv_turnover,mv_turnover_cost_bps,cov_condition
overlay,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.23809523809523808,0.00014451644338773904,-0.01619446493765822,4.729334521997841,0.0,0.0,13.141551645880362
overlay,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,4.370361181473843,0.0,0.0,13.141551645880362
baseline,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.23809523809523808,0.00014451644338773904,-0.01619446493765822,4.729334521997841,0.0,0.0,13.141551645880362
baseline,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,4.370361181473843,0.0,0.0,13.141551645880362
sample,ew,crisis,-0.00880370134185797,-0.011040196655660528,0.19047619047619047,0.00014451644338773904,-0.018396276604627934,2.4264161259732973,0.0,0.0,26181.328249949143
sample,mv,crisis,-0.00604070018126542,-0.007575281730874777,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,3.106780728910212,0.0,0.0,26181.328249949143
scm,ew,crisis,-0.00880370134185797,-0.011040196655660528,0.19047619047619047,0.00014451644338773904,-0.018396276604627934,2.4264161259732973,0.0,0.0,26181.328249949143
scm,mv,crisis,-0.00604070018126542,-0.007575281730874777,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,3.106780728910212,0.0,0.0,26181.328249949143
rie,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.23809523809523808,0.00014451644338773904,-0.01619446493765822,4.729334521997841,0.0,0.0,13.141551645880362
rie,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,4.370361181473843,0.0,0.0,13.141551645880362
lw,ew,crisis,-0.008031191019816733,-0.010071437545976445,0.19047619047619047,0.00014451644338773904,-0.018396276604627934,3.259912843395667,0.0,0.0,38.05710273851548
lw,mv,crisis,-0.0057296621794099695,-0.007185227528156541,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,3.656556880187175,0.0,0.0,38.05710273851548
oas,ew,crisis,-0.008093051874939337,-0.01014901355398954,0.19047619047619047,0.00014451644338773904,-0.018396276604627934,3.182941800363942,0.0,0.0,42.09030353593401
oas,mv,crisis,-0.005753173406230091,-0.00721471155511641,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,3.611455748628388,0.0,0.0,42.09030353593401
cc,ew,crisis,-0.0092256013515748,-0.011569276288809,0.19047619047619047,0.00014451644338773904,-0.018396276604627934,2.0691778839215074,0.0,0.0,4634.241018934361
cc,mv,crisis,-0.006792136409692038,-0.00851761307696141,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,2.1126130217316472,0.0,0.0,4634.241018934361
quest,ew,crisis,-0.005745365262823456,-0.007204919828275908,0.23809523809523808,0.00014451644338773904,-0.01619446493765822,8.373129743069123,0.0,0.0,21.719583601677737
quest,mv,crisis,-0.0047499349076952704,-0.0059566100037050235,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,6.254679628499074,0.0,0.0,21.719583601677737
ewma,ew,crisis,-0.008685964880856595,-0.010892550383652581,0.19047619047619047,0.00014451644338773904,-0.018396276604627934,2.537177085851095,0.0,0.0,42851.01259876645
ewma,mv,crisis,-0.00604969376744043,-0.007586560050771848,0.23809523809523808,7.927739831322816e-05,-0.01260682586693736,3.092292492115062,0.0,0.0,42851.01259876645
overlay,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.23809523809523808,0.00012802023950186537,-0.013965672680639672,3.9623545000524407,0.0,0.0,13.141551645880362
overlay,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.23809523809523808,6.702690608938976e-05,-0.010426675823569764,3.3997538419626334,0.0,0.0,13.141551645880362
baseline,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.23809523809523808,0.00012802023950186537,-0.013965672680639672,3.9623545000524407,0.0,0.0,13.141551645880362
baseline,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.23809523809523808,6.702690608938976e-05,-0.010426675823569764,3.3997538419626334,0.0,0.0,13.141551645880362
sample,ew,crisis,-0.00880370134185797,-0.011040196655660528,0.19047619047619047,0.00012802023950186537,-0.015610286283354747,1.9717729643047952,0.0,0.0,26181.328249949143
sample,mv,crisis,-0.00604070018126542,-0.007575281730874777,0.19047619047619047,6.702690608938976e-05,-0.011583490359648877,2.3663309445948353,0.0,0.0,26181.328249949143
scm,ew,crisis,-0.00880370134185797,-0.011040196655660528,0.19047619047619047,0.00012802023950186537,-0.015610286283354747,1.9717729643047952,0.0,0.0,26181.328249949143
scm,mv,crisis,-0.00604070018126542,-0.007575281730874777,0.19047619047619047,6.702690608938976e-05,-0.011583490359648877,2.3663309445948353,0.0,0.0,26181.328249949143
rie,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.23809523809523808,0.00012802023950186537,-0.013965672680639672,3.9623545000524407,0.0,0.0,13.141551645880362
rie,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.23809523809523808,6.702690608938976e-05,-0.010426675823569764,3.3997538419626334,0.0,0.0,13.141551645880362
lw,ew,crisis,-0.008031191019816733,-0.010071437545976445,0.19047619047619047,0.00012802023950186537,-0.015610286283354747,2.689161546273289,0.0,0.0,38.05710273851548
lw,mv,crisis,-0.0057296621794099695,-0.007185227528156541,0.23809523809523808,6.702690608938976e-05,-0.010426675823569764,2.814814256817686,0.0,0.0,38.05710273851548
oas,ew,crisis,-0.008093051874939337,-0.01014901355398954,0.19047619047619047,0.00012802023950186537,-0.015610286283354747,2.6227282855005534,0.0,0.0,42.09030353593401
oas,mv,crisis,-0.005753173406230091,-0.00721471155511641,0.23809523809523808,6.702690608938976e-05,-0.010426675823569764,2.7779480479864116,0.0,0.0,42.09030353593401
cc,ew,crisis,-0.0092256013515748,-0.011569276288809,0.19047619047619047,0.00012802023950186537,-0.015610286283354747,1.6659991352999124,0.0,0.0,4634.241018934361
cc,mv,crisis,-0.006792136409692038,-0.00851761307696141,0.19047619047619047,6.702690608938976e-05,-0.011583490359648877,1.5620241156972825,0.0,0.0,4634.241018934361
quest,ew,crisis,-0.005745365262823456,-0.007204919828275908,0.23809523809523808,0.00012802023950186537,-0.013965672680639672,7.142252014259203,0.0,0.0,21.719583601677737
quest,mv,crisis,-0.0047499349076952704,-0.0059566100037050235,0.23809523809523808,6.702690608938976e-05,-0.010426675823569764,4.953501572900674,0.0,0.0,21.719583601677737
ewma,ew,crisis,-0.008685964880856595,-0.010892550383652581,0.19047619047619047,0.00012802023950186537,-0.015610286283354747,2.066817118356311,0.0,0.0,42851.01259876645
ewma,mv,crisis,-0.00604969376744043,-0.007586560050771848,0.19047619047619047,6.702690608938976e-05,-0.011583490359648877,2.3545413173951806,0.0,0.0,42851.01259876645
overlay,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.2857142857142857,0.0001363610654748945,-0.0138262126515133,4.348321511066505,0.0,0.0,13.141551645880362
overlay,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.2857142857142857,7.114439753566438e-05,-0.010225222658389132,3.7227842915876392,0.0,0.0,13.141551645880362
baseline,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.2857142857142857,0.0001363610654748945,-0.0138262126515133,4.348321511066505,0.0,0.0,13.141551645880362
baseline,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.2857142857142857,7.114439753566438e-05,-0.010225222658389132,3.7227842915876392,0.0,0.0,13.141551645880362
sample,ew,crisis,-0.00880370134185797,-0.011040196655660528,0.23809523809523808,0.0001363610654748945,-0.015114011527860089,2.1998159211209836,0.0,0.0,26181.328249949143
sample,mv,crisis,-0.00604070018126542,-0.007575281730874777,0.23809523809523808,7.114439753566438e-05,-0.011110383654216294,2.6120035421842926,0.0,0.0,26181.328249949143
scm,ew,crisis,-0.00880370134185797,-0.011040196655660528,0.23809523809523808,0.0001363610654748945,-0.015114011527860089,2.1998159211209836,0.0,0.0,26181.328249949143
scm,mv,crisis,-0.00604070018126542,-0.007575281730874777,0.23809523809523808,7.114439753566438e-05,-0.011110383654216294,2.6120035421842926,0.0,0.0,26181.328249949143
rie,ew,crisis,-0.007088715730324249,-0.008889535510110508,0.2857142857142857,0.0001363610654748945,-0.0138262126515133,4.348321511066505,0.0,0.0,13.141551645880362
rie,mv,crisis,-0.0053956520855780905,-0.006766365395323064,0.2857142857142857,7.114439753566438e-05,-0.010225222658389132,3.7227842915876392,0.0,0.0,13.141551645880362
lw,ew,crisis,-0.008031191019816733,-0.010071437545976445,0.23809523809523808,0.0001363610654748945,-0.015114011527860089,2.9759112066785978,0.0,0.0,38.05710273851548
lw,mv,crisis,-0.0057296621794099695,-0.007185227528156541,0.2857142857142857,7.114439753566438e-05,-0.010225222658389132,3.0945322128101793,0.0,0.0,38.05710273851548
oas,ew,crisis,-0.008093051874939337,-0.01014901355398954,0.23809523809523808,0.0001363610654748945,-0.015114011527860089,2.904149822625379,0.0,0.0,42.09030353593401
oas,mv,crisis,-0.005753173406230091,-0.00721471155511641,0.2857142857142857,7.114439753566438e-05,-0.010225222658389132,3.054898178550202,0.0,0.0,42.09030353593401
cc,ew,crisis,-0.0092256013515748,-0.011569276288809,0.23809523809523808,0.0001363610654748945,-0.015114011527860089,1.8680206076583383,0.0,0.0,4634.241018934361
cc,mv,crisis,-0.006792136409692038,-0.00851761307696141,0.23809523809523808,7.114439753566438e-05,-0.011110383654216294,1.7438829066232797,0.0,0.0,4634.241018934361
quest,ew,crisis,-0.005745365262823456,-0.007204919828275908,0.2857142857142857,0.0001363610654748945,-0.0138262126515133,7.762775415883695,0.0,0.0,21.719583601677737
quest,mv,crisis,-0.0047499349076952704,-0.0059566100037050235,0.2857142857142857,7.114439753566438e-05,-0.010225222658389132,5.387639565880489,0.0,0.0,21.719583601677737
ewma,ew,crisis,-0.008685964880856595,-0.010892550383652581,0.23809523809523808,0.0001363610654748945,-0.015114011527860089,2.3028068211727213,0.0,0.0,42851.01259876645
ewma,mv,crisis,-0.00604969376744043,-0.007586560050771848,0.23809523809523808,7.114439753566438e-05,-0.011110383654216294,2.5993068900485574,0.0,0.0,42851.01259876645
overlay,ew,crisis,-0.007928617189328947,-0.009942805824347579,0.23809523809523808,0.00013564997990570213,-0.015114011527860089,3.073781696342288,0.0,0.0,15.09233370396942
overlay,mv,crisis,-0.005914697398767903,-0.0074172691582175335,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,2.219474279527147,0.09241505851557075,0.46207529257785374,15.09233370396942
baseline,ew,crisis,-0.007928617189328947,-0.009942805824347579,0.23809523809523808,0.00013564997990570213,-0.015114011527860089,3.073781696342288,0.0,0.0,15.09233370396942
baseline,mv,crisis,-0.005914697398767903,-0.0074172691582175335,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,2.219474279527147,0.09241505851557075,0.46207529257785374,15.09233370396942
sample,ew,crisis,-0.009932761454160336,-0.012456083586832777,0.19047619047619047,0.00013564997990570213,-0.016555185848121292,1.4062218213110205,0.0,0.0,35405.82547137507
sample,mv,crisis,-0.006678986318867209,-0.008375718298185517,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,1.4300817717521772,0.09241505851557075,0.46207529257785374,35405.82547137507
scm,ew,crisis,-0.009932761454160336,-0.012456083586832777,0.19047619047619047,0.00013564997990570213,-0.016555185848121292,1.4062218213110205,0.0,0.0,35405.82547137507
scm,mv,crisis,-0.006678986318867209,-0.008375718298185517,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,1.4300817717521772,0.09241505851557075,0.46207529257785374,35405.82547137507
rie,ew,crisis,-0.007928617189328947,-0.009942805824347579,0.23809523809523808,0.00013564997990570213,-0.015114011527860089,3.073781696342288,0.0,0.0,15.09233370396942
rie,mv,crisis,-0.005914697398767903,-0.0074172691582175335,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,2.219474279527147,0.09241505851557075,0.46207529257785374,15.09233370396942
lw,ew,crisis,-0.009107673371465888,-0.011421389844113628,0.23809523809523808,0.00013564997990570213,-0.015114011527860089,1.9373045083157794,0.0,0.0,48.825319603472494
lw,mv,crisis,-0.006341947389023973,-0.007953057882799663,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,1.735968617802342,0.09241505851557075,0.46207529257785374,48.825319603472494
oas,ew,crisis,-0.00921972641152758,-0.011561908876973575,0.23809523809523808,0.00013564997990570213,-0.015114011527860089,1.8548680292808974,0.0,0.0,58.136446717776245
oas,mv,crisis,-0.006385333951368133,-0.008007466382349183,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,1.6932379687526016,0.09241505851557075,0.46207529257785374,58.136446717776245
cc,ew,crisis,-0.010284228254908701,-0.01289683713440586,0.19047619047619047,0.00013564997990570213,-0.016555185848121292,1.2258531316358123,0.0,0.0,5488.7833961244905
cc,mv,crisis,-0.007517899523822338,-0.009427749301974705,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,0.8759742854661523,0.09241505851557075,0.46207529257785374,5488.7833961244905
quest,ew,crisis,-0.006045071563306924,-0.007580763620312094,0.2857142857142857,0.00013564997990570213,-0.0138262126515133,6.736288448243554,0.0,0.0,21.719583601677687
quest,mv,crisis,-0.005033092503242568,-0.006311701052116987,0.2857142857142857,6.187111391812604e-05,-0.009678371215891825,3.7197524030418823,0.09241505851557075,0.46207529257785374,21.719583601677687
ewma,ew,crisis,-0.010058681042825163,-0.012613991831067489,0.19047619047619047,0.00013564997990570213,-0.016555185848121292,1.3388640463346055,0.0,0.0,57400.61495354324
ewma,mv,crisis,-0.0068105569324137085,-0.008540713155604512,0.23809523809523808,6.187111391812604e-05,-0.01046976872543252,1.325511069761355,0.09241505851557075,0.46207529257785374,57400.61495354324
overlay,ew,crisis,-0.007928617189328947,-0.009942805824347579,0.23809523809523808,0.00010880692068796734,-0.015114011527860089,2.1389930242644257,0.0,0.0,15.09233370396942
overlay,mv,crisis,-0.005914697398767903,-0.0074172691582175335,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,1.5207039526372732,0.0,0.0,15.09233370396942
baseline,ew,crisis,-0.007928617189328947,-0.009942805824347579,0.23809523809523808,0.00010880692068796734,-0.015114011527860089,2.1389930242644257,0.0,0.0,15.09233370396942
baseline,mv,crisis,-0.005914697398767903,-0.0074172691582175335,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,1.5207039526372732,0.0,0.0,15.09233370396942
sample,ew,crisis,-0.009932761454160336,-0.012456083586832777,0.19047619047619047,0.00010880692068796734,-0.016555185848121292,0.8906083393799933,0.0,0.0,35405.82547137507
sample,mv,crisis,-0.006678986318867209,-0.008375718298185517,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,0.9275779005430995,0.0,0.0,35405.82547137507
scm,ew,crisis,-0.009932761454160336,-0.012456083586832777,0.19047619047619047,0.00010880692068796734,-0.016555185848121292,0.8906083393799933,0.0,0.0,35405.82547137507
scm,mv,crisis,-0.006678986318867209,-0.008375718298185517,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,0.9275779005430995,0.0,0.0,35405.82547137507
rie,ew,crisis,-0.007928617189328947,-0.009942805824347579,0.23809523809523808,0.00010880692068796734,-0.015114011527860089,2.1389930242644257,0.0,0.0,15.09233370396942
rie,mv,crisis,-0.005914697398767903,-0.0074172691582175335,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,1.5207039526372732,0.0,0.0,15.09233370396942
lw,ew,crisis,-0.009107673371465888,-0.011421389844113628,0.23809523809523808,0.00010880692068796734,-0.015114011527860089,1.2822762539460442,0.0,0.0,48.825319603472494
lw,mv,crisis,-0.006341947389023973,-0.007953057882799663,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,1.1556292464417615,0.0,0.0,48.825319603472494
oas,ew,crisis,-0.00921972641152758,-0.011561908876973575,0.23809523809523808,0.00010880692068796734,-0.015114011527860089,1.2209921947625708,0.0,0.0,58.136446717776245
oas,mv,crisis,-0.006385333951368133,-0.008007466382349183,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,1.1236137975296865,0.0,0.0,58.136446717776245
cc,ew,crisis,-0.010284228254908701,-0.01289683713440586,0.19047619047619047,0.00010880692068796734,-0.016555185848121292,0.759693931140256,0.0,0.0,5488.7833961244905
cc,mv,crisis,-0.007517899523822338,-0.009427749301974705,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,0.523790800066013,0.0,0.0,5488.7833961244905
quest,ew,crisis,-0.006045071563306924,-0.007580763620312094,0.2857142857142857,0.00010880692068796734,-0.0138262126515133,4.969398973306628,0.0,0.0,21.719583601677687
quest,mv,crisis,-0.005033092503242568,-0.006311701052116987,0.2857142857142857,5.010948726881952e-05,-0.009678371215891825,2.6744148706804336,0.0,0.0,21.719583601677687
ewma,ew,crisis,-0.010058681042825163,-0.012613991831067489,0.19047619047619047,0.00010880692068796734,-0.016555185848121292,0.8415653511533963,0.0,0.0,57400.61495354324
ewma,mv,crisis,-0.0068105569324137085,-0.008540713155604512,0.23809523809523808,5.010948726881952e-05,-0.01046976872543252,0.8503027381809942,0.0,0.0,57400.61495354324
overlay,ew,crisis,-0.007928617189328947,-0.009942805824347579,0.23809523809523808,0.00011106390668666913,-0.015114011527860089,2.2156000426600455,0.0,0.0,15.09233370396942
