window_id,window_start,regime,detections,detection_rate,acceptance_rate,edge_margin_mean,stability_margin_mean,stability_eta,isolation_share,alignment_cos_mean,alignment_angle_mean,raw_detection_count,substitution_fraction,gating_mode,gating_initial,gating_accepted,gating_rejected,gating_soft_cap,gating_delta_frac,reason_code,resolved_config_path,calm_threshold,crisis_threshold,vol_signal,group_design,group_count,group_replicates,prewhiten_r2_mean,prewhiten_r2_median,prewhiten_mode_requested,prewhiten_mode_effective,prewhiten_factor_count,prewhiten_beta_abs_mean,prewhiten_beta_abs_std,prewhiten_beta_abs_median,prewhiten_factors,residual_energy_mean,acceptance_delta,group_label_counts,group_observations,vol_state_label,cov_condition_baseline,cov_condition_overlay,cov_condition_penalized,mv_condition_cap,mv_condition_flag,mv_turnover,mv_turnover_cost_bps,baseline_errors
6.0,2018-07-12T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014604394321935995,0.01877149894269489,0.014913712939202432,vol,3,26,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:26|mid:26|crisis:26,78,mid,264.1443964729135,264.1443964729135,55.03546173084641,1000000.0,False,0.056987681037698315,0.28493840518849156,factor:missing factor returns;poet:insufficient observations for POET
17.0,2018-07-27T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014469916886061394,0.018665670738291954,0.014619057259526426,vol,3,26,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:26|mid:26|crisis:26,78,mid,281.43564325357914,281.43564325357914,58.27187339699857,1000000.0,False,0.04672443859753844,0.2336221929876922,factor:missing factor returns;poet:insufficient observations for POET
18.0,2018-07-30T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014474283788012864,0.018663904923907387,0.015158929718584185,vol,3,25,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:25|mid:25|crisis:25,75,mid,275.96873569585307,275.96873569585307,59.29660993064243,1000000.0,False,0.01673092578826372,0.08365462894131859,factor:missing factor returns;poet:insufficient observations for POET
19.0,2018-07-31T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014478650689964335,0.01866213910952282,0.015177102244524789,vol,3,24,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:24|mid:24|crisis:24,72,mid,268.0499547999468,268.0499547999468,58.94580880166288,1000000.0,False,0.04786152666229558,0.23930763331147792,factor:missing factor returns;poet:insufficient observations for POET
20.0,2018-08-01T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014483017591915805,0.01866037329513825,0.01554714050748783,vol,3,24,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:24|mid:24|crisis:24,72,mid,260.7357688720465,260.7357688720465,57.99310036408818,1000000.0,False,0.018011523940712343,0.09005761970356171,factor:missing factor returns;poet:insufficient observations for POET
21.0,2018-08-02T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014488072007865985,0.018655212847360065,0.015825238178870934,vol,3,23,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:23|mid:23|crisis:23,69,mid,262.26725468598016,262.26725468598016,59.141030973409734,1000000.0,False,0.015099182355715075,0.07549591177857537,factor:missing factor returns;poet:insufficient observations for POET
22.0,2018-08-03T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014493126423816163,0.01865005239958188,0.016075079207954878,vol,3,23,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:23|mid:23|crisis:23,69,mid,261.4432325548204,261.4432325548204,59.301140358703,1000000.0,False,0.006942457776888176,0.03471228888444088,factor:missing factor returns;poet:insufficient observations for POET
23.0,2018-08-06T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.014498180839766343,0.018644891951803688,0.015822099555688873,vol,3,22,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:22|mid:22|crisis:22,66,mid,246.88310893266055,246.88310893266055,57.22421094761856,1000000.0,False,0.07099974672114844,0.3549987336057422,factor:missing factor returns;poet:insufficient observations for POET
24.0,2018-08-07T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.01450323525571652,0.0186397315040255,0.015484608099930467,vol,3,22,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:22|mid:22|crisis:22,66,mid,186.4984375525947,186.4984375525947,46.585867697545595,1000000.0,False,0.09598750745651789,0.4799375372825895,factor:missing factor returns;poet:insufficient observations for POET
25.0,2018-08-08T00:00:00,full,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,strict,0.0,0.0,0.0,,,detection_error,reports/rc-20251107/vol-tyler/resolved_config.json,0.0145082896716667,0.018634571056247315,0.015418789808959187,vol,3,22,0.0,0.0,off,off,0,0.0,0.0,0.0,,0.0,0.0,calm:22|mid:22|crisis:22,66,mid,189.36970797103868,189.36970797103868,47.02647316915353,1000000.0,False,0.04210106517764686,0.2105053258882343,factor:missing factor returns;poet:insufficient observations for POET
