regime,estimator,portfolio,mse_mean,es_mse_mean,var95,es95,realised_var,realised_es,violation_rate,count,qlike_mean,mv_turnover_mean,mv_turnover_cost_bps,cov_condition_median,cov_condition_p90,baseline_mse,baseline_es_mse,baseline_qlike_mean,delta_mse_vs_baseline,delta_es_vs_baseline,delta_qlike_vs_baseline,delta_mse_ci_lower,delta_mse_ci_upper
full,baseline,ew,9.810863552080057e-08,7.430164584133667e-05,-0.018575312711511683,-0.023294191535148088,0.000255639358965409,-0.027144074544773817,0.1073419797330511,298,1.3421957133192912,0.0,0.0,212.64747282612842,756.0676784408032,9.810863552080057e-08,7.430164584133667e-05,1.3421957133192912,0.0,0.0,0.0,,
full,baseline,mv,1.3663569395525723e-08,4.385001215524617e-05,-0.008263138536735087,-0.010362309089788987,6.918757089653328e-05,-0.012409497845311064,0.10026868376695457,298,2.903354711862487,0.03478333010374561,0.17391665051872807,212.64747282612842,756.0676784408032,1.3663569395525723e-08,4.385001215524617e-05,2.903354711862487,0.0,0.0,0.0,,
full,cc,ew,9.561914419180152e-08,6.467880699874945e-05,-0.019645856546059312,-0.02463669669325882,0.000255639358965409,-0.027850534227592802,0.1022288624917874,298,1.10963311169521,0.0,0.0,38822.22559671949,84055.67388735576,9.810863552080057e-08,7.430164584133667e-05,1.3421957133192912,-2.489491328999056e-09,-9.622838842587226e-06,-0.23256260162408116,,
full,cc,mv,1.2801016808214863e-08,5.5000818766334126e-05,-0.010432565406717921,-0.013082857907228754,6.918757089653328e-05,-0.016995508050310484,0.06740723045070872,298,1.369270004185655,0.03478333010374561,0.17391665051872807,38822.22559671949,84055.67388735576,1.3663569395525723e-08,4.385001215524617e-05,2.903354711862487,-8.625525873108597e-10,1.1150806611087954e-05,-1.534084707676832,,
full,ewma,ew,9.953573397174355e-08,5.7574895024751844e-05,-0.022529445288180964,-0.02825283331021875,0.000255639358965409,-0.02809956180680637,0.0873178391139448,298,0.95194180102488,0.0,0.0,2288525.016557434,1.2089353799540736e+19,9.810863552080057e-08,7.430164584133667e-05,1.3421957133192912,1.4270984509429785e-09,-1.672675081658483e-05,-0.3902539122944112,,
full,ewma,mv,1.3789068308208026e-08,4.322325543825762e-05,-0.009309828506060191,-0.011674900538559975,6.918757089653328e-05,-0.012730723552037786,0.09161997168574822,298,2.6245119200253466,0.03478333010374561,0.17391665051872807,2288525.016557434,1.2089353799540736e+19,1.3663569395525723e-08,4.385001215524617e-05,2.903354711862487,1.2549891268230305e-10,-6.267567169885533e-07,-0.27884279183714034,,
full,lw,ew,9.941648937333316e-08,7.511727690068648e-05,-0.0183518824437112,-0.023014000965345813,0.000255639358965409,-0.026941196017944945,0.10936627123102682,298,1.4112891715654057,0.0,0.0,173.90920098483807,506.8055592639975,9.810863552080057e-08,7.430164584133667e-05,1.3421957133192912,1.3078538525325836e-09,8.156310593498072e-07,0.06909345824611446,,
full,lw,mv,1.3655210929813305e-08,4.399867285193745e-05,-0.008272849035548044,-0.010374486447056876,6.918757089653328e-05,-0.012500803615155057,0.10001141595115833,298,2.8517012770326136,0.03478333010374561,0.17391665051872807,173.90920098483807,506.8055592639975,1.3663569395525723e-08,4.385001215524617e-05,2.903354711862487,-8.358465712418243e-12,1.486606966912785e-07,-0.05165343482987339,,
full,oas,ew,9.810863552080057e-08,7.430164584133667e-05,-0.018575312711511683,-0.023294191535148088,0.000255639358965409,-0.027144074544773817,0.1073419797330511,298,1.3421957133192912,0.0,0.0,212.64747282612842,756.0676784408032,9.810863552080057e-08,7.430164584133667e-05,1.3421957133192912,0.0,0.0,0.0,,
full,oas,mv,1.3663569395525723e-08,4.385001215524617e-05,-0.008263138536735087,-0.010362309089788987,6.918757089653328e-05,-0.012409497845311064,0.10026868376695457,298,2.903354711862487,0.03478333010374561,0.17391665051872807,212.64747282612842,756.0676784408032,1.3663569395525723e-08,4.385001215524617e-05,2.903354711862487,0.0,0.0,0.0,,
