fit_start,fit_end,hold_start,hold_end,n_detections,top_lambda_hat,top_mu_hat,top_a0,top_a1,top_stability_margin,top_sigma1_eigval,top_z_plus,top_threshold_main,top_off_component_ratio,top_component_sigma1,top_component_sigma2
2020-02-04,2020-05-05,2020-05-12,2020-05-12,1,0.015987033205253322,-0.003308741087946661,-1.0,1.2246467991473532e-16,0.013288960832458082,0.007008981977751688,0.00264516899293651,0.0026980723727952406,9.695853390721112,-0.015987033205253312,0.15500793011072633
