label,fit_start,fit_end,hold_start,hold_end,n_detections,top_lambda_hat,top_mu_hat,top_a0,top_a1,top_stability_margin,top_z_plus,top_threshold_main,top_off_component_ratio,top_component_sigma1,top_component_sigma2,top_sigma1_eigval,eq_aliased_forecast,eq_aliased_realized,eq_dealiased_forecast,eq_dealiased_realized,eq_ledoitwolf_forecast,eq_ledoitwolf_realized,eq_scm_forecast,eq_scm_realized,mv_aliased_forecast,mv_aliased_realized,mv_dealiased_forecast,mv_dealiased_realized,mv_ledoitwolf_forecast,mv_ledoitwolf_realized,mv_scm_forecast,mv_scm_realized,mvlo_aliased_forecast,mvlo_aliased_realized,mvlo_dealiased_forecast,mvlo_dealiased_realized,mvlo_ledoitwolf_forecast,mvlo_ledoitwolf_realized,mvlo_scm_forecast,mvlo_scm_realized
crisis_run,2020-02-04,2020-05-05,2020-05-12,2020-05-12,1,0.015987033205253322,-0.003308741087946661,-1.0,1.2246467991473532e-16,0.013288960832458082,0.00264516899293651,0.0026980723727952406,9.695853390721112,-0.015987033205253312,0.15500793011072633,0.007008981977751688,0.0025148243172017867,0.0,0.003485477045396341,0.0,0.0016547646489520555,0.0,0.002514824317201787,0.0,1.7192558217509582e-14,0.0,0.0007876492580985879,0.0,4.729983233398188e-05,0.0,1.719254011189599e-14,0.0,1.572917167931406e-05,0.0,1.910222106742557e-05,0.0,0.0011181635780646054,0.0,1.5729171679314063e-05,0.0
