design,window_id,window_start,regime,vol_signal,calm_threshold,crisis_threshold,vol_state_label
dow-tyler,0,2018-07-03T00:00:00,calm,0.0130132893677186,0.0130534082665794,0.0143004994806604,calm
dow-tyler,1,2018-07-05T00:00:00,calm,0.0127534978599354,0.013044798076269,0.0142966413596479,calm
dow-tyler,2,2018-07-06T00:00:00,calm,0.0125638939101947,0.013040770440379,0.0142927832386354,calm
dow-tyler,3,2018-07-09T00:00:00,calm,0.0125081295440103,0.0130292346587547,0.014288925117623,calm
dow-tyler,4,2018-07-10T00:00:00,calm,0.0124665451887785,0.0130137027332483,0.0142850669966105,calm
dow-tyler,5,2018-07-11T00:00:00,calm,0.0121882176190364,0.0130132893677186,0.014281208875598,calm
dow-tyler,6,2018-07-12T00:00:00,calm,0.0124463880399576,0.0129527925568299,0.0142662228964873,calm
dow-tyler,7,2018-07-13T00:00:00,calm,0.0120348559916558,0.0129362148696165,0.0142512369173767,calm
dow-tyler,8,2018-07-16T00:00:00,calm,0.0118457145508155,0.0129167297354066,0.0142362509382661,calm
dow-tyler,9,2018-07-17T00:00:00,calm,0.011902616772359,0.0128869831341324,0.0142212649591555,calm
dow-tyler,10,2018-07-18T00:00:00,calm,0.0120334608116292,0.01287909359633,0.0142062789800448,calm
dow-tyler,11,2018-07-19T00:00:00,calm,0.0118412350463826,0.0128398187207146,0.0142031861045476,calm
dow-tyler,12,2018-07-20T00:00:00,calm,0.0127551994485312,0.0128184998001204,0.0142000932290504,calm
dow-tyler,13,2018-07-23T00:00:00,calm,0.0126431665212333,0.0128016017831903,0.0141970003535532,calm
dow-tyler,14,2018-07-24T00:00:00,calm,0.0126457640248295,0.0127868134847856,0.014193907478056,calm
dow-tyler,15,2018-07-25T00:00:00,full,0.0133106125908701,0.0127830475859864,0.0141908146025588,mid
dow-tyler,16,2018-07-26T00:00:00,full,0.0134642536235356,0.0127839890606862,0.0141893188695052,mid
dow-tyler,17,2018-07-27T00:00:00,full,0.0137598618088702,0.012784930535386,0.0141878231364516,mid
dow-tyler,18,2018-07-30T00:00:00,full,0.0137159089416101,0.0127858720100858,0.014186327403398,mid
dow-tyler,19,2018-07-31T00:00:00,full,0.013704997691679,0.0127868134847856,0.0141848316703444,mid
dow-tyler,20,2018-08-01T00:00:00,full,0.0139419137926961,0.0127877549594854,0.0141833359372908,mid
dow-tyler,21,2018-08-02T00:00:00,crisis,0.0144394123261319,0.012792370567387,0.0141768698593445,crisis
dow-tyler,22,2018-08-03T00:00:00,crisis,0.0147018440807721,0.0127969861752887,0.0141878231364516,crisis
dow-tyler,23,2018-08-06T00:00:00,crisis,0.0145507408743315,0.0128016017831903,0.0141970003535532,crisis
dow-tyler,24,2018-08-07T00:00:00,full,0.0141870650414754,0.0128062173910919,0.0142212649591555,mid
dow-tyler,25,2018-08-08T00:00:00,full,0.0140600352062899,0.0128108329989935,0.0142062789800448,mid
dow-tyler,26,2018-08-09T00:00:00,full,0.0141181505207762,0.0128146663995569,0.0142031861045476,mid
dow-tyler,27,2018-08-10T00:00:00,full,0.0138994556962144,0.0128184998001204,0.0142000932290504,mid
dow-tyler,28,2018-08-13T00:00:00,full,0.014112985070235,0.0128223332006838,0.0141970003535532,mid
dow-tyler,29,2018-08-14T00:00:00,full,0.0138758091423935,0.0128261666012473,0.014193907478056,mid
dow-tyler,30,2018-08-15T00:00:00,full,0.0136334182267469,0.0128300000018107,0.0141908146025588,mid
dow-tyler,31,2018-08-16T00:00:00,full,0.0138413174181132,0.0128398187207146,0.0141900646903421,mid
